ID,augmentation,question_orig,question_augmented,correct_answer,model_output
6004,sentence_shuffle,is salt bridges lying separated from the septal walls by a clear space?,['is salt bridges lying separated from the septal by walls a clear space?'],no,no
6005,sentence_shuffle,is the zygosity plot intact?,['is zygosity the plot intact?'],no,no
6006,sentence_shuffle,what is composed of neutrophils and macrophages?,['what is composed of and neutrophils macrophages?'],nfiltrate in the lumina,large multinucleated tumour cells
6007,sentence_shuffle,what is the infiltrate in the lumina composed of?,['what is the infiltrate the in lumina composed of?'],ineutrophils and macrophages,lymphocytes
6008,sentence_shuffle,is the infiltrate in the lumina composed of neutrophils and macrophages?,['is the infiltrate in the lumina composed neutrophils of and macrophages?'],yes,no
6009,sentence_shuffle,is a wedge-shaped shrunken area of pale colour composed of neutrophils and macrophages?,['is a wedge - shaped shrunken area of pale colour composed of neutrophils macrophages and?'],no,t lymphocytes
6010,sentence_shuffle,"what are best identified with a special stain for fungi, gomory 's methenamine silver gms?","[""what are best with identified a special stain for fungi, gomory ' s methenamine silver gms?""]",apergillus flavus,the fungal elements
6011,sentence_shuffle,"are the opened up inner surface of the abdominal aorta best identified with a special stain for fungi, gomory 's methenamine silver gms?","[""are the opened up inner surface of the aorta abdominal best identified with a special stain for fungi, gomory ' s methenamine silver gms?""]",no,no
6012,sentence_shuffle,what is thickened and infiltrated by acute and chronic inflammatory cells?,['what thickened is and infiltrated by acute and chronic inflammatory cells?'],bronchial wall,the basement membrane
6013,sentence_shuffle,what is the bronchial wall thickened by?,['what is the bronchial thickened wall by?'],acute and chronic inflammatory cells,chronic inflammation
6014,sentence_shuffle,is the bronchial wall thickened and infiltrated by acute and chronic inflammatory cells?,['is the bronchial wall thickened and infiltrated by acute and chronic cells inflammatory?'],yes,yes
6015,sentence_shuffle,is a scar smaller than the original wound thickened and infiltrated by acute and chronic inflammatory cells?,['is a scar than smaller the original wound thickened and infiltrated by acute and chronic inflammatory cells?'],no,yes
6016,sentence_shuffle,what is absent?,['is what absent?'],the palisade of cartilage,no
6017,sentence_shuffle,what is sloughed off at places with exudate of muco-pus in the lumen?,['what is off sloughed at places with exudate of muco - pus in the lumen?'],mucosa,mucosal surface
6018,sentence_shuffle,what is the mucosa sloughed off at places with?,['what the is mucosa sloughed off at places with?'],exudate of muco-pus in lumen,necrotic ulcerated surface
6019,sentence_shuffle,is the mucosa sloughed off at places with exudate of muco-pus in the lumen?,['is the mucosa sloughed off at places with exudate of muco - pus in lumen the?'],yes,no
6020,sentence_shuffle,is viral dna sloughed off at places with exudate of muco-pus in the lumen?,['is viral sloughed dna off at places with exudate of muco - pus in the lumen?'],no,yes
6021,sentence_shuffle,what consists of hyaline centre surrounded by concentric layers of collagen which are further enclosed by fibroblasts and dust-laden macrophages?,['what of consists hyaline centre surrounded by concentric layers of collagen which are further enclosed by fibroblasts and dust - laden macrophages?'],silicotic nodule,a giant cell
6022,sentence_shuffle,what does the silicotic nodule consist of?,['what does the silicotic consist nodule of?'],hyaline centre surrounded by concentric layers of collagen,silica
6023,sentence_shuffle,does the silicotic nodule consist of hyaline centre surrounded by concentric layers of collagen which are further enclosed by fibroblasts and dust-laden macrophages?,['does the silicotic nodule consist of hyaline centre surrounded by layers concentric of collagen which are further enclosed by fibroblasts and dust - laden macrophages?'],yes,yes
6024,sentence_shuffle,does a wedge-shaped shrunken area of pale colour consist of hyaline centre surrounded by concentric layers of collagen which are further enclosed by fibroblasts and dust-laden macrophages?,['A does wedge - shaped shrunken area of pale colour consist of hyaline centre surrounded by concentric layers of collagen which are further enclosed by fibroblasts and dust - laden macrophages?'],no,no
6025,sentence_shuffle,what shows bright fibres of silica?,['what shows bright of fibres silica?'],polarising microscopy in photomicrograph on right,the photomicrograph
6026,sentence_shuffle,does polarising microscopy in photomicrograph on right show bright fibres of silica?,['does polarising microscopy in photomicrograph on right show bright of fibres silica?'],yes,yes
6027,sentence_shuffle,is the palisade of cartilage absent?,['is the of palisade cartilage absent?'],yes,no
6028,sentence_shuffle,does the margin of the colony show bright fibres of silica?,['does the margin of the colony show bright fibres of? silica'],no,no
6029,sentence_shuffle,what are lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?,['what are by lined cuboidal to tall columnar and mucin - secreting tumour cells with papillary growth pattern?'],alveolar walls,epithelial cells
6030,sentence_shuffle,what are the alveolar walls lined by?,['what are the alveolar walls by lined?'],cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern,a thin layer of flattened endothelium
6031,sentence_shuffle,are the alveolar walls lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?,['are the alveolar walls lined by cuboidal to tall columnar and - mucin secreting tumour cells with papillary growth pattern?'],yes,yes
6032,sentence_shuffle,"are a, matted mass of lymph nodes lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?","['are a, matted mass lymph of nodes lined by cuboidal to tall columnar and mucin - secreting tumour cells with papillary growth pattern?']",no,no
6033,sentence_shuffle,what are arranged as lobules with peripheral basaloid cells and pale cells in the centre?,['what are arranged as lobules with peripheral basaloid cells pale and cells in the centre?'],tumour cells,epithelial nests
6034,sentence_shuffle,what are the tumour cells arranged as with?,['what the are tumour cells arranged as with?'],lobules with peripheral basaloid cells and pale cells in the centre,cords
6035,sentence_shuffle,are the tumour cells arranged as lobules with peripheral basaloid cells and pale cells in the centre?,['are the tumour cells arranged as lobules peripheral with basaloid cells and pale cells in the centre?'],yes,yes
6036,sentence_shuffle,are renal tubules and glomeruli arranged as lobules with peripheral basaloid cells and pale cells in the centre?,['are renal tubules and glomeruli arranged as lobules with peripheral basaloid cells pale and cells in the centre?'],no,yes
6037,sentence_shuffle,"what have sebaceous differentiation appreciated by foamy, vacuolated cytoplasm?","['what have sebaceous differentiation appreciated foamy by, vacuolated cytoplasm?']",cells,foamy macrophages
6038,sentence_shuffle,what are packed with laminated swirls of fetal squamous cells?,['what are packed laminated with swirls of fetal squamous cells?'],two small pulmonary arterioles,the tumour
6039,sentence_shuffle,what consists of uncalcified osteoid?,['what consists of osteoid uncalcified?'],paler trabeculae,a thin layer of osteoid
6040,sentence_shuffle,what do the cells have?,['what do the have cells?'],sebaceous differentiation appreciated by foamy,neoplastic cells
6041,sentence_shuffle,"do the cells have sebaceous differentiation appreciated by foamy, vacuolated cytoplasm?","['do the cells have sebaceous differentiation appreciated foamy by, vacuolated cytoplasm?']",yes,yes
6042,sentence_shuffle,"do islands of invading malignant squamous cells have sebaceous differentiation appreciated by foamy, vacuolated cytoplasm?","['do islands of invading malignant squamous cells sebaceous have differentiation appreciated by foamy, vacuolated cytoplasm?']",no,yes
6043,sentence_shuffle,are the tumour cells epithelioid in appearance having prominent nucleoli and contain black finely granular melanin pigment in the cytoplasm?,['are the tumour cells epithelioid in appearance having prominent nucleoli and contain black finely granular pigment melanin in the cytoplasm?'],yes,yes
6044,sentence_shuffle,is section of the myocardium epithelioid in appearance having prominent nucleoli and contain black finely granular melanin pigment in the cytoplasm?,['is section of the myocardium epithelioid in appearance having prominent nucleoli and contain black finely granular melanin pigment in cytoplasm the?'],no,no
6045,sentence_shuffle,what is there?,['is what there?'],inflammatory reaction around extravasated mucus,no
6046,sentence_shuffle,what is there around extravasated mucus?,['what is there around mucus extravasated?'],inflammatory reaction,inflammatory reaction
6047,sentence_shuffle,is there inflammatory reaction around extravasated mucus?,['there is inflammatory reaction around extravasated mucus?'],yes,yes
6048,sentence_shuffle,is ziehl-neelsen inflammatory reaction around extravasated mucus?,['ziehl is - neelsen inflammatory reaction around extravasated mucus?'],no,no
6049,sentence_shuffle,what is there of secondary dentine?,['what there is of secondary dentine?'],deposition,a thin layer of secondary dentine
6050,sentence_shuffle,do paler trabeculae consist of uncalcified osteoid?,['do trabeculae paler consist of uncalcified osteoid?'],yes,yes
6051,sentence_shuffle,"what is there of enamel, deposition of secondary dentine and evidence of pulpitis?","['Is what there of enamel, deposition of secondary dentine and evidence of pulpitis?']",complete destruction,yes
6052,sentence_shuffle,"is there complete destruction of enamel, deposition of secondary dentine and evidence of pulpitis?","['is there complete destruction enamel of, deposition of secondary dentine and evidence of pulpitis?']",yes,yes
6053,sentence_shuffle,"is normal non-activated platelet, having open canalicular system and the cytoplasmic organelles complete destruction of enamel, deposition of secondary dentine and evidence of pulpitis?","['normal is non - activated platelet, having open canalicular system and the cytoplasmic organelles complete destruction of enamel, deposition of secondary dentine and evidence of pulpitis?']",no,no
6054,sentence_shuffle,what are composed of central area of stellate cells and peripheral layer of cuboidal or columnar cells?,['what are composed of central area of stellate cells peripheral and layer of cuboidal or columnar cells?'],epithelial follicles,cysts
6055,sentence_shuffle,what are epithelial follicles composed of?,['what are epithelial composed follicles of?'],central area of stellate cells and peripheral layer cuboidal or columnar cells,cords
6056,sentence_shuffle,are epithelial follicles composed of central area of stellate cells and peripheral layer of cuboidal or columnar cells?,['are follicles epithelial composed of central area of stellate cells and peripheral layer of cuboidal or columnar cells?'],yes,no
6057,sentence_shuffle,are eticulocytes in blood composed of central area of stellate cells and peripheral layer of cuboidal or columnar cells?,['are eticulocytes in blood composed of central area of stellate cells and layer peripheral of cuboidal or columnar cells?'],no,no
6058,sentence_shuffle,what show irregular plexiform masses and network of strands of epithelial cells?,['what show irregular plexiform masses and of network strands of epithelial cells?'],plexiform areas,cords
6059,sentence_shuffle,what do plexiform areas show?,['what plexiform do areas show?'],irregular masses and network of strands of epithelial cells,large areas
6060,sentence_shuffle,do plexiform areas show irregular plexiform masses and network of strands of epithelial cells?,['do plexiform areas show irregular plexiform masses and network of of strands epithelial cells?'],yes,yes
6061,sentence_shuffle,do interstitial fibrosis and tubular atrophy consist of uncalcified osteoid?,['do interstitial and fibrosis tubular atrophy consist of uncalcified osteoid?'],no,no
6062,sentence_shuffle,do the alveolar walls show irregular plexiform masses and network of strands of epithelial cells?,['The do alveolar walls show irregular plexiform masses and network of strands of epithelial cells?'],no,yes
6063,sentence_shuffle,what show central cystic change?,['what show central change cystic?'],a few areas,neoplastic tumour cells
6064,sentence_shuffle,what do a few areas show?,['what do a few show areas?'],central cystic change,neoplastic glandular proliferation with cystic change
6065,sentence_shuffle,do a few areas show central cystic change?,['A do few areas show central cystic change?'],yes,yes
6066,sentence_shuffle,do the squamous cells show central cystic change?,['do the squamous cells central show cystic change?'],no,no
6067,sentence_shuffle,what undergoes metaplastic change to columnar epithelium of intestinal type?,['undergoes what metaplastic change to columnar epithelium of intestinal type?'],part of the oesophagus which is normally lined by squamous epithelium,metaplasia
6068,sentence_shuffle,does part of the oesophagus which is normally lined by squamous epithelium undergo metaplastic change to columnar epithelium of intestinal type?,['does part of oesophagus the which is normally lined by squamous epithelium undergo metaplastic change to columnar epithelium of intestinal type?'],yes,yes
6069,sentence_shuffle,does adp undergo metaplastic change to columnar epithelium of intestinal type?,['Adp does undergo metaplastic change to columnar epithelium of intestinal type?'],no,no
6070,sentence_shuffle,what are correlated with histological appearance of gastric mucosa in different regions?,['what are correlated with histological appearance of gastric mucosa in different? regions'],natomical subdivisions of the stomach,different stages
6071,sentence_shuffle,what are natomical subdivisions of the stomach correlated with of gastric mucosa in different regions?,['what natomical are subdivisions of the stomach correlated with of gastric mucosa in different regions?'],anatomical histological appearance regions,different regions
6072,sentence_shuffle,what are well-formed bone?,['what are - well formed bone?'],darker trabeculae,the osteoid matrix
6073,sentence_shuffle,are natomical subdivisions of the stomach correlated with histological appearance of gastric mucosa in different regions?,['are natomical subdivisions of the stomach correlated with histological of appearance gastric mucosa in different regions?'],yes,yes
6074,sentence_shuffle,are a few well-developed cell nests with keratinisation correlated with histological appearance of gastric mucosa in different regions?,['are a few well - developed cell nests with keratinisation correlated with histological appearance of mucosa gastric in different regions?'],no,no
6075,sentence_shuffle,are scanty connective tissue stroma the first to fourth parts of the duodenum?,['are scanty connective tissue stroma the to first fourth parts of the duodenum?'],no,no
6076,sentence_shuffle,"a , typhoid ulcers in the small intestine appear characteristically oval with whose long axis parallel to the long axis of the bowel?","['a, typhoid ulcers in the small intestine appear characteristically oval with whose axis long parallel to the long axis of the bowel?']",their,the bowel
6077,sentence_shuffle,what appear characteristically oval with their long axis parallel to the long axis of the bowel?,['what appear characteristically oval with their long axis parallel to the long axis of the? bowel'],typhoid ulcers in the small intestine,leishman bodies
6078,sentence_shuffle,what do typhoid ulcers in the small intestine appear characteristically oval with?,['do what typhoid ulcers in the small intestine appear characteristically oval with?'],their long axis parallel to the long axis of the bowel,smooth
6079,sentence_shuffle,do typhoid ulcers in the small intestine appear characteristically oval with their long axis parallel to the long axis of the bowel?,['do typhoid ulcers in the small intestine appear characteristically oval with their long axis parallel to the long axis of bowel the?'],yes,colon
6080,sentence_shuffle,what show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?,"[""what show ballooning degeneration and with necrosis some containing mallory ' s hyalin inbox?""]",liver cells,epithelial cells
6081,sentence_shuffle,what do liver cells show?,['what do liver show cells?'],ballooning degeneration and necrosis,large
6082,sentence_shuffle,do liver cells show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?,"[""do liver cells show ballooning degeneration and necrosis with some mallory containing ' s hyalin inbox?""]",yes,yes
6083,sentence_shuffle,are darker trabeculae well-formed bone?,['are darker trabeculae well - formed? bone'],yes,yes
6084,sentence_shuffle,do the bronchioles as well as the adjacent alveoli show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?,"[""do the bronchioles as well as the adjacent alveoli show ballooning degeneration and necrosis with some mallory containing ' s hyalin inbox?""]",no,yes
6085,sentence_shuffle,what are also present?,['what are present also?'],fatty change and clusters of neutrophils,fat necrosis
6086,sentence_shuffle,are fatty change and clusters of neutrophils also present?,['are change fatty and clusters of neutrophils also present?'],yes,yes
6087,sentence_shuffle,are defects in any of the six also present?,['defects are in any of the six also present?'],no,no
6088,sentence_shuffle,what shows foamy macrophages?,['Shows what foamy macrophages?'],lamina propria of the mucosa,inflammatory infiltrate
6089,sentence_shuffle,what does the lamina propria of the mucosa show?,['what does the lamina propria of mucosa the show?'],foamy macrophages,inflammatory infiltrate
6090,sentence_shuffle,does the lamina propria of the mucosa show foamy macrophages?,['does the lamina propria the of mucosa show foamy macrophages?'],yes,yes
6091,sentence_shuffle,does 'triple response ' show foamy macrophages?,"[""does ' triple response ' show foamy? macrophages""]",no,no
6092,sentence_shuffle,"what is there increased due to proliferation of mesangial cels, endothelial cells and some epithelial cells and infiltration of the tuft by neutrophils and monocytes?","['what is there increased due to proliferation of mesangial cels, endothelial cells some and epithelial cells and infiltration of the tuft by neutrophils and monocytes?']",increased cellularity,mesangial hypertrophy and mesangial hypercellularity
6093,sentence_shuffle,"is there increased cellularity due to proliferation of mesangial cels, endothelial cells and some epithelial cells and infiltration of the tuft by neutrophils and monocytes?","['is there increased cellularity due to proliferation of mesangial cels, endothelial cells and some epithelial cells and infiltration of tuft the by neutrophils and monocytes?']",yes,yes
6094,sentence_shuffle,are the basement membrane well-formed bone?,['are basement the membrane well - formed bone?'],no,no
6095,sentence_shuffle,"is the epithelial element increased cellularity due to proliferation of mesangial cels, endothelial cells and some epithelial cells and infiltration of the tuft by neutrophils and monocytes?","['is the epithelial element increased cellularity due to proliferation of mesangial cels, endothelial cells and some epithelial cells infiltration and of the tuft by neutrophils and monocytes?']",no,yes
6096,sentence_shuffle,"what shows thick wall coated internally by brownish, tan and necrotic material which is organised blood clot?","['what shows thick wall coated internally by brownish, tan and necrotic material which organised is blood clot?']",sectioned surface of the sac,the tumour
6097,sentence_shuffle,what does sectioned surface of the sac show?,['what does surface sectioned of the sac show?'],thick wall coated internally by brownish,a dark brown
6098,sentence_shuffle,"does sectioned surface of the sac show thick wall coated internally by brownish, tan and necrotic material which is organised blood clot arrow?","['does sectioned surface of the sac show thick wall coated internally by brownish, tan and necrotic material which is blood organised clot arrow?']",yes,yes
6099,sentence_shuffle,"does the wall of the stomach in the region of pyloric canal show thick wall coated internally by brownish, tan and necrotic material which is organised blood clot arrow?","['does the wall of the stomach in the region of pyloric canal show thick wall coated internally brownish by, tan and necrotic material which is organised blood clot arrow?']",no,yes
6100,sentence_shuffle,are several characteristic schiller-duval bodies present?,['are several characteristic schiller - duval present bodies?'],yes,yes
6101,sentence_shuffle,"are serpiginous ulcers, some deep fissures and swollen intervening surviving mucosa giving 'cobblestone appearance ', present?","[""are serpiginous ulcers, some deep fissures and swollen intervening surviving mucosa giving ' cobblestone appearance ' present,?""]",no,no
6102,sentence_shuffle,what shows intra - and extracellular hyaline globules?,['what shows intra - and hyaline extracellular globules?'],inset,the tumour
6103,sentence_shuffle,what does inset show?,['Does what inset show?'],intra- and extracellular hyaline globules,inflammatory cells
6104,sentence_shuffle,does inset show intra - and extracellular hyaline globules?,['inset does show intra - and extracellular hyaline globules?'],yes,yes
6105,sentence_shuffle,what stain preparation of sputum from a patient with pneumonia?,['what stain preparation of sputum a from patient with pneumonia?'],gram,gram stain
6106,sentence_shuffle,does oxygen delivery show intra - and extracellular hyaline globules?,['oxygen does delivery show intra - and extracellular hyaline globules?'],no,no
6107,sentence_shuffle,is common histologic type epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?,['is common histologic type epidermoid carcinoma showing the pattern of a moderatelydifferentiated non - keratinising cell large carcinoma?'],yes,no
6108,sentence_shuffle,is the photomicrograph on right epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?,['is the photomicrograph on right epidermoid carcinoma showing the pattern a of moderatelydifferentiated non - keratinising large cell carcinoma?'],no,no
6109,sentence_shuffle,what are present deep inside the myometrium?,['what are deep present inside the myometrium?'],endometrial glands,cysts
6110,sentence_shuffle,what are the endometrial glands present deep inside?,['what are the endometrial glands present inside deep?'],myometrium,the lumen
6111,sentence_shuffle,are the endometrial glands present deep inside the myometrium?,['are endometrial the glands present deep inside the myometrium?'],yes,yes
6112,sentence_shuffle,are inflammatory changes present deep inside the myometrium?,['are inflammatory changes present deep the inside myometrium?'],no,yes
6113,sentence_shuffle,"what shows whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","['what shows whorls smooth of muscle cells which are spindle - shaped, having abundant cytoplasm and oval nuclei?']",microscopy,tumour
6114,sentence_shuffle,"does microscopy show whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","['does microscopy show whorls of smooth muscle cells which are spindle - shaped, abundant having cytoplasm and oval nuclei?']",yes,yes
6115,sentence_shuffle,"does mucicarmine show whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","['does mucicarmine show whorls of smooth muscle cells which are spindle - shaped, abundant having cytoplasm and oval nuclei?']",no,no
6116,sentence_shuffle,is the gram stain preparation of sputum from a patient with pneumonia?,['is the gram preparation stain of sputum from a patient with pneumonia?'],yes,yes
6117,sentence_shuffle,what is identical to that of seminoma of the testis?,['what is identical to that of seminoma of testis the?'],histologic appearance,histological features
6118,sentence_shuffle,what is the histologic appearance identical to?,['what is histologic the appearance identical to?'],that of seminoma of the testis,that of a typical islet
6119,sentence_shuffle,is the histologic appearance identical to that of seminoma of the testis?,['is the histologic appearance identical to that of of seminoma the testis?'],yes,yes
6120,sentence_shuffle,is the sectioned surface identical to that of seminoma of the testis?,['is the sectioned surface identical to that of of seminoma the testis?'],no,no
6121,sentence_shuffle,what are separated by scanty fibrous stroma that is infiltrated by lymphocytes?,['what separated are by scanty fibrous stroma that is infiltrated by lymphocytes?'],masses of large uniform tumour cells,the tumour
6122,sentence_shuffle,what are masses of large uniform tumour cells separated by?,['what are masses large of uniform tumour cells separated by?'],scanty fibrous stroma that is infiltrated by lymphocytes,fibrous septa
6123,sentence_shuffle,are masses of large uniform tumour cells separated by scanty fibrous stroma that is infiltrated by lymphocytes?,['are masses of large uniform tumour cells separated by fibrous scanty stroma that is infiltrated by lymphocytes?'],yes,yes
6124,sentence_shuffle,are the lumen separated by scanty fibrous stroma that is infiltrated by lymphocytes?,['are the lumen separated by scanty fibrous stroma is that infiltrated by lymphocytes?'],no,no
6125,sentence_shuffle,what include mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma?,['what include mucin - filled signet - ring cells richly and cellular proliferation of the ovarian stroma?'],histologic features,stromal component
6126,sentence_shuffle,what do histologic features include?,['what do features histologic include?'],mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma,stromal invasion
6127,sentence_shuffle,is the polyp stain preparation of sputum from a patient with pneumonia?,['is the polyp stain preparation of from sputum a patient with pneumonia?'],no,no
6128,sentence_shuffle,do histologic features include mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma?,['do histologic features include mucin - filled signet - ring cells and richly cellular proliferation of the ovarian? stroma'],yes,yes
6129,sentence_shuffle,do typhoid ulcers in the small intestine include mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma?,['do typhoid ulcers the in small intestine include mucin - filled signet - ring cells and richly cellular proliferation of the ovarian stroma?'],no,no
6130,sentence_shuffle,"what shows replacement of almost whole breast with a large circumscribed, greywhite, firm, nodular mass having slit-like, compressed cystic areas and areas of haemorrhage?","['what shows replacement of almost whole breast with a large circumscribed, greywhite, firm, nodular mass slit having - like, compressed cystic areas and areas of haemorrhage?']",simple mastectomy specimen,slide
6131,sentence_shuffle,what does simple mastectomy specimen show?,['what does mastectomy simple specimen show?'],replacement of almost whole breast with a large circumscribed,a large tumour
6132,sentence_shuffle,"does simple mastectomy specimen show replacement of almost whole breast with a large circumscribed, greywhite, firm, nodular mass having slit-like, compressed cystic areas and areas of haemorrhage?","['does simple mastectomy specimen show replacement of whole almost breast with a large circumscribed, greywhite, firm, nodular mass having slit - like, compressed cystic areas and areas of haemorrhage?']",yes,yes
6133,sentence_shuffle,"does large cystic spaces lined by the flattened endothelial cells and containing lymph show replacement of almost whole breast with a large circumscribed, greywhite, firm, nodular mass having slit-like, compressed cystic areas and areas of haemorrhage?","['does large cystic spaces lined by the endothelial flattened cells and containing lymph show replacement of almost whole breast with a large circumscribed, greywhite, firm, nodular mass having slit - like, compressed cystic areas and areas of haemorrhage?']",no,no
6134,sentence_shuffle,what are found in the upper stratum malpighii?,['what are found the in upper stratum malpighii?'],foci of vacuolated cells,dysplasia
6135,sentence_shuffle,where are foci of vacuolated cells found?,['where are of foci vacuolated cells found?'],in the upper stratum malpighii,in the lamina propria
6136,sentence_shuffle,are foci of vacuolated cells found in the upper stratum malpighii?,['are foci of vacuolated cells found in upper the stratum malpighii?'],yes,no
6137,sentence_shuffle,are microscopic features found in the upper stratum malpighii?,['are microscopic features found the in upper stratum malpighii?'],no,no
6138,sentence_shuffle,what are evident?,['what are? evident'],elongated cocci in pairs and short chains (streptococcus pneumoniae) and a neutrophil,the characteristic 'brain-in-a-jar ' appearance of the ventricles
6139,sentence_shuffle,what contain prominent keratohyaline granules?,['what contain prominent granules keratohyaline?'],koilocytes and virus-infected keratinocytes,the cells
6140,sentence_shuffle,what did koilocytes and virus-infected keratinocytes contain?,['what did koilocytes and virus - infected contain keratinocytes?'],prominent keratohyaline granules,dysplasia
6141,sentence_shuffle,did koilocytes and virus-infected keratinocytes contain prominent keratohyaline granules?,['did koilocytes and virus - infected keratinocytes contain keratohyaline prominent granules?'],yes,no
6142,sentence_shuffle,did characteristic histologic features contain prominent keratohyaline granules?,['characteristic did histologic features contain prominent keratohyaline granules?'],no,no
6143,sentence_shuffle,what shows koilocytes and virus-infected keratinocytes containing prominent keratohyaline granules?,['shows what koilocytes and virus - infected keratinocytes containing prominent keratohyaline granules?'],inset,koilocytes
6144,sentence_shuffle,what does inset show?,['what does show inset?'],koilocytes and virus-infected keratinocytes containing prominent keratohyaline granules,normal epithelium
6145,sentence_shuffle,does inset show koilocytes and virus-infected keratinocytes containing prominent keratohyaline granules?,['does inset show koilocytes and virus - infected containing keratinocytes prominent keratohyaline granules?'],yes,yes
6146,sentence_shuffle,does its wall show koilocytes and virus-infected keratinocytes containing prominent keratohyaline granules?,['does its wall show koilocytes virus and - infected keratinocytes containing prominent keratohyaline granules?'],no,yes
6147,sentence_shuffle,what contains caseating epithelioid cell granulomas having giant cells and lymphocytes?,['what contains caseating epithelioid granulomas cell having giant cells and lymphocytes?'],dermis,the overlying superficial dermis
6148,sentence_shuffle,what does the dermis contain?,['does what the dermis contain?'],caseating epithelioid cell granulomas having giant cells and lymphocytes,a large number of multinucleated giant cells
6149,sentence_shuffle,what are two small pulmonary arterioles packed with of fetal squamous cells?,['what are small two pulmonary arterioles packed with of fetal squamous cells?'],laminated swirls,with
6150,sentence_shuffle,are elongated cocci in pairs and short chains and a neutrophil evident?,['are elongated cocci in pairs and short chains a and neutrophil evident?'],yes,yes
6151,sentence_shuffle,does the dermis contain caseating epithelioid cell granulomas having giant cells and lymphocytes?,['The does dermis contain caseating epithelioid cell granulomas having giant cells and lymphocytes?'],yes,yes
6152,sentence_shuffle,does one marrow trephine biopsy in aplastic anaemia contain caseating epithelioid cell granulomas having giant cells and lymphocytes?,['does one marrow trephine biopsy in aplastic anaemia contain caseating cell epithelioid granulomas having giant cells and lymphocytes?'],no,no
6153,sentence_shuffle,is an intraepidermal bulla in suprabasal location containing acantholytic cells seen?,['is an intraepidermal bulla in suprabasal location acantholytic containing cells seen?'],yes,yes
6154,sentence_shuffle,what is there with elongated saw-toothed rete ridges?,['what there is with elongated saw - toothed rete ridges?'],hyperkeratosis,a characteristic feature
6155,sentence_shuffle,"is there hyperkeratosis, focal hypergranulosis and irregular acanthosis with elongated saw-toothed rete ridges?","['is there hyperkeratosis focal, hypergranulosis and irregular acanthosis with elongated saw - toothed rete ridges?']",yes,yes
6156,sentence_shuffle,"is onsumption of tobacco in india hyperkeratosis, focal hypergranulosis and irregular acanthosis with elongated saw-toothed rete ridges?","['is onsumption of tobacco in india hyperkeratosis, focal and hypergranulosis irregular acanthosis with elongated saw - toothed rete ridges?']",no,no
6157,sentence_shuffle,what shows liquefactive degeneration?,['Shows what liquefactive degeneration?'],basal layer,necrobiosis
6158,sentence_shuffle,what does the basal layer show?,['what does the basal layer? show'],liquefactive degeneration,hyperkeratosis
6159,sentence_shuffle,does the basal layer show liquefactive degeneration?,['does basal the layer show liquefactive degeneration?'],yes,no
6160,sentence_shuffle,does sectioned surface show liquefactive degeneration?,['does sectioned show surface liquefactive degeneration?'],no,no
6161,sentence_shuffle,are impaired remodeling of calcified cartilage in the epiphyses of the wrist evident?,['impaired are remodeling of calcified cartilage in the epiphyses of the wrist evident?'],no,no
6162,sentence_shuffle,what shows a band-like mononuclear infiltrate with a sharply-demarcated lower border?,['what shows band a - like mononuclear infiltrate with a sharply - demarcated lower border?'],upper dermis,dermis
6163,sentence_shuffle,what does the upper dermis show?,['does what the upper dermis show?'],a band-like mononuclear infiltrate with a sharply-demarcated lower border,inflammatory infiltrate
6164,sentence_shuffle,how does the upper dermis show a band-like mononuclear infiltrate?,['how does the upper dermis show a band - mononuclear like infiltrate?'],with a sharply-demarcated lower border,with a characteristic 'sawtooth ' pattern
6165,sentence_shuffle,does the upper dermis show a band-like mononuclear infiltrate with a sharply-demarcated lower border?,['does the upper dermis show a band - like infiltrate mononuclear with a sharply - demarcated lower border?'],yes,yes
6166,sentence_shuffle,does bone biopsy show a band-like mononuclear infiltrate with a sharply-demarcated lower border?,['does bone biopsy show band a - like mononuclear infiltrate with a sharply - demarcated lower border?'],no,no
6167,sentence_shuffle,what is effaced?,['what effaced is?'],normal base to surface maturation of epidermal layers,the epidermal surface
6168,sentence_shuffle,is the normal base to surface maturation of epidermal layers effaced?,['is the normal base to maturation surface of epidermal layers effaced?'],yes,yes
6169,sentence_shuffle,is glomerular tufts effaced?,['is tufts glomerular effaced?'],no,no
6170,sentence_shuffle,what is thick with loss of rete ridges?,['what is thick loss with of rete ridges?'],epidermis,the basement membrane
