"ID","model_dir","question","correct_answer","model_output"
"15365","checkpoint-8000","is surface of nodes seen externally in slide present?","no","no"
"15366","checkpoint-8000","do paler trabeculae consist of uncalcified osteoid?","yes","yes"
"15367","checkpoint-8000","how do colon biopsy , mycobacterium avium-intracellularae , stain?","acid","acid fast"
"15368","checkpoint-8000","is meningitis acute present?","no","no"
"15369","checkpoint-8000","how does this image show section through mediastinum to show tumor?","surrounding vessels","with metastatic lesions in lungs"
"15370","checkpoint-8000","what is present?","gastrointestinal","gastrointestinal"
"15371","checkpoint-8000","is hematologic present?","yes","yes"
"15372","checkpoint-8000","what does the tumour show?","a thin capsule and underlying lobules of mature adipose cells separated by delicate fibrous septa","a large number of mature and well-developed mature adipocytes"
"15373","checkpoint-8000","is bone marrow present?","yes","yes"
"15374","checkpoint-8000","does this image show cross sections showing apparently four arteries and two veins?","yes","yes"
"15375","checkpoint-8000","does this image show saggital section which is a very good illustration of this lesion?","yes","yes"
"15376","checkpoint-8000","is hepatobiliary present?","yes","no"
"15377","checkpoint-8000","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","yes"
"15378","checkpoint-8000","is heart present?","no","no"
"15379","checkpoint-8000","what diagnosed as reticulum cell sarcoma?","granulomata","lymphoma"
"15380","checkpoint-8000","what shows replacement of almost whole breast with a large circumscribed, greywhite, firm, nodular mass having slit-like, compressed cystic areas and areas of haemorrhage?","simple mastectomy specimen","sectioned surface"
"15381","checkpoint-8000","is respiratory present?","yes","yes"
"15382","checkpoint-8000","is low-power view of a cross section of a skin blister showing the epidermis stain for myelin showing irregular, poorly defined areas of demyelination, which become confluent in places?","no","no"
"15383","checkpoint-8000","what does the cyst wall show?","palisade layer of histiocytes","presence of mature osteocites"
"15384","checkpoint-8000","is adp surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?","no","yes"
"15385","checkpoint-8000","what is disease limited to?","the mucosa","skin"
"15386","checkpoint-8000","is focal hemorrhagic infarction well shown present?","no","no"
"15387","checkpoint-8000","is gastrointestinal present?","yes","yes"
"15388","checkpoint-8000","does this image show thrombosed esophageal varices?","yes","yes"
"15389","checkpoint-8000","where is this?","nervous","joints"
"15390","checkpoint-8000","does this image show granulomas?","yes","yes"
"15391","checkpoint-8000","does this image show normal breast?","yes","yes"
"15392","checkpoint-8000","where is this area in the body?","breast","breast"
"15393","checkpoint-8000","does this image show polyarteritis nodosa, liver arteriogram?","yes","yes"
"15394","checkpoint-8000","does myocardial infarct show pancreatic fat necrosis?","no","no"
"15395","checkpoint-8000","what does this image show?","neural tube defect","joints"
"15396","checkpoint-8000","where does this belong to?","female reproductive system","female reproductive system"
"15397","checkpoint-8000","is abdomen present?","yes","yes"
"15398","checkpoint-8000","does artery show periaortic nodes with metastatic carcinoma aorta shows good atherosclerotic plaques?","no","no"
"15399","checkpoint-8000","what is present?","liver","liver"
"15400","checkpoint-8000","what is present?","spleen","spleen"
"15401","checkpoint-8000","does this image show typical with reed sternberg cell source?","yes","yes"
"15402","checkpoint-8000","does granuloma show granulomas?","no","no"
"15403","checkpoint-8000","does this image show heart, myocardial infarction free wall, 6 days old, in a patient with diabetes mellitus and hypertension?","yes","yes"
"15404","checkpoint-8000","what is present?","endocrine","spleen"
"15405","checkpoint-8000","what are seen microscopically?","hemorrhage and contraction bands","myocardial fibrosis"
"15406","checkpoint-8000","what is present?","abdomen","metastatic carcinoma"
"15407","checkpoint-8000","does this image show lung, sarcoidosis?","yes","yes"
"15408","checkpoint-8000","what does inset show?","koilocytes and virus-infected keratinocytes containing prominent keratohyaline granules","close-up view of a typical lesion"
"15409","checkpoint-8000","where is this from?","vasculature","gastrointestinal system"
"15410","checkpoint-8000","is periphery grey-white with areas of haemorrhage and necrosis?","no","yes"
"15411","checkpoint-8000","does this image show thyroid, goiter?","yes","yes"
"15412","checkpoint-8000","does this image show actinic keratosis?","yes","yes"
"15413","checkpoint-8000","is the wedge-shaped infarct well-encapsulated with compression of surrounding thyroid parenchyma?","no","yes"
"15414","checkpoint-8000","what does this image show?","photo of whole body showing head laterally with no chin","stillborn infant with bilateral cleft palate and palmar creases"
"15415","checkpoint-8000","is hepatobiliary present?","yes","no"
"15416","checkpoint-8000","does opened muscle show?","no","no"
"15417","checkpoint-8000","where is this from?","gastrointestinal system","female reproductive system"
"15418","checkpoint-8000","what does this image show?","lung","liver"
"15419","checkpoint-8000","does this image show gms granuloma due to pneumocystis aids case?","yes","yes"
"15420","checkpoint-8000","what is present?","gastrointestinal","oral"
"15421","checkpoint-8000","what is present?","spleen","spleen"
"15422","checkpoint-8000","is palmar crease normal present?","yes","no"
"15423","checkpoint-8000","what is present?","liver","liver"
"15424","checkpoint-8000","does larynx show thermal burned skin?","no","no"
"15425","checkpoint-8000","what is present?","hematologic","liver"
"15426","checkpoint-8000","what is present?","hepatobiliary","vasculitis"
"15427","checkpoint-8000","what is present?","hepatobiliary","liver"
"15428","checkpoint-8000","how is close-up view shown line?","fracture","with lesion"
"15429","checkpoint-8000","is glioma present?","no","no"
"15430","checkpoint-8000","is ameloblastoma present?","yes","yes"
"15431","checkpoint-8000","is gangrene present?","yes","yes"
"15432","checkpoint-8000","what is present?","liver","liver"
"15433","checkpoint-8000","what does this image show?","kidney","lung"
"15434","checkpoint-8000","what is present?","cardiovascular","cardiovascular"
"15435","checkpoint-8000","is adenocarcinoma present?","yes","yes"
"15436","checkpoint-8000","do premitotic phases correspond to five numbers in the text?","no","no"
"15437","checkpoint-8000","is hematologic present?","yes","yes"
"15438","checkpoint-8000","does this image show photo of face with multiple typical lesions?","yes","yes"
"15439","checkpoint-8000","is chromophobe adenoma present?","no","no"
"15440","checkpoint-8000","what is present?","hematologic","spleen"
"15441","checkpoint-8000","what is present?","female reproductive","soft tissue"
"15442","checkpoint-8000","what is present?","retroperitoneal liposarcoma","female reproductive"
"15443","checkpoint-8000","how is spleen with three accessories 32yobf left isomerism and congenital heart disease?","complex","male"
"15444","checkpoint-8000","does this image show x-ray of femoral heads removed at autopsy good illustration?","yes","yes"
"15445","checkpoint-8000","what is present?","acute myelogenous leukemia","skin"
"15446","checkpoint-8000","what does this image show?","pancrease","kidney"
"15447","checkpoint-8000","what is grey-white with areas of haemorrhage and necrosis?","a bulky expanded tumour in the region of metaphysis sparing the epiphyseal cartilage","cut surface"
"15448","checkpoint-8000","where is this?","urinary","kidney"
"15449","checkpoint-8000","what is present?","bone marrow","hematologic"
"15450","checkpoint-8000","does this image show bowel in situ with diffuse thickening of peritoneal surfaces due to metastatic carcinoma breast primary i think?","yes","yes"
"15451","checkpoint-8000","where does this belong to?","endocrine system","endocrine system"
"15452","checkpoint-8000","what is present?","hepatobiliary","liver"
"15453","checkpoint-8000","is vasculature present?","yes","yes"
"15454","checkpoint-8000","what does this image show?","lung","lung"
"15455","checkpoint-8000","what is present?","bone marrow","hematologic"
"15456","checkpoint-8000","when does this image show patient?","before surgery lesion in clavicle","with good example of muscle atrophy"
"15457","checkpoint-8000","do the bronchioles as well as the adjacent alveoli show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?","no","yes"
"15458","checkpoint-8000","does this image shows of smooth muscle cell with lipid in sarcoplasm and lipid show granular cell tumor?","no","no"
"15459","checkpoint-8000","is theca luteum cysts in newborn present?","yes","yes"
"15460","checkpoint-8000","what is present?","hepatobiliary","liver"
"15461","checkpoint-8000","what are present?","extremities","penis"
"15462","checkpoint-8000","what does this image show?","normal aortic valve","heart"
"15463","checkpoint-8000","what is present?","gastrointestinal","oral"
"15464","checkpoint-8000","does low-power view highlight the histologic features?","no","yes"
"15465","checkpoint-8000","does typical tuberculous exudate show posterior view of whole body to buttocks?","no","no"
"15466","checkpoint-8000","what do bone marrow aspirate in myeloma show?","numerous plasma cells","predominant population of plasma cells"
"15467","checkpoint-8000","what is present?","gaucher cell","hematologic"
"15468","checkpoint-8000","is jejunum present?","yes","yes"
"15469","checkpoint-8000","is a bulge present?","no","no"
"15470","checkpoint-8000","is lesion present?","no","no"
"15471","checkpoint-8000","where is this area in the body?","abdomen","abdomen"
"15472","checkpoint-8000","what is present?","cardiovascular","gastrointestinal"
"15473","checkpoint-8000","what is present?","cardiovascular","vasculature"
"15474","checkpoint-8000","what does this image show?","structures labeled","electron micrograph of a typical lesion"
"15475","checkpoint-8000","does this image show polyarteritis nodosa?","yes","yes"
"15476","checkpoint-8000","is cervical carcinoma present?","no","no"
"15477","checkpoint-8000","does omphalocele show pancreatic fat necrosis?","no","no"
"15478","checkpoint-8000","what is present?","lymph node","oral"
"15479","checkpoint-8000","what is present?","face","face"
"15480","checkpoint-8000","do the serial numbers in the figure correspond to their description in the text?","yes","yes"
"15481","checkpoint-8000","is opened muscle present?","no","no"
"15482","checkpoint-8000","is there periphery, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","no","yes"
"15483","checkpoint-8000","where is this from?","female reproductive system","female reproductive system"
"15484","checkpoint-8000","does this image show good representation?","yes","yes"
"15485","checkpoint-8000","does this image show post-orthotopic liver transplant?","yes","yes"
"15486","checkpoint-8000","does this image show about as good as your can get?","yes","yes"
"15487","checkpoint-8000","is urinary present?","yes","yes"
"15488","checkpoint-8000","does this image show bread-loaf slices into prostate gland photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","yes","yes"
"15489","checkpoint-8000","is incidental finding died with promyelocytic leukemia stomach lesion #?","yes","no"
"15490","checkpoint-8000","does this image show wernicke 's encephalopathy?","yes","yes"
"15491","checkpoint-8000","is pagets disease present?","yes","yes"
"15492","checkpoint-8000","what is present?","bone marrow","hematologic"
"15493","checkpoint-8000","what does the fibrous capsule delimit?","the tumor","a cystic space containing mucoepidermoid carcinoma"
"15494","checkpoint-8000","is opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut present?","no","yes"
"15495","checkpoint-8000","is bone, calvarium present?","yes","no"
"15496","checkpoint-8000","is lymphangiomatosis generalized present?","no","no"
"15497","checkpoint-8000","what is present?","metastatic colon carcinoma","hematologic"
"15498","checkpoint-8000","when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?","by day 10","early"
"15499","checkpoint-8000","is diagrammatic representation of pathogenesis of atherosclerosis as explained by 'reaction-to-injury 'hypothesis?","yes","yes"
"15500","checkpoint-8000","what was taken from another case to illustrate the difference?","this","a lesion"
"15501","checkpoint-8000","what is present?","cardiovascular","vasculature"
"15502","checkpoint-8000","do small nests of epithelial cells and myxoid stroma forming cartilage and bone show septate hyphae with acute-angle branching, consistent with aspergillus?","no","yes"
"15503","checkpoint-8000","what is present?","gastrointestinal","oral"
"15504","checkpoint-8000","where is this?","lung","lung"
"15505","checkpoint-8000","does chronic myelogenous leukemia show wrights?","no","no"
"15506","checkpoint-8000","what is present?","malignant thymoma","lung"
"15507","checkpoint-8000","what are present as a pseudocyst, again highlighted by immunohistochemical staining?","bradyzoites","the cyst wall"
"15508","checkpoint-8000","do plexiform areas show irregular plexiform masses and network of strands of epithelial cells?","yes","yes"
"15509","checkpoint-8000","what is present?","liver","liver"
"15510","checkpoint-8000","is leiomyosarcoma present?","yes","yes"
"15511","checkpoint-8000","what is present?","female reproductive","female reproductive"
"15512","checkpoint-8000","what does this image show?","acid fast stain numerous acid fast bacilli very good slide","hematologic"
"15513","checkpoint-8000","does situs inversus show nice photo with obvious tumor in mucosa?","no","no"
"15514","checkpoint-8000","does fascicular muscle architecture stain for abeta?","no","yes"
"15515","checkpoint-8000","what is there of secondary dentine?","deposition","increased"
"15516","checkpoint-8000","what has polycystic disease?","no","both"
"15517","checkpoint-8000","does this image show brain, infarct due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery?","yes","yes"
"15518","checkpoint-8000","does this image show lung, pneumocystis pneumonia?","yes","yes"
"15519","checkpoint-8000","what removed at autopsy good illustration?","x-ray of femoral heads","x-ray"
"15520","checkpoint-8000","does only a thin rim of normal pancreatic parenchyma remain?","yes","yes"
"15521","checkpoint-8000","are neurons containing tangles stained with an antibody specific for tau?","yes","yes"
"15522","checkpoint-8000","what is present?","cardiovascular","cardiovascular"
"15523","checkpoint-8000","what does this image show?","mucosal surface quite good","opened uterus with blood clot in cervical canal and small endometrial cavity"
"15524","checkpoint-8000","what is present?","hepatobiliary","liver"
"15525","checkpoint-8000","is this person present?","no","no"
"15526","checkpoint-8000","is respiratory present?","yes","yes"
"15527","checkpoint-8000","is thecoma present?","yes","yes"
"15528","checkpoint-8000","does bone, calvarium show liver, metastatic breast cancer?","no","no"
"15529","checkpoint-8000","is endocrine present?","no","yes"
"15530","checkpoint-8000","does lung biopsy specimen demonstrate large numbers of intraalveolar hemosiderin-laden macrophages on a background of thickened fibrous septa?","yes","yes"
"15531","checkpoint-8000","is there presence of abundant coarse black carbon pigment in the septal walls and around the bronchiole?","yes","yes"
"15532","checkpoint-8000","does carcinomatosis show normal brain?","no","no"
"15533","checkpoint-8000","does this image show thyroid, follicular adenoma?","yes","yes"
"15534","checkpoint-8000","is varices present?","yes","yes"
"15535","checkpoint-8000","what is present?","rheumatoid arthritis with vasculitis","metastatic carcinoma"
"15536","checkpoint-8000","is bone, calvarium present?","yes","yes"
"15537","checkpoint-8000","where is this?","urinary","urinary"
"15538","checkpoint-8000","is focal hemorrhages diagnosed as reticulum cell sarcoma?","no","yes"
"15539","checkpoint-8000","do numbers correspond to their description in the text?","no","yes"
"15540","checkpoint-8000","does this image show hepatic node anaplastic adenocarcinoma from a one cm sessile prepyloric polyp incidental finding died with promyelocytic leukemia stomach lesion #?","yes","yes"
"15541","checkpoint-8000","does this image show good example of veins filled with blood?","yes","yes"
"15542","checkpoint-8000","where does this belong to?","female reproductive system","female reproductive system"
"15543","checkpoint-8000","what highlights the histologic features?","the high-magnification view","the presence of numerous small and large tumour cells"
"15544","checkpoint-8000","what is enchondroma composed of?","a nodule of hyaline cartilage","cartilage"
"15545","checkpoint-8000","is glomerular hypercellularity caused by intracapillary leukocytes and proliferation of intrinsic glomerular cells?","yes","yes"
"15546","checkpoint-8000","what does this image show?","normal breast","brain"
"15547","checkpoint-8000","what does this image show?","esophageal varices","intestine"
"15548","checkpoint-8000","is chronic lymphocytic leukemia present?","yes","no"
"15549","checkpoint-8000","what is sloughed off at places with exudate of muco-pus in the lumen?","mucosa","mucosal surface"
"15550","checkpoint-8000","does this image show kidney transplant rejection?","yes","yes"
"15551","checkpoint-8000","does this image show lymphoma cells?","yes","yes"
"15552","checkpoint-8000","is very good example present?","yes","no"
"15553","checkpoint-8000","is cardiovascular present?","yes","yes"
"15554","checkpoint-8000","what is present?","spleen","hematologic"
"15555","checkpoint-8000","is hemochromatosis present?","no","yes"
"15556","checkpoint-8000","does the interstitial vasculature consist of scant connective tissue?","no","yes"
"15557","checkpoint-8000","what is present?","vasculature","cardiovascular"
"15558","checkpoint-8000","does benign cystic teratoma show external view of spleen with obvious metastatic nodule beneath capsule?","no","no"
"15559","checkpoint-8000","where is this from?","female reproductive system","female reproductive system"
"15560","checkpoint-8000","is marked present?","no","no"
"15561","checkpoint-8000","are the normal areas dna content and the zygosity plot positive for the stem cell marker cd34 and the myeloid lineage specific markers cd33 and cd15 subset?","no","yes"
"15562","checkpoint-8000","what is present?","cardiovascular","female reproductive"
"15563","checkpoint-8000","what does this image show?","view of hypopharyngeal tissue and unopened larynx nice example of severe edema","fixed tissue cut surface of tumor with central necrosis"
"15564","checkpoint-8000","how does this image show frontal section?","with large patch of central infarction well seen","with several well shown"
"15565","checkpoint-8000","is respiratory present?","yes","yes"
"15566","checkpoint-8000","is cardiovascular present?","yes","yes"
"15567","checkpoint-8000","how is excellent close-up view sliced open testicle with epididymis?","intact","testicle"
"15568","checkpoint-8000","is coronary artery present?","yes","yes"
"15569","checkpoint-8000","what is present?","edema hypopharynx","oral"
"15570","checkpoint-8000","what is present?","hematologic","lymph node"
"15571","checkpoint-8000","how does this image show high fibrous callus?","with osteoid and osteoblasts","with osteoblasts osteoclasts and osteoid formation"
"15572","checkpoint-8000","what is present?","female reproductive","endocrine"
"15573","checkpoint-8000","is hematologic present?","yes","yes"
"15574","checkpoint-8000","is the entire thickness of the epithelium characterize by a predominantly lymphocytic infiltrate?","no","yes"
"15575","checkpoint-8000","does this image show fixed tissue frontal section of joint with obvious cartilage loss and subsynovial fibrosis?","yes","yes"
"15576","checkpoint-8000","does this image show severe epithelial dysplasia?","yes","yes"
"15577","checkpoint-8000","what is present?","thymus","lymph node"
"15578","checkpoint-8000","what is present?","metastatic carcinoma","kidney"
"15579","checkpoint-8000","where does this belong to?","gastrointestinal system","gastrointestinal system"
"15580","checkpoint-8000","was this taken from another case to illustrate the difference?","yes","yes"
"15581","checkpoint-8000","is view of head with scalp present?","no","no"
"15582","checkpoint-8000","why does this image show bowel in situ with diffuse thickening of peritoneal surfaces?","due to metastatic carcinoma breast primary i think","due to tuberculous peritonitis"
"15583","checkpoint-8000","what are arranged as lobules with peripheral basaloid cells and pale cells in the centre?","tumour cells","the tumour cells"
"15584","checkpoint-8000","is marked present?","no","no"
"15585","checkpoint-8000","does this image show normal tricuspid valve?","yes","yes"
"15586","checkpoint-8000","what is opened to show simian crease quite good example?","whole body after autopsy with covered incision very representation of mongoloid facies and one hand","abdomen"
"15587","checkpoint-8000","what is present?","joints","oral"
"15588","checkpoint-8000","is soft tissue present?","yes","yes"
"15589","checkpoint-8000","what is present?","nervous","nervous"
"15590","checkpoint-8000","what is present?","pituitary","spleen"
"15591","checkpoint-8000","how does this image show spleen?","with three accessories 32yobf left isomerism and complex congenital heart disease","with infarct"
"15592","checkpoint-8000","is lung present?","yes","yes"
"15593","checkpoint-8000","what does this image show?","thyroid","two thyroids"
"15594","checkpoint-8000","is oral present?","yes","yes"
"15595","checkpoint-8000","what is present?","female reproductive","female reproductive"
"15596","checkpoint-8000","what is present?","hematologic","lung"
"15597","checkpoint-8000","what do plexiform areas show?","irregular masses and network of strands of epithelial cells","irregularly arranged masses of cells"
"15598","checkpoint-8000","what is there?","inflammatory reaction around extravasated mucus","a large cavity"
"15599","checkpoint-8000","is placenta present?","no","no"
"15600","checkpoint-8000","where is the left ventricle in this apical four-chamber view of the heart?","on the lower right","at the apex"
"15601","checkpoint-8000","do meningitis purulent burn smoke inhalation?","no","no"
"15602","checkpoint-8000","is polycystic disease infant present?","yes","no"
"15603","checkpoint-8000","what is present?","cardiovascular","vasculature"
"15604","checkpoint-8000","does this image show close-up view of infarcts due to nonbacterial endocarditis 88yom with body burns?","yes","yes"
"15605","checkpoint-8000","is aspiration present?","yes","yes"
"15606","checkpoint-8000","what is present?","oral","oral"
"15607","checkpoint-8000","is the photomicrograph of pheochromocytoma composed of melanocytes that lose pigmentation and become smaller and more dispersed as they extend into the dermis-all signs that speak to the benign nature of the proliferation?","no","yes"
"15608","checkpoint-8000","how is hepatocellular necrosis caused?","by acetaminophen overdose","by ischemia due to hypotension and shock"
"15609","checkpoint-8000","what does this image show?","disseminated intravascular coagulation dic","fixed tissue cut surface with hemorrhagic lesion"
"15610","checkpoint-8000","is tuberculosis present?","no","yes"
"15611","checkpoint-8000","is aorta present?","no","no"
"15612","checkpoint-8000","does this image show fixed tissue good example small kidney?","yes","yes"
"15613","checkpoint-8000","what is a guess?","the unknown origin in mandible","skin"
"15614","checkpoint-8000","what does this image show?","view of base of skull with several well shown fractures","fractured base of skull with brain damage"
"15615","checkpoint-8000","does this show infant bicornate uterus?","no","yes"
"15616","checkpoint-8000","what is shown in the figure, stained for elastin (black)?","moderate-power view of the plaque","the inner layer of the aortic wall"
"15617","checkpoint-8000","how is a nucleolar pattern against nucleolar proteins?","typical of antibodies","stained with a nuclear marker"
"15618","checkpoint-8000","is uterus present?","yes","yes"
"15619","checkpoint-8000","where is this area in the body?","breast","breast"
"15620","checkpoint-8000","is fracture present?","yes","no"
"15621","checkpoint-8000","what is present?","oral","oral"
"15622","checkpoint-8000","what does this image show?","pancreatic fat necrosis","skin"
"15623","checkpoint-8000","what does this image show?","pancreatic fat necrosis","fixed tissue cut surface with yellow foci"
"15624","checkpoint-8000","what does this image show?","both adrenals external views focal hemorrhages do not know history looks like placental abruption","two cut surface slides of spleen with infarcts"
"15625","checkpoint-8000","what does the necrosed area on right side of the field show?","cystic space containing cell debris","presence of multinucleate giant cells with inclusion bodies"
"15626","checkpoint-8000","what is present?","gastrointestinal","gastrointestinal"
"15627","checkpoint-8000","what is present?","female reproductive","oral"
"15628","checkpoint-8000","where is this?","lung","lung"
"15629","checkpoint-8000","does lymphoid atrophy in newborn show photo of face with multiple typical lesions?","no","no"
"15630","checkpoint-8000","what does this image show?","hepatic congestion due to congestive heart failure","liver"
"15631","checkpoint-8000","does this image show good for banding pattern mitochondria?","yes","yes"
"15632","checkpoint-8000","is the wall of the artery composed of hematopoietic marrow and marrow fat cells attached to a thrombus?","no","yes"
"15633","checkpoint-8000","what are this whole body photo showing widened abdomen due to diastasis recti and crease in ear lobe face is slide and kidneys with bilateral pelvic-ureteral strictures?","strictures","this"
"15634","checkpoint-8000","is the skin intact?","yes","yes"
"15635","checkpoint-8000","what does this image show?","recurrent hepatitis c virus","liver"
"15636","checkpoint-8000","is mucoepidermoid carcinoma present?","no","no"
"15637","checkpoint-8000","does candida in peripheral blood show garres osteomyelitis proliferative periosteitis?","no","no"
"15638","checkpoint-8000","is acute lymphocytic leukemia present?","no","yes"
"15639","checkpoint-8000","where is this?","heart","lung"
"15640","checkpoint-8000","what have wavy nuclei?","cells","the tumour cells"
"15641","checkpoint-8000","is hemorrhage newborn present?","yes","yes"
"15642","checkpoint-8000","what is present?","sacrococcygeal teratoma","hematologic"
"15643","checkpoint-8000","what does this image show?","periodontal fibroma","oral leukoplakia"
"15644","checkpoint-8000","what does this image show?","brain","brain"
"15645","checkpoint-8000","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","yes"
"15646","checkpoint-8000","what is present?","hematologic","spleen"
"15647","checkpoint-8000","what shows general schematic representation common to both major forms of amyloidogenesis?","the sequence on left","the left side"
"15648","checkpoint-8000","is an infarct in the brain typical of antibodies against nucleolar proteins?","no","yes"
"15649","checkpoint-8000","what does this image show?","leukoplakia","oral candidiasis"
"15650","checkpoint-8000","what is present?","gangrene","foot"
"15651","checkpoint-8000","is fat necrosis present?","no","no"
"15652","checkpoint-8000","is metastatic carcinoma lung present?","no","no"
"15653","checkpoint-8000","is endocrine present?","yes","yes"
"15654","checkpoint-8000","how does this image show islands of tumor?","with nice new bone formation","with malignant cells"
"15655","checkpoint-8000","does this image show granular cell tumor?","yes","yes"
"15656","checkpoint-8000","where is this?","oral","oral"
"15657","checkpoint-8000","what does this image show?","fluorosis","gingival fibromatosis"
"15658","checkpoint-8000","where is this part in the figure?","endocrine system","endocrine"
"15659","checkpoint-8000","is thymus present?","yes","yes"
"15660","checkpoint-8000","what is degenerated forms appearing as bare smudged nuclei?","some excess of mature and small differentiated lymphocytes","as small cell"
"15661","checkpoint-8000","where is this?","urinary","uterus"
"15662","checkpoint-8000","what is present?","bone","heart"
"15663","checkpoint-8000","is the basement membrane not breached?","yes","yes"
"15664","checkpoint-8000","does this image show opened abdomen showing tumor everywhere this also could be peritoneal carcinomatosis it looks the same?","yes","yes"
"15665","checkpoint-8000","what does this image show?","gout","bone marrow"
"15666","checkpoint-8000","is cardiovascular present?","yes","yes"
"15667","checkpoint-8000","what does this image show?","chronic pancreatitis with cyst formation","liver"
"15668","checkpoint-8000","does this image show uterus, leiomyomas?","yes","yes"
"15669","checkpoint-8000","what does this image show?","x-ray sternum healing fracture 15 days","x-ray joints"
"15670","checkpoint-8000","where is this area in the body?","abdomen","abdomen"
"15671","checkpoint-8000","does atherosclerosis show esophogus, varices due to portal hypertension from cirrhosis, hcv?","no","no"
"15672","checkpoint-8000","does this image show mucocele?","yes","yes"
"15673","checkpoint-8000","what is present?","hepatobiliary","liver"
"15674","checkpoint-8000","is vasculature present?","no","no"
"15675","checkpoint-8000","what does this image show?","lipoma","squamous cell carcinoma"
"15676","checkpoint-8000","what is present?","endocrine","endocrine"
"15677","checkpoint-8000","what is present?","endocrine","endocrine"
"15678","checkpoint-8000","is vasculature present?","yes","yes"
"15679","checkpoint-8000","is oral present?","yes","yes"
"15680","checkpoint-8000","does this image show lymph nodes, nodular sclerosing hodgkins disease?","yes","yes"
"15681","checkpoint-8000","how is x-ray of femoral heads removed at autopsy illustration?","good","to show osteosarcoma"
"15682","checkpoint-8000","where is this?","pancreas","endocrine"
"15683","checkpoint-8000","does this image show kidney, pyelonephritis, acute and supperative?","yes","yes"
"15684","checkpoint-8000","what are correlated with histological appearance of gastric mucosa in different regions?","natomical subdivisions of the stomach","regions"
"15685","checkpoint-8000","does acute peritonitis show parathyroid, hyperplasia?","no","no"
"15686","checkpoint-8000","is nervous present?","yes","yes"
"15687","checkpoint-8000","where does this belong to?","gastrointestinal system","gastrointestinal system"
"15688","checkpoint-8000","what is attached to the dura?","large organizing subdural hematoma","a large brain tumor"
"15689","checkpoint-8000","is bilobed present?","yes","yes"
"15690","checkpoint-8000","what does this image show?","no hyperplasia","close-up view of lesion"
"15691","checkpoint-8000","where is this?","lung","lung"
"15692","checkpoint-8000","is another fiber other frame present?","no","no"
"15693","checkpoint-8000","is oral present?","yes","yes"
"15694","checkpoint-8000","where is this?","vasculature","vasculature"
"15695","checkpoint-8000","does side show heart, myocardial infarction, surgery to repair interventricular septum rupture?","no","no"
"15696","checkpoint-8000","what is present?","hematologic","hematologic"
"15697","checkpoint-8000","is esophagus present?","yes","yes"
"15698","checkpoint-8000","what is present?","liver","liver"
"15699","checkpoint-8000","is breast present?","yes","yes"
"15700","checkpoint-8000","what are present?","extremities","extremities"
"15701","checkpoint-8000","what is composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","granuloma","tumour"
"15702","checkpoint-8000","is a wedge-shaped shrunken area of pale colour seen with base resting under the capsule, while the margin is congested?","yes","no"
"15703","checkpoint-8000","does jejunum show pancreatic fat necrosis?","no","no"
"15704","checkpoint-8000","is nervous present?","yes","yes"
"15705","checkpoint-8000","what is present?","hepatobiliary","liver"
"15706","checkpoint-8000","is abdomen present?","no","yes"
"15707","checkpoint-8000","is nipples present?","no","no"
"15708","checkpoint-8000","what are lined by cells with characteristic empty-appearing nuclei, sometimes termed orphan annie eye nuclei c in this particular example?","well-formed papillae","the tumor"
"15709","checkpoint-8000","does this image show thyroid, hurthle cell adenoma?","yes","yes"
"15710","checkpoint-8000","does this image show anterior view of removed and non-sectioned liver as surgeon would see thcase of polycystic disease?","yes","yes"
"15711","checkpoint-8000","does benign cystic teratoma show spleen, chronic congestion and hemorrhage?","no","no"
"15712","checkpoint-8000","where is this?","skin","skin"
"15713","checkpoint-8000","does this image show vasculitis, polyarteritis nodosa?","yes","yes"
"15714","checkpoint-8000","do aldehyde fuscin stain?","yes","no"
"15715","checkpoint-8000","what well shown fractures?","view of base of skull with several","yes"
"15716","checkpoint-8000","is beckwith-wiedemann syndrome present?","no","no"
"15717","checkpoint-8000","what do focal hemorrhagic infarction well shown?","not know history","not quite good example of hemorrhagic infarction"
"15718","checkpoint-8000","is hepatobiliary present?","yes","yes"
"15719","checkpoint-8000","does another fiber other frame show adrenal, hemorrhage?","no","no"
"15720","checkpoint-8000","what shows whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","microscopy","the photomicrograph"
"15721","checkpoint-8000","what does this image show?","villous lesion with chronic inflammatory cells","heart"
"15722","checkpoint-8000","where is this from?","vasculature","vasculature"
"15723","checkpoint-8000","what is present?","gastrointestinal","liver"
"15724","checkpoint-8000","where is this?","oral","oral"
"15725","checkpoint-8000","what is present?","brain","vasculature"
"15726","checkpoint-8000","what is present?","bone marrow","hematologic"
"15727","checkpoint-8000","what is present?","gastrointestinal","gastrointestinal"
