"ID","model_dir","question","correct_answer","model_output"
"14296","checkpoint-4500","does this image show brain, frontal lobe atrophy, pick 's disease?","yes","yes"
"14297","checkpoint-4500","does size show islet cell carcinoma?","no","no"
"14298","checkpoint-4500","what is present?","oral","female reproductive"
"14299","checkpoint-4500","where is this?","oral","oral"
"14300","checkpoint-4500","is intraductal lesions present?","no","yes"
"14301","checkpoint-4500","does this image show polyarteritis nodosa?","yes","yes"
"14302","checkpoint-4500","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","yes"
"14303","checkpoint-4500","where does this belong to?","female reproductive system","female reproductive system"
"14304","checkpoint-4500","what is present?","testicle","testicles"
"14305","checkpoint-4500","does sectioned surface of the lung show replacement of slaty-grey spongy parenchyma with multiple, firm, grey-white nodular masses, some having areas of haemorhages and necrosis?","yes","yes"
"14306","checkpoint-4500","where is this from?","heart","vasculature"
"14307","checkpoint-4500","what is present?","hematologic","hematologic"
"14308","checkpoint-4500","what is present?","cardiovascular","cardiovascular"
"14309","checkpoint-4500","does outside adrenal capsule section show stomach, chronic peptic ulcer?","no","no"
"14310","checkpoint-4500","is female reproductive present?","yes","yes"
"14311","checkpoint-4500","what is composed of melanocytes that lose pigmentation and become smaller and more dispersed as they extend into the dermis-all signs that speak to the benign nature of the proliferation?","the nevus","epidermis"
"14312","checkpoint-4500","what is present?","joints","joints"
"14313","checkpoint-4500","what does this image show?","gms granuloma due to pneumocystis aids case","brain"
"14314","checkpoint-4500","is there marked thinning of the epidermis, fibrosis of the superficial dermis, and chronic inflammatory cells in the deeper dermis?","yes","yes"
"14315","checkpoint-4500","what looks like placental abruption?","history","cut surface with large hemorrhagic areas"
"14316","checkpoint-4500","does the cytoplasm show granulation tissue and gliosis?","no","yes"
"14317","checkpoint-4500","what does this image show?","normal lung","liver"
"14318","checkpoint-4500","what does this image show?","dentinogenesis imperfecta","oral cavity"
"14319","checkpoint-4500","where is this part in?","spleen","spleen"
"14320","checkpoint-4500","what does this image show?","heart","heart"
"14321","checkpoint-4500","is cardiovascular present?","yes","yes"
"14322","checkpoint-4500","what does this image show?","normal pancreas","small intestine"
"14323","checkpoint-4500","does this image show x-ray sternum healing fracture 15 days?","yes","yes"
"14324","checkpoint-4500","does sectioned surface of the sac show thick wall coated internally by brownish, tan and necrotic material which is organised blood clot arrow?","yes","yes"
"14325","checkpoint-4500","is the embolus composed of hematopoietic marrow and marrow fat cells attached to a thrombus?","yes","yes"
"14326","checkpoint-4500","is cardiovascular present?","yes","yes"
"14327","checkpoint-4500","where is this?","urinary","abdomen"
"14328","checkpoint-4500","is oral present?","yes","yes"
"14329","checkpoint-4500","what does this image show?","patient before surgery lesion in clavicle","back view of man with very short hair"
"14330","checkpoint-4500","does this image show mesentery with involved nodes?","yes","yes"
"14331","checkpoint-4500","is tuberculous peritonitis present?","no","yes"
"14332","checkpoint-4500","is lymph node present?","yes","yes"
"14333","checkpoint-4500","what is associated with chronic alcohol use?","hepatoctye injury in fatty liver disease","acute and chronic liver injury"
"14334","checkpoint-4500","is side present?","no","no"
"14335","checkpoint-4500","does this image show rabbit lesion with foam cell immediately beneath endothelium?","yes","yes"
"14336","checkpoint-4500","what is present?","gastrointestinal","gastrointestinal"
"14337","checkpoint-4500","is opened muscle present?","no","yes"
"14338","checkpoint-4500","does this image show postmortangiogram with apparent lesions in proximal right coronary?","yes","yes"
"14339","checkpoint-4500","what does this image show?","cut surfaces of both adrenals focal hemorrhagic infarction well shown do not know history looks like placental abruption","fixed tissue close-up view of small intestine"
"14340","checkpoint-4500","what is present?","gastrointestinal","gastrointestinal"
"14341","checkpoint-4500","what is largely extending into soft tissues including the skeletal muscle?","tumour","cut surface"
"14342","checkpoint-4500","does this image show but not good color petechiae and purpura case of stcell leukemia?","yes","yes"
"14343","checkpoint-4500","where is this part in the figure?","endocrine system","endocrine system"
"14344","checkpoint-4500","is supernumerary digits present?","yes","yes"
"14345","checkpoint-4500","does this image show spinal cord injury due to vertebral column trauma, demyelination?","yes","yes"
"14346","checkpoint-4500","what does this image show?","tracheotomy site","heart"
"14347","checkpoint-4500","do acid stain stain numerous acid fast bacilli very good slide?","yes","yes"
"14348","checkpoint-4500","where does this belong to?","endocrine system","gastrointestinal"
"14349","checkpoint-4500","what is present?","thecoma","female reproductive"
"14350","checkpoint-4500","does appendix show chronic osteomyelitis?","no","no"
"14351","checkpoint-4500","is aorta present?","no","yes"
"14352","checkpoint-4500","is cut edge of mesentery present?","no","no"
"14353","checkpoint-4500","what is present?","vasculature","cardiovascular"
"14354","checkpoint-4500","what is present?","cardiovascular","muscle"
"14355","checkpoint-4500","is there hyperkeratosis, focal hypergranulosis and irregular acanthosis with elongated saw-toothed rete ridges?","yes","yes"
"14356","checkpoint-4500","does chronic lymphocytic leukemia show gemination?","no","no"
"14357","checkpoint-4500","what is present?","respiratory","respiratory"
"14358","checkpoint-4500","what is present?","cardiovascular","cardiovascular"
"14359","checkpoint-4500","what does this image show?","kidney","kidney"
"14360","checkpoint-4500","what is present?","liver","liver"
"14361","checkpoint-4500","is herpes simplex present?","yes","yes"
"14362","checkpoint-4500","is mesothelioma present?","no","no"
"14363","checkpoint-4500","is cardiovascular present?","yes","yes"
"14364","checkpoint-4500","does surface show photo of whole body showing head laterally with no chin?","no","yes"
"14365","checkpoint-4500","does abdomen show colon, villous polyp and adenocarcinoma?","no","no"
"14366","checkpoint-4500","is female reproductive present?","yes","yes"
"14367","checkpoint-4500","what does this image show?","mostly head in photo gory edema","face and body"
"14368","checkpoint-4500","is urinary present?","yes","yes"
"14369","checkpoint-4500","what does this image show?","rather good view of mesentery with typical large nodes case which may have been a t-cell lymphoma","small intestine"
"14370","checkpoint-4500","is spleen present?","yes","yes"
"14371","checkpoint-4500","what does gomori methenamine-silver (gms) stain show?","septate hyphae with acute-angle branching","black fungal hyphae"
"14372","checkpoint-4500","what intervening tumor tissue very good?","nodular parenchyma and dense","close-up view of tumor"
"14373","checkpoint-4500","is gms present?","no","no"
"14374","checkpoint-4500","what is present?","breast","female reproductive"
"14375","checkpoint-4500","what is cut surface with multiple small infiltrates that simulate granulomata diagnosed?","as reticulum cell sarcoma","as sarcoidosis"
"14376","checkpoint-4500","what does this image show?","spleen","spleen"
"14377","checkpoint-4500","is a mallory-denk body hemorrhagic?","no","yes"
"14378","checkpoint-4500","what is present?","acute myelogenous leukemia","blood"
"14379","checkpoint-4500","where is this?","urinary","abdomen"
"14380","checkpoint-4500","what is present?","endocrine","adrenal"
"14381","checkpoint-4500","what does the skin surface on the sole of the foot show?","a fungating and ulcerated growth","large ulcerated area with yellow slough"
"14382","checkpoint-4500","does this image show ductopenia?","yes","yes"
"14383","checkpoint-4500","are normal media for comparison separated by edema fluid?","no","yes"
"14384","checkpoint-4500","what is present?","odontoid process subluxation with narrowing of foramen magnum","bone, calvarium"
"14385","checkpoint-4500","what is present?","basilar skull fracture","brain"
"14386","checkpoint-4500","does this image show gout?","yes","yes"
"14387","checkpoint-4500","does this fixed tissue show ureteral stricture?","no","yes"
"14388","checkpoint-4500","what is present?","cardiovascular","gastrointestinal"
"14389","checkpoint-4500","does the necrosed area on right side of the field show a cystic space containing cell debris, while the surrounding zone shows granulation tissue and gliosis?","yes","yes"
"14390","checkpoint-4500","what is seen in pemphigus vulgaris?","a typical blister","skin"
"14391","checkpoint-4500","what does this image show?","sagittal section of atlas vertebra and occipital bone foramen magnum stenosis case 31","bone"
"14392","checkpoint-4500","what is present?","cardiovascular","vasculature"
"14393","checkpoint-4500","does yo show renal papillary necrosis, diabetes mellitus dm?","no","no"
"14394","checkpoint-4500","does this image show colon biopsy, cryptosporidia?","yes","yes"
"14395","checkpoint-4500","does this image show brain abscess?","yes","yes"
"14396","checkpoint-4500","does this image show cut surface with multiple small infiltrates that simulate granulomata diagnosed as reticulum cell sarcoma?","yes","yes"
"14397","checkpoint-4500","what does this image show?","heart","female reproductive system"
"14398","checkpoint-4500","what is present?","esophagus","female reproductive"
"14399","checkpoint-4500","does this image show nice new bone formation tumor difficult to see?","yes","yes"
"14400","checkpoint-4500","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","yes"
"14401","checkpoint-4500","is hematologic present?","yes","yes"
"14402","checkpoint-4500","is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?","no","yes"
"14403","checkpoint-4500","is oral present?","yes","yes"
"14404","checkpoint-4500","does this image show uterus, leiomyoma?","yes","yes"
"14405","checkpoint-4500","is lower chest and abdomen anterior present?","no","no"
"14406","checkpoint-4500","what does this image show?","kidney","uterus"
"14407","checkpoint-4500","when does this image show a photo taken?","during life large lesion","postmortum view of lower body"
"14408","checkpoint-4500","is hepatobiliary present?","yes","yes"
"14409","checkpoint-4500","what is present?","lip","traumatic neuroma"
"14410","checkpoint-4500","what does this image show?","typical cells","pleomorphic plasma cells"
"14411","checkpoint-4500","is metastatic neuroblastoma present?","yes","yes"
"14412","checkpoint-4500","is oral present?","yes","yes"
"14413","checkpoint-4500","what is present?","larynx","larynx"
"14414","checkpoint-4500","does example show kidney transplant rejection?","no","no"
"14415","checkpoint-4500","is alpha smooth muscle actin immunohistochemical present?","no","no"
"14416","checkpoint-4500","what is present?","fracture","bone, calvarium"
"14417","checkpoint-4500","does pituitary show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","no","no"
"14418","checkpoint-4500","is subdiaphragmatic abscess present?","no","no"
"14419","checkpoint-4500","is hematologic present?","yes","yes"
"14420","checkpoint-4500","what does this image show?","spinal cord injury due to vertebral column trauma","thyroid"
"14421","checkpoint-4500","is gastrointestinal present?","yes","yes"
"14422","checkpoint-4500","is lymph node present?","yes","yes"
"14423","checkpoint-4500","what does this image show?","lungs","lung"
"14424","checkpoint-4500","is peritoneum present?","yes","no"
"14425","checkpoint-4500","what does this image show?","chagas disease","gastrointestinal system, stomach"
"14426","checkpoint-4500","what is present?","cardiovascular","cardiovascular"
"14427","checkpoint-4500","what is present?","vasculature","vasculature"
"14428","checkpoint-4500","what is present?","bone, calvarium","heart"
"14429","checkpoint-4500","what does this image show?","thromboembolus from leg veins in pulmonary artery","gastrointestinal"
"14430","checkpoint-4500","what is present?","liver","liver"
"14431","checkpoint-4500","is cardiovascular present?","yes","yes"
"14432","checkpoint-4500","what is present?","hematologic","liver"
"14433","checkpoint-4500","what is present?","hematologic","liver"
"14434","checkpoint-4500","is odontoid process subluxation with narrowing of foramen magnum present?","no","no"
"14435","checkpoint-4500","how does the upper dermis show a band-like mononuclear infiltrate?","with a sharply-demarcated lower border","with neutrophils"
"14436","checkpoint-4500","how is nodular parenchyma and dense intervening tumor tissue very?","good","good photo"
"14437","checkpoint-4500","what shown very thin skull eggshell type?","fracture line","bone"
"14438","checkpoint-4500","does excellent example show osteoblastoma?","no","no"
"14439","checkpoint-4500","does this image show uterus, fallopian tubes, ovaries ; normal?","yes","yes"
"14440","checkpoint-4500","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","brain"
"14441","checkpoint-4500","is adrenal present?","yes","yes"
"14442","checkpoint-4500","is female reproductive present?","yes","yes"
"14443","checkpoint-4500","what was reticulum cell sarcoma?","diagnosis","malignant histiocytosis"
"14444","checkpoint-4500","is hand present?","yes","yes"
"14445","checkpoint-4500","what is present?","hepatobiliary","liver"
"14446","checkpoint-4500","is hours present?","no","no"
"14447","checkpoint-4500","is liver present?","yes","yes"
"14448","checkpoint-4500","what does this image show?","lung","lung"
"14449","checkpoint-4500","is cardiovascular present?","yes","yes"
"14450","checkpoint-4500","what is present?","hepatobiliary","liver"
"14451","checkpoint-4500","are normal non-activated platelet, having open canalicular system and the cytoplasmic organelles bizarre atypical squamous cells but the border between the epidermis and dermis is intact ie?","no","no obvious tumor cells"
"14452","checkpoint-4500","what is present?","endocrine","gastrointestinal"
"14453","checkpoint-4500","do this stain?","no","yes"
"14454","checkpoint-4500","what is present?","liver","liver"
"14455","checkpoint-4500","where is this?","oral","oral"
"14456","checkpoint-4500","what is present?","cardiovascular","cardiovascular"
"14457","checkpoint-4500","are the centres of whorls of smooth muscle and connective tissue formed again?","no","yes"
"14458","checkpoint-4500","what does this image show?","brain","brain"
"14459","checkpoint-4500","what shows opened chest with two hearts?","chest and abdomen slide","close-up view of uterus and cervix"
"14460","checkpoint-4500","is malignant thymoma present?","yes","yes"
"14461","checkpoint-4500","does this image show brain, encephalomalacia?","yes","yes"
"14462","checkpoint-4500","does lateral view show squamous cell carcinoma, lip?","no","yes"
"14463","checkpoint-4500","is hemorrhage associated with placental abruption present?","no","no"
"14464","checkpoint-4500","what is present?","abdomen","gastrointestinal"
"14465","checkpoint-4500","is this fixed tissue present?","no","no"
"14466","checkpoint-4500","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","yes"
"14467","checkpoint-4500","is chromophobe adenoma present?","yes","yes"
"14468","checkpoint-4500","does this image show body with extensive ecchymoses and desquamation?","yes","yes"
"14469","checkpoint-4500","is nervous present?","yes","yes"
"14470","checkpoint-4500","is no tissue recognizable as ovary present?","no","yes"
"14471","checkpoint-4500","is subacute endocarditis intact?","no","yes"
"14472","checkpoint-4500","is the photomicrograph on right epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?","no","yes"
"14473","checkpoint-4500","does this image show cut surface showing very thickened capsule with focal calcification very good close-up photo?","yes","yes"
"14474","checkpoint-4500","what is present?","uterus","female reproductive"
"14475","checkpoint-4500","what does this image show?","rabies","brain"
"14476","checkpoint-4500","is this good yellow color slide present?","no","yes"
"14477","checkpoint-4500","does acute rheumatic mitral valvulitis result for the all shown in the figure?","no","yes"
"14478","checkpoint-4500","is abdomen present?","yes","yes"
"14479","checkpoint-4500","is liver present?","yes","yes"
"14480","checkpoint-4500","what include acanthosis, hyperkeratosis, and cytoplasmic vacuolization (koilocytosis, center)?","histopathologic features of condyloma acuminatum","features of early dysplasia"
"14481","checkpoint-4500","where does this belong to?","endocrine system","endocrine system"
"14482","checkpoint-4500","what does this image show?","chronic osteomyelitis","tooth"
"14483","checkpoint-4500","is mesothelioma present?","no","no"
"14484","checkpoint-4500","are various types of epithelial cells seen in normal pap smear?","yes","yes"
"14485","checkpoint-4500","what is present?","sarcoidosis","hematologic"
"14486","checkpoint-4500","what does this image show?","lung","pleomorphic forms"
"14487","checkpoint-4500","is thymus present?","no","yes"
"14488","checkpoint-4500","does this image show normal lung?","yes","yes"
"14489","checkpoint-4500","does this image show liver, macronodular cirrhosis, hcv - transjugular intrahepatic portocaval shunt tips?","yes","yes"
"14490","checkpoint-4500","is cardiovascular present?","yes","yes"
"14491","checkpoint-4500","what is present?","metastatic carcinoma","female reproductive"
"14492","checkpoint-4500","does mycobacterium avium infection in a duodenal biopsy from a patient with aids show central granular caseation surrounded by epithelioid and multinucleate giant cells?","no","yes"
"14493","checkpoint-4500","where is this?","skin","skin"
"14494","checkpoint-4500","does the margin of the colony show bright fibres of silica?","no","yes"
"14495","checkpoint-4500","is cardiovascular present?","yes","yes"
"14496","checkpoint-4500","is rocky mountain present?","no","yes"
"14497","checkpoint-4500","what is present?","oral","oral"
"14498","checkpoint-4500","is spleen present?","yes","yes"
"14499","checkpoint-4500","what does this image show?","shows lesion quite well in opened larynx","opened larynx with enlarged posterior cricoarytenoid cartilage and red ring"
"14500","checkpoint-4500","does lesion show pancreatic fat necrosis?","no","yes"
"14501","checkpoint-4500","what does this image show?","nodes at tail of pancreas massively replaced by metastatic lung carcinoma","opened abdominal cavity with multiple large ovarian masses very good"
"14502","checkpoint-4500","is endocervical polyp present?","no","yes"
"14503","checkpoint-4500","is metastatic lung carcinoma present?","no","yes"
"14504","checkpoint-4500","what does this image show?","fibrocaseous mass of tissue","close-up view of large cyst with yellow contents"
"14505","checkpoint-4500","what does this image show?","tetracycline induced discoloration","tooth"
"14506","checkpoint-4500","where is this part in?","spleen","spleen"
"14507","checkpoint-4500","what is present?","calculi","bone, calvarium"
"14508","checkpoint-4500","has the alveolar spaces and blood vessels produced extensive discoloration?","no","yes"
"14509","checkpoint-4500","where does this belong to?","gastrointestinal system","gastrointestinal"
"14510","checkpoint-4500","what is present?","liver","liver"
"14511","checkpoint-4500","does granulomata slide show saphenous vein graft sclerosis?","no","yes"
"14512","checkpoint-4500","is hematologic present?","yes","yes"
"14513","checkpoint-4500","is simian crease present?","no","no"
"14514","checkpoint-4500","what stain?","normal uterus, alpha smooth muscle actin immunohistochemical","heart"
"14515","checkpoint-4500","where is this part in?","thymus","heart"
"14516","checkpoint-4500","what does this image show?","lung","lung"
"14517","checkpoint-4500","does this image show lymphocytic infiltration in perinodal fat?","yes","yes"
"14518","checkpoint-4500","is diagnosis present?","no","yes"
"14519","checkpoint-4500","what are present?","extremities","foot"
"14520","checkpoint-4500","what serves to couple the cell membrane to extracellular matrix proteins such as laminin-2 and the intracellular cytoskeleton?","the complex of glycoproteins","fibronectin"
"14521","checkpoint-4500","what does this image show?","kidney glomerulus","kidney"
"14522","checkpoint-4500","does this image show skin, kaposis 's sarcoma?","yes","yes"
"14523","checkpoint-4500","what is present?","six digits and syndactyly","conjoined twins cephalothoracopagus janiceps"
"14524","checkpoint-4500","does this image show anterior view of whole body?","yes","yes"
"14525","checkpoint-4500","has hemorrhage of subcutaneous vessels produced extensive discoloration?","yes","yes"
"14526","checkpoint-4500","is mixed mesodermal tumor present?","yes","yes"
"14527","checkpoint-4500","is endocrine present?","yes","yes"
"14528","checkpoint-4500","is lesion of myocytolysis present?","no","no"
"14529","checkpoint-4500","are eticulocytes in blood composed of central area of stellate cells and peripheral layer of cuboidal or columnar cells?","no","no"
"14530","checkpoint-4500","what is quite obvious?","this typical thecoma with yellow foci","opened uterus and ovaries with large ovarian mass"
"14531","checkpoint-4500","what is present?","nervous","nervous"
"14532","checkpoint-4500","where does this belong to?","gastrointestinal system","gastrointestinal"
"14533","checkpoint-4500","are extremities present?","yes","yes"
"14534","checkpoint-4500","is plaque rupture without on the lower right in this apical four-chamber view of the heart?","no","no"
"14535","checkpoint-4500","is miliary tuberculosis present?","no","yes"
"14536","checkpoint-4500","how has the pancreas been sectioned?","longitudinally","transverse section"
"14537","checkpoint-4500","what are confined to all the layers of the mucosa but the basement membrane on which these layers rest is intact?","atypical dysplastic squamous cells","the characteristic 'apple core' appearance"
"14538","checkpoint-4500","is atherosclerosis present?","no","yes"
"14539","checkpoint-4500","is there marked left atrial dilation as seen from above the valve?","yes","yes"
"14540","checkpoint-4500","how is hemosiderosis caused by blood transfusions?","numerous","by hemosiderin pigment in liver and other tissues"
"14541","checkpoint-4500","does this image show thyroid, goiter?","yes","yes"
"14542","checkpoint-4500","what is present?","placenta","female reproductive"
"14543","checkpoint-4500","what is present?","spleen","female reproductive"
"14544","checkpoint-4500","what does cut section of matted mass of lymph nodes show?","merging capsules and large areas of caseation necrosis","multiple lymph nodes"
"14545","checkpoint-4500","what does both adrenals external views focal hemorrhages do not know history look?","like placental abruption","adrenal hemorrhage"
"14546","checkpoint-4500","what are common in india?","thalassaemia and hbd disorders","yellow and orange"
"14547","checkpoint-4500","is breast present?","no","yes"
"14548","checkpoint-4500","what is present?","testicle","vasculature"
"14549","checkpoint-4500","where is this?","oral","oral"
"14550","checkpoint-4500","where is this?","oral","female reproductive"
"14551","checkpoint-4500","does the immediate reaction have virtually immobilized the fingers, creating a clawlike flexion deformity?","no","yes"
"14552","checkpoint-4500","is aorta present?","yes","yes"
"14553","checkpoint-4500","is thymus present?","yes","yes"
"14554","checkpoint-4500","what is present?","malignant thymoma","kidney"
"14555","checkpoint-4500","does chromophobe adenoma show normal brain?","no","no"
"14556","checkpoint-4500","what is present?","liver","respiratory"
"14557","checkpoint-4500","what are present?","extremities","extremities"
"14558","checkpoint-4500","where is this?","heart","oral"
"14559","checkpoint-4500","is line of demarcation between gangrenous segment and the viable bowel not clear-cut?","yes","yes"
"14560","checkpoint-4500","what is present?","vasculature","vasculature"
"14561","checkpoint-4500","did miliary spread to lungs, liver, spleen, kidneys and brain?","yes","yes"
"14562","checkpoint-4500","how is histologic appearance in active takayasu aortitis illustrating destruction and fibrosis of the arterial media associated?","with mononuclear infiltrates","with marked inflammatory infiltrate"
"14563","checkpoint-4500","is acute monocytic leukemia present?","no","no"
"14564","checkpoint-4500","is gastrointestinal present?","yes","yes"
"14565","checkpoint-4500","is myocardium present?","no","yes"
"14566","checkpoint-4500","what is present?","gastrointestinal","gastrointestinal"
"14567","checkpoint-4500","where is this?","oral","oral"
"14568","checkpoint-4500","is anomalous origin present?","no","no"
"14569","checkpoint-4500","what is present?","oral","oral"
"14570","checkpoint-4500","is this image shows wrights typical present?","no","yes"
"14571","checkpoint-4500","what is present?","urinary","uterus"
"14572","checkpoint-4500","what is present?","abdomen","female reproductive"
"14573","checkpoint-4500","what does this image show?","breast","gastrointestinal"
"14574","checkpoint-4500","what is present?","hand","extremities"
"14575","checkpoint-4500","does this image show lung, emphysema and pneumonia, alpha-1 antitrypsin deficiency?","yes","yes"
"14576","checkpoint-4500","what is present?","bone marrow","blood"
"14577","checkpoint-4500","is liver present?","yes","yes"
"14578","checkpoint-4500","what is present?","vasculature","vasculature"
"14579","checkpoint-4500","where is this?","vasculature","female reproductive"
"14580","checkpoint-4500","why does this image show esophogus, varices portal hypertension?","due to cirrhosis hcv","due to alcoholic cirrhosis"
"14581","checkpoint-4500","what does this image show?","primary biliary cirrhosis","pleomorphic atypical cells with prominent nucleoli and abundant cytoplasm source unknown"
"14582","checkpoint-4500","where is this from?","gastrointestinal system","gastrointestinal"
"14583","checkpoint-4500","what are bradyzoites present as?","pseudocyst","large eosinophilic granular transformation"
"14584","checkpoint-4500","is peritoneum present?","yes","yes"
"14585","checkpoint-4500","is focal hemorrhagic infarction well shown present?","no","yes"
"14586","checkpoint-4500","is notochord present?","no","no"
"14587","checkpoint-4500","what is present?","endocrine","endocrine"
"14588","checkpoint-4500","what is present?","lymph node","female reproductive"
"14589","checkpoint-4500","does normal show kidney, hemochromatosis, prussian blue?","no","yes"
"14590","checkpoint-4500","is previous slide from this case present?","no","no"
"14591","checkpoint-4500","where is this?","skin","urinary"
"14592","checkpoint-4500","does this image show posterior view to show open cord?","yes","yes"
"14593","checkpoint-4500","how does this image show postmortangiogram?","with apparent lesions in proximal right coronary","with left anterior descending artery occlusion"
"14594","checkpoint-4500","what is present?","acute myelogenous leukemia","female reproductive"
"14595","checkpoint-4500","what does this image show?","adrenal","kidney"
"14596","checkpoint-4500","is peritoneal fluid present?","no","yes"
"14597","checkpoint-4500","what is present?","brain","nervous"
"14598","checkpoint-4500","how does child have disease?","polycystic","conjoined twins cephalothoracopagus janiceps"
"14599","checkpoint-4500","is a mallory-denk body present in another hepatocyte?","yes","yes"
"14600","checkpoint-4500","does fibrinous peritonitis show ruptured saccular aneurysm right middle cerebral artery?","no","no"
"14601","checkpoint-4500","is soft tissue present?","yes","yes"
"14602","checkpoint-4500","is muscle atrophy present?","no","no"
"14603","checkpoint-4500","is respiratory present?","yes","yes"
"14604","checkpoint-4500","what is heavier?","heart","right side"
"14605","checkpoint-4500","what is present?","hematologic","gastrointestinal"
"14606","checkpoint-4500","what does the basal layer show?","liquefactive degeneration","tightly packed epidermal cells with minimal intercellular oedema"
"14607","checkpoint-4500","what is present?","cardiovascular","cardiovascular"
"14608","checkpoint-4500","what does this image show?","granulomas","liver"
"14609","checkpoint-4500","is lymphangiomatosis generalized present?","no","no"
"14610","checkpoint-4500","what are evident?","elongated cocci in pairs and short chains (streptococcus pneumoniae) and a neutrophil","gram stain"
"14611","checkpoint-4500","what is the osteoporotic vertebral body shorten by?","compression fractures","compression fracture"
"14612","checkpoint-4500","is sugar coated present?","yes","no"
"14613","checkpoint-4500","is view of head with scalp present?","no","no"
"14614","checkpoint-4500","what do not know history looks like placental abruption?","focal hemorrhages","infarct"
"14615","checkpoint-4500","what is present?","eye","eye"
"14616","checkpoint-4500","what does this image show?","excellent example of gangrene of the first four toes","foot burns"
"14617","checkpoint-4500","what is present?","cyclops","face"
"14618","checkpoint-4500","what does this image show?","excellent example of submucosal","uterus"
"14619","checkpoint-4500","is a nucleolar pattern typical of antibodies against nucleolar proteins?","yes","yes"
"14620","checkpoint-4500","is scanty connective tissue stroma seen between the cavernous spaces?","yes","yes"
"14621","checkpoint-4500","what are present?","extremities","extremities"
"14622","checkpoint-4500","what does this image show?","necrotizing granuloma","liver"
"14623","checkpoint-4500","is endocrine present?","yes","yes"
"14624","checkpoint-4500","is newborn cord around neck present?","no","no"
"14625","checkpoint-4500","by when does an area of infarction show the presence of macrophages and surrounding reactive gliosis?","day 10","within 24 hours of onset"
"14626","checkpoint-4500","what does this image show?","thyroid","testicle"
"14627","checkpoint-4500","what does this image show?","primary biliary cirrhosis","liver"
"14628","checkpoint-4500","what is present?","metastatic carcinoma","spleen"
"14629","checkpoint-4500","does this image show kidney, acute tubular necrosis?","yes","yes"
"14630","checkpoint-4500","what does this image show?","dr garcia tumors 47","heart"
"14631","checkpoint-4500","is lymphoid atrophy in newborn present?","no","no"
"14632","checkpoint-4500","where is this?","lung","lung"
"14633","checkpoint-4500","is oxygen delivery less with high ph, low 2,3-bpg and hbf?","yes","yes"
"14634","checkpoint-4500","what is present?","hematologic","liver"
"14635","checkpoint-4500","does this image show small intestine, multifocal ulcers and hemorrhages, mucosal congestion?","yes","yes"
"14636","checkpoint-4500","does this image show neural tube defect, meningomyelocele?","yes","yes"
"14637","checkpoint-4500","where is this?","thorax","joints"
"14638","checkpoint-4500","where is this from?","female reproductive system","vasculature"
"14639","checkpoint-4500","does the rephine biopsy show replacement of marrow spaces with abnormal mononuclear cells?","yes","yes"
"14640","checkpoint-4500","what is soft, swollen and dark?","the affected part dark","lung"
"14641","checkpoint-4500","what is present?","bicornate uterus","uterus"
"14642","checkpoint-4500","is osteoid osteoma composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","yes","yes"
"14643","checkpoint-4500","is oral present?","yes","yes"
"14644","checkpoint-4500","how is spleen , infarcts , disseminated coagulation?","intravascular","acute"
"14645","checkpoint-4500","where is this?","skin","extremities"
"14646","checkpoint-4500","where is this?","urinary","urinary"
"14647","checkpoint-4500","is a key set of connections made by dystrophin?","yes","yes"
"14648","checkpoint-4500","is malignant histiocytosis present?","no","yes"
"14649","checkpoint-4500","what does this image show?","adrenal gland","heart"
"14650","checkpoint-4500","what is present?","hematologic","lymph node"
"14651","checkpoint-4500","what is present?","soft tissue","muscle"
"14652","checkpoint-4500","what does this image show?","normal liver","liver"
"14653","checkpoint-4500","what is present?","cardiovascular","cardiovascular"
"14654","checkpoint-4500","what is present?","coronary artery","cardiovascular"
"14655","checkpoint-4500","what are demonstrated by immunohistochemical staining?","free tachyzoites","for cytokeratin 7"
"14656","checkpoint-4500","does myelomonocytic leukemia show close-up of dorsum of hand with marked pitting edema good example?","no","no"
"14657","checkpoint-4500","what is present?","cardiovascular","female reproductive"
"14658","checkpoint-4500","two have lost whose nuclei?","their","theodorus"
"14659","checkpoint-4500","is a scar smaller than the original wound thickened and infiltrated by acute and chronic inflammatory cells?","no","yes"
"14660","checkpoint-4500","does this image show typical not advanced macerated stillborn?","yes","yes"
"14661","checkpoint-4500","is histiocyte present?","no","yes"
"14662","checkpoint-4500","are replication of viral dna the haemoglobin disorders common in india?","no","yes"
"14663","checkpoint-4500","what is present?","liver","liver"
"14664","checkpoint-4500","is endometrial polyp present?","no","yes"
"14665","checkpoint-4500","what is present?","hepatobiliary","liver"
"14666","checkpoint-4500","what stain?","silver","blood"
"14667","checkpoint-4500","does this image show x-ray hand?","yes","yes"
"14668","checkpoint-4500","what does this image show?","kidney","kidney"
"14669","checkpoint-4500","is bone, calvarium present?","yes","yes"
"14670","checkpoint-4500","does this image show lung, cyomegalovirus pneumonia?","yes","yes"
