ID,question,correct_answer,model_output
5059,what does this image show?,normal pancreas,muscle tissue
5060,does this image show normal pancreas?,yes,no
5061,does traumatic rupture show normal pancreas?,no,no
5062,where is this?,pancreas,muscle
5063,what does this image show?,pancreatic fat necrosis,tissue with glandular structures and inflammatory cells
5064,does this image show pancreatic fat necrosis?,yes,yes
5065,does lesion show pancreatic fat necrosis?,no,yes
5066,where is this?,pancreas,liver
5067,what does this image show?,pancreatic fat necrosis,neoplastic tissue
5068,does this image show pancreatic fat necrosis?,yes,yes
5069,does the margin of infracted area show haemorrhage?,yes,yes
5070,does omphalocele show pancreatic fat necrosis?,no,no
5071,where is this?,pancreas,brain tissue
5072,what does this image show?,pancreatic fat necrosis,lymphoid tissue
5073,does this image show pancreatic fat necrosis?,yes,no
5074,does jejunum show pancreatic fat necrosis?,no,no
5075,where is this?,pancreas,lymph node
5076,what does this image show?,pancreatic fat necrosis,increased fat cells
5077,does this image show pancreatic fat necrosis?,yes,no
5078,does nuclear change show pancreatic fat necrosis?,no,no
5079,where is this?,pancreas,dermis
5080,does the sectioned surface show haemorrhage?,no,yes
5081,what does this image show?,pancreatic fat necrosis,neoplastic glands
5082,does this image show pancreatic fat necrosis?,yes,no
5083,does subdiaphragmatic abscess show pancreatic fat necrosis?,no,no
5084,where is this?,pancreas,skin
5085,what does this image show?,pancreatic fat necrosis,lymphocytic infiltrate
5086,"does this image show pancreatic fat necrosis, pancreatitis/necrosis?",yes,pancreatitis/necrosis
5087,"does glioma show pancreatic fat necrosis, pancreatitis/necrosis?",no,no
5088,where is this?,pancreas,lymph node
5089,what does this image show?,pancreatic fat necrosis,lymphoid tissue
5090,does this image show pancreatic fat necrosis?,yes,yes
5091,what shows outlines of cells only due to coagulative necrosis while the margin of infracted area shows haemorrhage?,the affected area,coagulative necrosis outlines haemorrhage
5092,does myocardial infarct show pancreatic fat necrosis?,no,no
5093,where is this?,pancreas,lymph node
5094,what does this image show?,islet cell tumor,columnar epithelium and atypical cells
5095,"does this image show islet cell tumor, zollinger ellison syndrome?",yes,no
5096,"does temporal muscle hemorrhage show islet cell tumor, zollinger ellison syndrome?",no,no
5097,what is present?,pancreas,"epithelial cells
cellular atypia
nuclear pleomorphism"
5098,is pancreas present?,yes,no
5099,is periaortic nodes with metastatic carcinoma aorta present?,no,yes
5100,where is this?,pancreas,rectum
5101,what does this image show?,islet cell carcinoma,gastrointestinal mucosa
5102,does the affected area show outlines of cells only due to coagulative necrosis while the margin of infracted area shows haemorrhage?,yes,yes
5103,does this image show islet cell carcinoma?,yes,no
5104,does large cell lymphoma show islet cell carcinoma?,no,no
5105,what is present?,pancreas,glandular structures tubular epithelium connective tissue
5106,is pancreas present?,yes,no
5107,is hyalin mass in pituitary which is amyloid there are several slides from this case in this file 23 yowf amyloid limited to brain present?,no,hyalin mass present
5108,where is this?,pancreas,gastrointestinal tract
5109,what does this image show?,alveolus capillary and interstitial space,nerve cell synapse
5110,does this image show alveolus capillary and interstitial space?,yes,no
5111,what is present?,respiratory,axon sheath cap myelin node asterisk
5112,is respiratory present?,yes,no
5113,are iron deposits shown by a special staining process dilated and plugged with eosinophilic mucin?,no,no
5114,what correspond to five numbers in the text?,the serial numbers in the figure,"i) contraction of endothelial cells
ii) endothelial injury
iii) direct injury
iv) thrombus
v) hemorrhage"
5115,what does this image show?,normal lung,lung tissue with areas of necrosis and hemorrhage
5116,does this image show normal lung?,yes,no
5117,what is present?,respiratory,"reddish discoloration
granular appearance
irregular surface
tissue damage"
5118,is respiratory present?,yes,yes
5119,where is this?,lung,lung
5120,what does this image show?,normal lung,tissue fragment
5121,does this image show normal lung?,yes,no
5122,what is present?,respiratory,"fragmented tissue
irregular margins
dark brown coloration
linear disruption"
5123,is respiratory present?,yes,no
5124,where is this?,lung,liver
5125,how many numbers do the serial numbers in the figure correspond to?,five,three
5126,what does this image show?,normal lung,cellular infiltration
5127,does this image show normal lung?,yes,no
5128,what is present?,respiratory,small round cells and elongated cells
5129,is respiratory present?,yes,no
5130,where is this?,lung,brain tissue
5131,what does this image show?,normal lung,lung tissue with lesions
5132,does this image show normal lung?,yes,no
5133,what is present?,respiratory,"reddish discoloration
irregular surface texture
multiple dark spots"
5134,is respiratory present?,yes,yes
5135,where is this?,lung,lung
5136,what do the serial numbers in the figure correspond to in the text?,five numbers,"i) contraction of endothelial cells
ii) endothelial injury
iii) direct injury"
5137,what does this image show?,lung,lungs with hemorrhage
5138,"does this image show lung, squamous cell carcinoma?",yes,lung tissue
5139,what is present?,respiratory,"red discoloration 

dark staining 

tissue texture"
5140,is respiratory present?,yes,yes
5141,where is this?,lung,lung tissue
5142,what does this image show?,lung,liver tissue
5143,"does this image show lung, diffuse alveolar damage?",yes,no
5144,what is present?,respiratory,"liver tissue
vascular structures
small white lesions"
5145,is respiratory present?,yes,no
5146,where is this?,lung,liver
5147,do the serial numbers in the figure correspond to five numbers in the text?,yes,yes
5148,what does this image show?,hilar lymph nodes,fungal invasion
5149,"does this image show hilar lymph nodes, nodular sclerosing hodgkins disease?",yes,yes
5150,what is present?,respiratory,"brown parenchyma
white lesions
dark blue discoloration
irregular surface"
5151,is respiratory present?,yes,yes
5152,where is this?,lung,liver
5153,what does this image show?,thromboembolus from leg veins in pulmonary artery,fungal hyphae
5154,does this image show thromboembolus from leg veins in pulmonary artery?,yes,thrombus
5155,what is present?,respiratory,multiple small tan lesions
5156,is respiratory present?,yes,no
5157,where is this?,lung,brain
5158,do premitotic phases correspond to five numbers in the text?,no,no
5159,what does this image show?,lung,liver
5160,"does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?",yes,liver
5161,what is present?,respiratory,liver tissue
5162,is respiratory present?,yes,no
5163,where is this?,lung,liver
5164,what does this image show?,lung,degenerated liver tissue
5165,"does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?",yes,lung
5166,what is present?,respiratory,"dark brown tissue
yellowish areas
vascular structures"
5167,is respiratory present?,yes,no
5168,is pituitary present?,no,no
5169,what shows merging capsules and large areas of caseation necrosis?,section of matted mass,right lobe
5170,where is this?,lung,liver
5171,what does this image show?,lung,lung tissue with hemorrhage and necrosis
5172,"does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?",yes,lung hemorrhagic bronchopneumonia
5173,"does amyloid angiopathy r. endocrine show lung, hemorrhagic bronchopneumonia, wilson 's disease?",no,hemorrhagic bronchopneumonia
5174,what is present?,respiratory,reddish lung tissue with areas of congestion and hemorrhage
5175,is respiratory present?,yes,yes
5176,is granuloma present?,no,no
5177,where is this?,lung,lung
5178,"how many antitrypsin does this image show lung, emphysema and pneumonia, alpha-deficiency?",1,zero
5179,what does this image show?,lung,severely hemorrhagic liver
5180,does section of matted mass of lymph nodes show merging capsules and large areas of caseation necrosis?,yes,yes
5181,"does this image show lung, emphysema and pneumonia, alpha-1 antitrypsin deficiency?",yes,"lung tissue
red discoloration
vascular congestion"
5182,"does heel ulcer show lung, emphysema and pneumonia, alpha-1 antitrypsin deficiency?",no,no
5183,what is present?,respiratory,"reddish tissue
vascular structures
irregular surface
fragmented appearance"
5184,is respiratory present?,yes,no
5185,is wonder present?,no,yes
5186,where is this?,lung,liver
5187,what does this image show?,lung,red lungs
5188,"does this image show lung, sarcoidosis?",yes,lung tissue
5189,"does malignant adenoma show lung, sarcoidosis?",no,lung damage
5190,what is present?,respiratory,red lung tissue with extensive consolidation and cavitation
5191,does strands show merging capsules and large areas of caseation necrosis?,no,yes
5192,is respiratory present?,yes,yes
5193,is the excellent uterus present?,no,no
5194,where is this?,lung,lungs
5195,what does this image show?,lungs,lung tissue with a heart
5196,"does this image show lungs, hyaline membrane disease?",yes,lungs
5197,"does infarction secondary to shock show lungs, hyaline membrane disease?",no,"lungs
hyaline membrane disease"
5198,what is present?,respiratory,lungs heart tissue
5199,is respiratory present?,yes,yes
5200,is lateral view present?,no,no
5201,where is this?,lung,lung tissue
5202,what does cut section of matted mass of lymph nodes show?,merging capsules and large areas of caseation necrosis,matted lymph nodes
5203,what does this image show?,lung,dissected tissue with multiple cavities
5204,"does this image show lung, cyomegalovirus pneumonia?",yes,no
5205,what is present?,respiratory,"reddish discoloration
irregular surface texture
multiple small dark lesions
tissue protrusions"
5206,is respiratory present?,yes,yes
5207,is a bulge present?,no,yes
5208,where is this?,lung,liver
5209,what does this image show?,lung,alveoli with cavitation
5210,"does this image show lung, pneumocystis pneumonia?",yes,lung alveolar damage
5211,"does spleen show lung, pneumocystis pneumonia?",no,no
5212,what is present?,respiratory,multiple holes
5213,does a cut section of matted mass of lymph nodes show merging capsules and large areas of caseation necrosis?,yes,yes
5214,is respiratory present?,yes,yes
5215,is mesothelioma present?,no,yes
5216,where is this?,lung,lung
5217,what does this image show?,lung,lung tissue with vascular congestion
5218,does this image show lung?,yes,yes
5219,does leukoplakia vocal cord show lung?,no,no
5220,what burn smoke inhalation?,thermal,dark pigmented tissue
5221,do thermal burn smoke inhalation?,yes,tissue discoloration
5222,do meningitis purulent burn smoke inhalation?,no,pulmonary edema
5223,what is present?,respiratory,"lung tissue
blood vessels
tissue discoloration
cut surface"
5224,what is infected with parvovirus b19?,bone marrow from an infant,erythroid cells
5225,does sectioned slice of the liver cut section of matted mass of lymph nodes show merging capsules and large areas of caseation necrosis?,no,yes
5226,is respiratory present?,yes,yes
5227,is clostridial postmortem growth present?,no,yes
5228,where is this?,lung,lung
5229,what does this image show?,lung,severely congested lung tissue
5230,"does this image show lung, organizing pneumonia?",yes,yes
5231,"does neoplasm gland show lung, organizing pneumonia?",no,lung tissue
5232,what is present?,respiratory,"red tissue
irregular surface
vascular congestion"
5233,is respiratory present?,yes,yes
5234,is meningitis acute present?,no,no
5235,where is this?,lung,lung
5236,"what spread to lungs, liver, spleen, kidneys and brain?",miliary,metastases
5237,what does this image show?,lung carcinoma,lung tissue with multiple lesions
5238,does this image show lung carcinoma?,yes,yes
5239,does hypersegmented neutrophil show lung carcinoma?,no,no
5240,what is present?,respiratory,multiple lesions lung parenchyma
5241,is respiratory present?,yes,yes
5242,is infarct present?,no,no
5243,where is this?,lung,lung tissue
5244,what does this image show?,lung carcinoma,dried lung tissue
5245,does this image show lung carcinoma?,yes,no
5246,does maxillary sinus show lung carcinoma?,no,no
5247,what did miliary spread to?,lungs,"lungs
liver
brain
kidneys"
5248,what is present?,respiratory,"red tissue
irregular folds
dark spots"
5249,is respiratory present?,yes,yes
5250,is fetus developing very early present?,no,yes
5251,where is this?,lung,lung
5252,what does this image show?,lung fibrosis,alveolar hemorrhage
5253,"does this image show lung fibrosis, scleroderma?",yes,lung fibrosis
5254,what is present?,respiratory,alveolar haemorrhage
5255,is respiratory present?,yes,yes
5256,where is this?,lung,lung
5257,what stain?,this image shows lung,gram stain
5258,"did miliary spread to lungs, liver, spleen, kidneys and brain?",yes,lungs liver spleen kidneys brain
5259,"do this image shows lung, bronchopneumonia, bacterial, tissue gram stain?",yes,"lung
bronchopneumonia
bacterial
tissue
gram stain"
5260,what is present?,respiratory,gram positive cocci in clusters and gram negative bacilli
5261,is respiratory present?,yes,no
5262,where is this?,lung,gram positive cocci in clusters
5263,what does this image show?,lung,alveolar hemorrhage
5264,"does this image show lung, bronchopneumonia, bacterial?",yes,"lung
bronchopneumonia
bacterial"
5265,what is present?,respiratory,alveolar hemorrhage
5266,is respiratory present?,yes,yes
5267,where is this?,lung,lung
5268,what does this image show?,lung,interstitial fibrosis
5269,"did these cells spread to lungs, liver, spleen, kidneys and brain?",no,lungs liver spleen kidneys brain
5270,"does this image show lung, emphysema in a chronic smoker?",yes,lung alveolar destruction
5271,"does histoplasmosis show lung, emphysema in a chronic smoker?",no,"fungal hyphae
granulomas
interstitial thickening"
5272,what is present?,respiratory,alveolar thickening
5273,is respiratory present?,yes,yes
5274,is retroperitoneal leiomyosarcoma present?,no,no
5275,where is this?,lung,lung
5276,what does this image show?,lung,necrosis and inflammatory cells
5277,"does this image show lung, diffuse alveolar damage?",yes,yes
5278,"does male reproductive show lung, diffuse alveolar damage?",no,no
5279,what is present?,respiratory,"cellular infiltrate
neutrophils
necrosis
lymphocytes"
5280,what have numerous acid-fast bacilli not shown here in afb staining?,these cases,no visible acid-fast bacilli
5281,is respiratory present?,yes,yes
5282,is side present?,no,yes
5283,where is this?,lung,lung
5284,what does this image show?,lung,granulomas
5285,"does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?",yes,lung hemorrhagic bronchopneumonia
5286,"does anencephaly show lung, hemorrhagic bronchopneumonia, wilson 's disease?",no,hemorrhagic bronchopneumonia
5287,what is present?,respiratory,"necrosis
granulation tissue
inflammatory cells"
5288,is respiratory present?,yes,yes
5289,is malignant lymphoma large cell type present?,no,no
5290,where is this?,lung,lung
5291,do these cases have numerous acid-fast bacilli not shown here in afb staining?,yes,no
5292,what does this image show?,lung,alveolar hemorrhage and inflammation
5293,"does this image show lung, mycobacterium tuberculosis, granulomas and giant cells?",yes,"lung
yes
granulomas
yes
giant cells
yes"
5294,"does amyloid angiopathy r. endocrine show lung, mycobacterium tuberculosis, granulomas and giant cells?",no,amyloid angiopathy
5295,what is present?,respiratory,"alveoli

interstitial inflammation

blood vessels

granulation tissue"
5296,is respiratory present?,yes,yes
5297,is so-called median bar present?,no,no
5298,where is this?,lung,lung
5299,what does this image show?,lung,inflammatory infiltrate
5300,"does this image show lung, mycobacterium tuberculosis, granulomas and giant cells?",yes,"granulomas
giant cells
no lung"
5301,"does quite good liver show lung, mycobacterium tuberculosis, granulomas and giant cells?",no,no
5302,do apoptosis have numerous acid-fast bacilli not shown here in afb staining?,no,no
5303,what is present?,respiratory,"inflammatory cells
neutrophils
lymphocytes
vacuolations
nuclei"
5304,is respiratory present?,yes,no
5305,is fracture present?,no,no
5306,where is this?,lung,brain tissue
5307,what does this image show?,lung,glomeruli with pink cytoplasmic inclusions
5308,"does this image show lung, mycobacterium tuberculosis, acid fast?",yes,lung granulomas
5309,"does ulcer with candida infection show lung, mycobacterium tuberculosis, acid fast?",no,no
5310,what is present?,respiratory,glomeruli with pink cytoplasmic inclusions
5311,is respiratory present?,yes,no
5312,is cut surface typical ivory vertebra do not have history at this time diagnosis present?,no,no
5313,what is collection of proliferating foam macrophages in the dermis with?,a clear subepidermal zone,lymphocytes
5314,where is this?,lung,kidney
5315,what does this image show?,lung,pink stained cells within a blue background
5316,"does this image show lung, mycobacterium tuberculosis, acid fast?",yes,no
5317,"does good example of muscle atrophy show lung, mycobacterium tuberculosis, acid fast?",no,no
5318,what is present?,respiratory,"blue cytoplasm
pink staining cells
cellular infiltrate
nuclei present"
5319,is respiratory present?,yes,no
5320,is hyperplasia median bar present?,no,yes
5321,where is this?,lung,brain tissue
5322,what does this image show?,lung,alveolar hemorrhage
5323,"how does this image show lung, pneumonia and hemosiderin laden macrophages in patient?",with sickle cell disease iatrogenic hemosiderosis,"lung parenchyma
alveolar inflammation
hemosiderin macrophages"
5324,what is there of proliferating foam macrophages in the dermis with a clear subepidermal zone?,collection of proliferating foam macrophages,foam macrophages
5325,what is present?,respiratory,"inflammatory cells
tissue damage
fibrosis"
5326,where is this?,lung,lung
5327,what does this image show?,lung,inflammatory infiltrate
5328,"does this image show lung, sarcoidosis, multinucleated giant cells?",yes,"sarcoidosis
multinucleated giant cells"
5329,what is present?,respiratory,"inflammatory cells
necrosis
fibrosis"
5330,is respiratory present?,yes,no
5331,where is this?,lung,tissue
5332,what does this image show?,lung,neutrophils macrophages and giant cells
5333,"how does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies,multinucleated giant cells present eosinophils lymphocytes
5334,"does this image show lung, sarcoidosis, multinucleated giant cells with asteroid bodies?",yes,"lung
sarcoidosis
multinucleated giant cells
asteroid bodies"
5335,what is bone marrow from an infant infected with?,parvovirus b19,neutropenic
5336,is there collection of proliferating foam macrophages in the dermis with a clear subepidermal zone?,yes,no
5337,what is present?,respiratory,large cells small cells inflammatory cells eosinophilic debris
5338,is respiratory present?,yes,no
5339,where is this?,lung,lung
5340,what does this image show?,lung,alveoli with hyaline membranes
5341,"does this image show lung, bronchopneumonia?",yes,lung alveolar consolidation
5342,what is present?,respiratory,alveoli with hyaline membranes
5343,is respiratory present?,yes,yes
5344,where is this?,lung,lung
5345,"why does this image show lung, hyaline membrane disease, yellow discoloration?",due to hyperbilirubinemia,"lung tissue
hyaline membranes
yellow pigment"
5346,what does this image show?,lung,solid cellular proliferation
5347,what is composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?,granuloma,lymphoid infiltrate
5348,"does this image show lung, hyaline membrane disease, yellow discoloration due to hyperbilirubinemia?",yes,lung tissue
5349,"does erythrophagocytosis new born show lung, hyaline membrane disease, yellow discoloration due to hyperbilirubinemia?",no,no
5350,what is present?,respiratory,cellular infiltrate
5351,is respiratory present?,yes,yes
5352,is lymphangiomatosis generalized present?,no,yes
5353,where is this?,lung,lung
5354,what does this image show?,lung,necrotic tissue and inflammatory infiltrate
5355,"does this image show lung, histoplasma pneumonia?",yes,no
5356,"does meningioma show lung, histoplasma pneumonia?",no,no
5357,what is present?,respiratory,cellular infiltrate necrosis hemorrhage
5358,what is the granuloma composed of?,epithelioid cells with sparse langhans ' giant cells and lymphocytes,large cells and macrophages
5359,is respiratory present?,yes,no
5360,is intraductal papillomatosis present?,no,no
5361,where is this?,lung,lung
5362,what does this image show?,lung,fungal hyphae
5363,"does this image show lung, histoplasma pneumonia?",yes,yes
5364,"does cranial artery show lung, histoplasma pneumonia?",no,no
5365,what stain?,silver,crystal violet
5366,do silver stain?,yes,yes
5367,do hemorrhage associated with placental abruption stain?,no,no
5368,what is present?,respiratory,round yeast cells
5369,is the granuloma composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?,yes,no
5370,is respiratory present?,yes,no
5371,is wonder present?,no,yes
5372,where is this?,lung,mold
5373,what does this image show?,lung,cysts
5374,"does this image show lung, cryptococcal pneumonia, touch impression under phase contract?",yes,cryptococcal organisms
5375,"does source show lung, cryptococcal pneumonia, touch impression under phase contract?",no,cryptococcal yeast
5376,what is present?,respiratory,"oval cells
round cells
cysts"
5377,is respiratory present?,yes,no
5378,is gram present?,no,no
5379,where is this?,lung,stool
5380,is necrosis composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?,no,no
5381,what does this image show?,lung,amyloid deposition
5382,"does this image show lung, pneumocystis pneumonia?",yes,no
5383,"does meningitis acute show lung, pneumocystis pneumonia?",no,no
5384,what is present?,respiratory,amyloid
5385,is respiratory present?,yes,no
5386,is chronic lymphocytic leukemia present?,no,no
5387,where is this?,lung,brain tissue
5388,what does this image show?,lung,inflammatory infiltrate
5389,"does this image show lung, cystic fibrosis?",yes,no
5390,"does opened larynx show lung, cystic fibrosis?",no,no
5391,what is composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?,granuloma,inflammatory infiltrate
5392,what is present?,respiratory,"inflammatory cells
epithelial lining
stroma"
5393,is respiratory present?,yes,yes
5394,is this photo of infant from head to toe present?,no,no
5395,where is this?,lung,tissue
5396,what does this image show?,tuberculosis,a large irregular mass
5397,"does this image show tuberculosis, empyema?",yes,tuberculosis
5398,"does basilar skull fracture show tuberculosis, empyema?",no,destruction of bone marrow
5399,what is present?,respiratory,irregular mass
5400,is respiratory present?,yes,no
5401,is traumatic rupture present?,no,no
5402,what is the granuloma composed of with sparse langhans ' giant cells and lymphocytes?,epithelioid cells with sparse langhans ' giant cells and lymphocytes,multicellular granuloma
5403,where is this?,lung,mass
5404,what does this image show?,lung,chest radiograph
5405,"does this image show lung, hematoma?",yes,lung hematoma
5406,"does senile plaque show lung, hematoma?",no,no
5407,what is present?,respiratory,cardiac silhouette opacity
5408,is respiratory present?,yes,yes
5409,is acute inflammation present?,no,yes
5410,where is this?,lung,chest radiograph
5411,what does this image show?,chest x ray 34 year old alcoholic with lobar pneumonia and fulminant sepsis blood culture pneumococcus and klebsiella,chest radiograph
5412,what is present?,lung,mediastinum opacity
5413,is the granuloma composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?,yes,no
5414,is lung present?,yes,yes
5415,is spinal column present?,no,yes
5416,where is this?,lung,chest radiograph
5417,what does this image show?,skin,multiple papules and pustules
5418,"does this image show skin, neurofibromatosis?",yes,no
5419,"does % show skin, neurofibromatosis?",no,yes
5420,where is this?,skin,chest and abdomen
5421,what does this image show?,skin,multiple papules and plaques
5422,"does this image show skin, neurofibromatosis?",yes,skin
5423,"does splenomegaly with cirrhosis show skin, neurofibromatosis?",no,no
5424,is congo red composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?,no,no
5425,where is this?,skin,skin
5426,what does this image show?,skin,multiple papules and nodules
5427,"does this image show skin, neurofibromatosis?",yes,skin
5428,"does small intestine show skin, neurofibromatosis?",no,no
5429,where is this?,skin,skin
5430,"why does this image show skin ulceration and necrosis, disseminated intravascular coagulation?",due to acetaminophen toxicity,"skin ulceration
necrosis
disseminated intravascular coagulation"
5431,what does this image show?,skin ulceration and necrosis,"extensive tissue necrosis
discoloration
vascular engorgement"
5432,"does this image show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",yes,skin ulceration and necrosis
5433,"does child show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",no,skin ulceration necrosis yes
5434,where is this?,skin,foot
5435,what is 'chancre ' on glans penis?,primary lesion,chancre
5436,does this image show close-up well shown?,yes,red papules
5437,does the superior vena cava show close-up well shown?,no,no
5438,what is present?,petechial hemorrhages,"erythema
papules
pustules"
5439,is petechial hemorrhages present?,yes,yes
5440,is siamese twins present?,no,no
5441,where is this?,skin,skin
5442,what does this image show?,body with extensive ecchymoses and desquamation,extensive hemorrhage
5443,how does this image show body?,with extensive ecchymoses and desquamation,exposed skin with extensive hemorrhage
5444,does this image show body with extensive ecchymoses and desquamation?,yes,yes
5445,does underdevelopment show body with extensive ecchymoses and desquamation?,no,yes
5446,how is bone marrow from an infant infected?,with parvovirus b19,Multiple small dark cells
5447,is primary syphilis: primary lesion 'chancre ' on glans penis?,yes,yes
5448,what is present?,palpable purpura with desquamation,extensive red discoloration
5449,is palpable purpura with desquamation present?,yes,yes
5450,is this photo present?,no,yes
5451,where is this?,skin,abdomen
5452,what does this image show?,but not good color petechiae and purpura case of stcell leukemia,erythematous papules
5453,does this image show but not good color petechiae and purpura case of stcell leukemia?,yes,petechiae and purpura present
5454,where is this?,skin,skin
5455,what said to be aml infiltrates?,not best color rendition showing elevated macular lesions on arm,purple macules
5456,what is not best color rendition showing elevated macular lesions on arm said?,to be aml infiltrates,purple
5457,is not best color rendition showing elevated macular lesions on arm said to be aml infiltrates?,yes,elevated macular lesions
5458,is the periphery 'chancre ' on glans penis?,no,yes
5459,is teeth said to be aml infiltrates?,no,no
5460,does this image show?,yes,multiple erythematous macules and papules
5461,does opened muscle show?,no,no
5462,what is present?,acute myelogenous leukemia,"circular lesions
erythema
macules
papules"
5463,is acute myelogenous leukemia present?,yes,no
5464,is cachexia present?,no,no
5465,where is this?,skin,lower limb
5466,what does this image show?,photo of face with multiple typical lesions,multiple dark macules and papules
5467,how does this image show photo of face?,with multiple typical lesions,face
5468,does this image show photo of face with multiple typical lesions?,yes,yes
5469,what is surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?,central coagulative necrosis,lymph node
5470,does lymphoid atrophy in newborn show photo of face with multiple typical lesions?,no,no
5471,what is present?,seborrheic keratosis,multiple dark macules and papules
5472,is seborrheic keratosis present?,yes,yes
5473,is 7182 and 7183 present?,no,yes
5474,where is this?,skin,face
5475,what does this image show?,white skin with multiple lesions,multiple small red spots
5476,how does this image show white skin?,with multiple lesions,white skin
5477,does this image show white skin with multiple lesions?,yes,yes
5478,does pancreas show white skin with multiple lesions?,no,no
5479,what is present?,petechial and purpuric hemorrhages,small red spots
5480,what is central coagulative necrosis surrounded by?,palisades of macrophages and plasma cells marginated peripherally by fibroblasts,lymphocytes
5481,is petechial and purpuric hemorrhages present?,yes,yes
5482,is trophic changes present?,no,no
5483,where is this?,skin,skin
5484,what does this image show?,close-up of dorsum of hand with marked pitting edema good example,skin discoloration and swelling
5485,how does this image show close-up of dorsum of hand?,with marked pitting edema good example,close-up of foot
5486,does this image show close-up of dorsum of hand with marked pitting edema good example?,yes,no
5487,does myelomonocytic leukemia show close-up of dorsum of hand with marked pitting edema good example?,no,yes
5488,where is this?,skin,foot and lower leg
5489,what is present?,uremic frost,"irregular surface texture
granular debris
pigmentation variation"
5490,is uremic frost present?,yes,no
5491,is central coagulative necrosis surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?,yes,no
5492,is face present?,no,no
5493,where is this?,skin,skin
5494,what does this image show?,buttock and thigh with severe cellulitis and desquamation caused by a clostridium,extensive tissue necrosis and ulceration
5495,how does this image show buttock and thigh?,with severe cellulitis desquamation caused by a clostridium,buttock and thigh
5496,does this image show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?,yes,"buttock and thigh
severe cellulitis
desquamation"
5497,does immunostain for growth hormone show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?,no,buttock and thigh with severe cellulitis and desquamation
5498,where is this?,skin,leg
5499,what does this image show?,large necrotic ulcers over sacrum buttocks and hips,extensive cutaneous wounds
5500,does this image show large necrotic ulcers over sacrum buttocks and hips?,yes,yes
5501,does lymphangiomatosis generalized show large necrotic ulcers over sacrum buttocks and hips?,no,no
5502,is adp surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?,no,no
5503,what is present?,decubitus ulcer,extensive cutaneous wounds
5504,is decubitus ulcer present?,yes,yes
5505,is subependymal giant cell astrocytoma present?,no,no
5506,where is this?,skin,extensive cutaneous wounds
5507,what does this image show?,portion of nose typical exophytic lesion with heaped-up margins and central ulceration,tumour
5508,how does this image show portion of nose typical exophytic lesion?,with heaped-up margins and central ulceration,irregular fleshy mass with ulceration
5509,does this image show portion of nose typical exophytic lesion with heaped-up margins and central ulceration?,yes,yes
5510,does stein leventhal show portion of nose typical exophytic lesion with heaped-up margins and central ulceration?,no,yes
5511,what is present?,squamous cell carcinoma,mass with hemorrhage
5512,is squamous cell carcinoma present?,yes,yes
5513,what is used for demonstration of microbes?,common stains,fungal hyphae
5514,is this close-up of cut surface infiltrates present?,no,yes
5515,where is this?,skin,gastrointestinal tract
5516,what is present?,petechiae,red hemorrhagic spots
5517,is petechiae present?,yes,yes
5518,is close-up tumor well shown primary not stated present?,no,close-up tumor not stated present
5519,where is this?,skin,skin
5520,what does this image show?,good abdominal stria,lichenoid papules
5521,does this image show good abdominal stria?,yes,no
5522,does liver show good abdominal stria?,no,not visible
5523,where is this?,skin,skin
5524,what is ommon stains used for?,demonstration of microbes,hematoxylin and eosin
5525,what does this image show?,skin,"keratinized squamous epithelium
inflammatory infiltrate"
5526,"does this image show skin, epidermolysis bullosa?",yes,no
5527,"does view of knee at autopsy show skin, epidermolysis bullosa?",no,yes
5528,where is this?,skin,skin epidermis
5529,what does this image show?,skin,fibrous tissue with spindle cells and multinucleated giant cells
5530,"does this image show skin, neurofibromatosis?",yes,no
5531,"does marfans syndrome show skin, neurofibromatosis?",no,no
5532,where is this?,skin,neurotypical tissue
5533,what does this image show?,skin,"epidermis
dermis
basal membrane"
5534,"does this image show skin, neurofibromatosis?",yes,skin
5535,is ommon stains used for demonstration of microbes?,yes,gram stain
5536,"does monoclonal gammopathy show skin, neurofibromatosis?",no,"skin thickening
neurofibromatosis not visible"
5537,where is this?,skin,"epidermis
dermis
basal membrane"
5538,what does this image show?,skin,"epidermis
stratum corneum
basal layer
keratinocytes
lamina propria
inflammatory cells"
5539,"does this image show skin, kaposis 's sarcoma?",yes,skin
5540,"does exostosis show skin, kaposis 's sarcoma?",no,skin present
5541,where is this?,skin,epidermis
5542,what does this image show?,thermal burned skin,skin epidermis
