"ID","question","correct_answer","model_output"
"4948","is oral present?","yes","answer: yes"
"4949","is adenocarcinoma present?","no","answer: yes"
"4950","where is this?","oral","answer: lung"
"4951","what does this image show?","incisive canal cyst nasopalatien duct cyst","answer: calcification"
"4952","does this image show incisive canal cyst nasopalatien duct cyst?","yes","answer: incisive canal cyst"
"4953","does alpha smooth muscle actin immunohistochemical show incisive canal cyst nasopalatien duct cyst?","no","answer: yes"
"4954","what is present?","oral","answer: osteomyelitis"
"4955","is oral present?","yes","answer: yes"
"4956","is endocervical polyp present?","no","answer: yes"
"4957","where is this?","oral","answer: foot"
"4958","do the deposits show apple-green birefringence?","no","answer: yes"
"4959","what does this image show?","osteoblastoma","answer: osteomyelitis"
"4960","does this image show osteoblastoma?","yes","answer: yes"
"4961","does excellent example show osteoblastoma?","no","answer: yes"
"4962","what is present?","oral","answer: radiodense lesion"
"4963","is oral present?","yes","answer: yes"
"4964","is excellent example case present?","no","answer: yes"
"4965","where is this?","oral","answer: lung"
"4966","what does this image show?","chronic osteomyelitis","answer: pulmonary nodule"
"4967","does this image show chronic osteomyelitis?","yes","answer: yes"
"4968","does appendix show chronic osteomyelitis?","no","answer: yes"
"4969","what is congested?","the margin","answer: lung"
"4970","what is present?","oral","answer: bowel obstruction"
"4971","is oral present?","yes","answer: yes"
"4972","is heart present?","no","answer: yes"
"4973","where is this?","oral","answer: esophagus"
"4974","what does this image show?","mesiodens","answer: esophageal stricture"
"4975","does this image show mesiodens?","yes","answer: yes"
"4976","does infiltrative process show mesiodens?","no","answer: yes"
"4977","what is present?","oral","answer: barium swallow"
"4978","is oral present?","yes","answer: yes"
"4979","is sarcoidosis present?","no","answer: yes"
"4980","is the margin congested?","yes","answer: yes"
"4981","where is this?","oral","answer: jaw"
"4982","what does this image show?","gemination","answer: cavitation"
"4983","does this image show gemination?","yes","answer: yes"
"4984","does chronic lymphocytic leukemia show gemination?","no","answer: yes"
"4985","what is present?","oral","answer: radiolucent teeth"
"4986","is oral present?","yes","answer: yes"
"4987","is meningitis acute present?","no","answer: no"
"4988","where is this?","oral","answer: tooth root"
"4989","what does this image show?","primodial cyst","answer: periapical radiolucency"
"4990","does this image show primodial cyst?","yes","answer: yes"
"4991","is congo red congested?","no","answer: yes"
"4992","does yo show primodial cyst?","no","answer: yes"
"4993","what is present?","oral","answer: periapical radiolucency"
"4994","is oral present?","yes","answer: yes"
"4995","is ulcer with candida infection present?","no","answer: yes"
"4996","what does this image show?","normal pancreas","answer: squamous cell carcinoma"
"4997","does this image show normal pancreas?","yes","answer: no"
"4998","does polycystic disease show normal pancreas?","no","answer: no"
"4999","what does this image show?","pancreas","answer: bowel perforation"
"5000","does this image show pancreas, hemochromatosis?","yes","answer: yes"
"5001","does embryo-fetus show pancreas, hemochromatosis?","no","answer: yes"
"5002","are the ducts dilated and plugged with eosinophilic mucin?","yes","answer: yes"
"5003","what is seen with base resting under the capsule, while the margin is congested?","wedge-shaped shrunken area of pale colour","answer: granulation tissue"
"5004","what does this image show?","pancreatic fat necrosis","answer: lung"
"5005","does this image show pancreatic fat necrosis?","yes","answer: yes"
"5006","does granuloma show pancreatic fat necrosis?","no","answer: yes"
"5007","what does this image show?","pancreatic fat necrosis","answer: small bowel adenocarcinoma"
"5008","does this image show pancreatic fat necrosis?","yes","answer: yes"
"5009","does fixed tissue show pancreatic fat necrosis?","no","answer: yes"
"5010","what does this image show?","pancreas","answer: necrosis"
"5011","does this image show pancreas, hemochromatosis?","yes","answer: yes"
"5012","does coronary artery show pancreas, hemochromatosis?","no","answer: no"
"5013","what does this image show?","islet cell carcinoma","answer: gastric ulceration"
"5014","what is a wedge-shaped shrunken area of pale colour seen with?","base resting under the capsule","answer: alveolar hemorrhage"
"5015","does this image show islet cell carcinoma?","yes","answer: yes"
"5016","does size show islet cell carcinoma?","no","answer: yes"
"5017","what is present?","pancreas","answer: granulomas"
"5018","is pancreas present?","yes","answer: yes"
"5019","is x-ray of femoral heads present?","no","answer: yes"
"5020","what does this image show?","adenocarcinoma","answer: thyroid"
"5021","does this image show adenocarcinoma, body of pancreas?","yes","answer: yes"
"5022","does median lobe hyperplasia with marked cystitis and bladder hypertrophy ureter show adenocarcinoma, body of pancreas?","no","answer: no"
"5023","what does this image show?","chronic pancreatitis with cyst formation","answer: large intestine"
"5024","how does this image show chronic pancreatitis?","with cyst formation","answer: pancreatic atrophy desmoplastic reaction"
"5025","where is base resting?","under the capsule","answer: lung"
"5026","does this image show chronic pancreatitis with cyst formation?","yes","answer: yes"
"5027","does meningioma show chronic pancreatitis with cyst formation?","no","answer: no"
"5028","why does this image show pancreas, uremic pancreatitis?","due to polycystic kidney","answer: pancreatic necrosis"
"5029","what does this image show?","pancreas","answer: acute tubular necrosis"
"5030","does this image show pancreas, uremic pancreatitis due to polycystic kidney?","yes","answer: yes"
"5031","does yo show pancreas, uremic pancreatitis due to polycystic kidney?","no","answer: yes"
"5032","where is this?","pancreas","answer: kidney"
"5033","why does this image show pancreas, uremic pancreatitis?","due to polycystic kidney","answer: hypercalcemia"
"5034","what does this image show?","pancreas","answer: necrosis"
"5035","does this image show pancreas, uremic pancreatitis due to polycystic kidney?","yes","answer: yes"
"5036","is a wedge-shaped shrunken area of pale colour seen with base resting under the capsule, while the margin is congested?","yes","answer: yes"
"5037","does chromophobe adenoma show pancreas, uremic pancreatitis due to polycystic kidney?","no","answer: no"
"5038","where is this?","pancreas","answer: liver"
"5039","what does this image show?","pancreatic fat necrosis","answer: granulomas"
"5040","does this image show pancreatic fat necrosis?","yes","answer: yes"
"5041","does breast show pancreatic fat necrosis?","no","answer: no"
"5042","where is this?","pancreas","answer: prostate"
"5043","what does this image show?","cystic fibrosis","answer: adenocarcinoma"
"5044","does this image show cystic fibrosis?","yes","answer: yes"
"5045","does metastatic colon cancer show cystic fibrosis?","no","answer: no"
"5046","what is present?","pancreas","answer: adenocarcinoma"
"5047","what shows haemorrhage?","the margin of infracted area","answer: liver"
"5048","is pancreas present?","yes","answer: yes"
"5049","is cut surface both testicles on normal and one quite small typical probably due to mumps present?","no","answer: yes"
"5050","where is this?","pancreas","answer: pancreas"
"5051","what does this image show?","cystic fibrosis","answer: adenocarcinoma"
"5052","does this image show cystic fibrosis?","yes","answer: yes"
"5053","does testicle show cystic fibrosis?","no","answer: no"
"5054","what is present?","pancreas","answer: adenocarcinoma"
"5055","is pancreas present?","yes","answer: yes"
"5056","is surface of nodes seen externally in slide present?","no","answer: yes"
"5057","where is this?","pancreas","answer: thymus"
"5058","what does the margin of infracted area show?","haemorrhage","answer: hemorrhage"
"5059","what does this image show?","normal pancreas","answer: muscle"
"5060","does this image show normal pancreas?","yes","answer: no"
"5061","does traumatic rupture show normal pancreas?","no","answer: no"
"5062","where is this?","pancreas","answer: muscle"
"5063","what does this image show?","pancreatic fat necrosis","answer: granulomas"
"5064","does this image show pancreatic fat necrosis?","yes","answer: yes"
"5065","does lesion show pancreatic fat necrosis?","no","answer: yes"
"5066","where is this?","pancreas","answer: liver"
"5067","what does this image show?","pancreatic fat necrosis","answer: granuloma"
"5068","does this image show pancreatic fat necrosis?","yes","answer: yes"
"5069","does the margin of infracted area show haemorrhage?","yes","answer: yes"
"5070","does omphalocele show pancreatic fat necrosis?","no","answer: yes"
"5071","where is this?","pancreas","answer: brain"
"5072","what does this image show?","pancreatic fat necrosis","answer: granuloma"
"5073","does this image show pancreatic fat necrosis?","yes","answer: yes"
"5074","does jejunum show pancreatic fat necrosis?","no","answer: yes"
"5075","where is this?","pancreas","answer: lung"
"5076","what does this image show?","pancreatic fat necrosis","answer: cutaneous leishmaniasis"
"5077","does this image show pancreatic fat necrosis?","yes","answer: yes"
"5078","does nuclear change show pancreatic fat necrosis?","no","answer: yes"
"5079","where is this?","pancreas","answer: skin"
"5080","does the sectioned surface show haemorrhage?","no","answer: yes"
"5081","what does this image show?","pancreatic fat necrosis","answer: granulomatous inflammation"
"5082","does this image show pancreatic fat necrosis?","yes","answer: yes"
"5083","does subdiaphragmatic abscess show pancreatic fat necrosis?","no","answer: yes"
"5084","where is this?","pancreas","answer: prostate"
"5085","what does this image show?","pancreatic fat necrosis","answer: granulomas"
"5086","does this image show pancreatic fat necrosis, pancreatitis/necrosis?","yes","answer: yes"
"5087","does glioma show pancreatic fat necrosis, pancreatitis/necrosis?","no","answer: yes"
"5088","where is this?","pancreas","answer: liver"
"5089","what does this image show?","pancreatic fat necrosis","answer: pancreatitis"
"5090","does this image show pancreatic fat necrosis?","yes","answer: yes"
"5091","what shows outlines of cells only due to coagulative necrosis while the margin of infracted area shows haemorrhage?","the affected area","answer: liver"
"5092","does myocardial infarct show pancreatic fat necrosis?","no","answer: no"
"5093","where is this?","pancreas","answer: stomach"
"5094","what does this image show?","islet cell tumor","answer: adenocarcinoma"
"5095","does this image show islet cell tumor, zollinger ellison syndrome?","yes","answer: yes"
"5096","does temporal muscle hemorrhage show islet cell tumor, zollinger ellison syndrome?","no","answer: no"
"5097","what is present?","pancreas","answer: carcinoma"
"5098","is pancreas present?","yes","answer: yes"
"5099","is periaortic nodes with metastatic carcinoma aorta present?","no","answer: yes"
"5100","where is this?","pancreas","answer: colon"
"5101","what does this image show?","islet cell carcinoma","answer: gastritis"
"5102","does the affected area show outlines of cells only due to coagulative necrosis while the margin of infracted area shows haemorrhage?","yes","answer: yes"
"5103","does this image show islet cell carcinoma?","yes","answer: no"
"5104","does large cell lymphoma show islet cell carcinoma?","no","answer: no"
"5105","what is present?","pancreas","answer: granulomas"
"5106","is pancreas present?","yes","answer: yes"
"5107","is hyalin mass in pituitary which is amyloid there are several slides from this case in this file 23 yowf amyloid limited to brain present?","no","answer: yes"
"5108","where is this?","pancreas","answer: ileum"
"5109","what does this image show?","alveolus capillary and interstitial space","answer: capillary basement membrane"
"5110","does this image show alveolus capillary and interstitial space?","yes","answer: yes"
"5111","what is present?","respiratory","answer: capillary endothelium"
"5112","is respiratory present?","yes","answer: yes"
"5113","are iron deposits shown by a special staining process dilated and plugged with eosinophilic mucin?","no","answer: yes"
"5114","what correspond to five numbers in the text?","the serial numbers in the figure","answer: endothelial injury"
"5115","what does this image show?","normal lung","answer: pulmonary infarction"
"5116","does this image show normal lung?","yes","answer: no"
"5117","what is present?","respiratory","answer: lung carcinoma"
"5118","is respiratory present?","yes","answer: yes"
"5119","where is this?","lung","answer: lung"
"5120","what does this image show?","normal lung","answer: liver"
"5121","does this image show normal lung?","yes","answer: no"
"5122","what is present?","respiratory","answer: liver"
"5123","is respiratory present?","yes","answer: no"
"5124","where is this?","lung","answer: liver"
"5125","how many numbers do the serial numbers in the figure correspond to?","five","answer: three"
"5126","what does this image show?","normal lung","answer: fatty liver"
"5127","does this image show normal lung?","yes","answer: no"
"5128","what is present?","respiratory","answer: hepatocellular carcinoma"
"5129","is respiratory present?","yes","answer: no"
"5130","where is this?","lung","answer: liver"
"5131","what does this image show?","normal lung","answer: granulomatous inflammation"
"5132","does this image show normal lung?","yes","answer: no"
"5133","what is present?","respiratory","answer: lung granuloma"
"5134","is respiratory present?","yes","answer: yes"
"5135","where is this?","lung","answer: lung"
"5136","what do the serial numbers in the figure correspond to in the text?","five numbers","answer: i) contraction of endothelial cells ii) direct injury"
"5137","what does this image show?","lung","answer: lung granulomas"
"5138","does this image show lung, squamous cell carcinoma?","yes","answer: yes"
"5139","what is present?","respiratory","answer: pulmonary hemorrhage"
"5140","is respiratory present?","yes","answer: yes"
"5141","where is this?","lung","answer: lung"
"5142","what does this image show?","lung","answer: pulmonary embolism"
"5143","does this image show lung, diffuse alveolar damage?","yes","answer: yes"
"5144","what is present?","respiratory","answer: vascular congestion"
"5145","is respiratory present?","yes","answer: yes"
"5146","where is this?","lung","answer: liver"
"5147","do the serial numbers in the figure correspond to five numbers in the text?","yes","answer: yes"
"5148","what does this image show?","hilar lymph nodes","answer: granulomatous inflammation"
"5149","does this image show hilar lymph nodes, nodular sclerosing hodgkins disease?","yes","answer: yes"
"5150","what is present?","respiratory","answer: granulomas"
"5151","is respiratory present?","yes","answer: yes"
"5152","where is this?","lung","answer: lung"
"5153","what does this image show?","thromboembolus from leg veins in pulmonary artery","answer: atherosclerosis"
"5154","does this image show thromboembolus from leg veins in pulmonary artery?","yes","answer: yes"
"5155","what is present?","respiratory","answer: atherosclerosis"
"5156","is respiratory present?","yes","answer: yes"
"5157","where is this?","lung","answer: brain"
"5158","do premitotic phases correspond to five numbers in the text?","no","answer: yes"
"5159","what does this image show?","lung","answer: liver necrosis"
"5160","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","answer: yes"
"5161","what is present?","respiratory","answer: hepatic necrosis"
"5162","is respiratory present?","yes","answer: no"
"5163","where is this?","lung","answer: liver"
"5164","what does this image show?","lung","answer: necrosis"
"5165","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","answer: yes"
"5166","what is present?","respiratory","answer: liver necrosis"
"5167","is respiratory present?","yes","answer: no"
"5168","is pituitary present?","no","answer: yes"
"5169","what shows merging capsules and large areas of caseation necrosis?","section of matted mass","answer: tuberculosis"
"5170","where is this?","lung","answer: liver"
"5171","what does this image show?","lung","answer: pulmonary infarction"
"5172","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","answer: yes"
"5173","does amyloid angiopathy r. endocrine show lung, hemorrhagic bronchopneumonia, wilson 's disease?","no","answer: amyloidangiopathy"
"5174","what is present?","respiratory","answer: pulmonary infarction"
"5175","is respiratory present?","yes","answer: yes"
"5176","is granuloma present?","no","answer: yes"
"5177","where is this?","lung","answer: liver"
"5178","how many antitrypsin does this image show lung, emphysema and pneumonia, alpha-deficiency?","1","answer: multiple"
"5179","what does this image show?","lung","answer: infarction"
"5180","does section of matted mass of lymph nodes show merging capsules and large areas of caseation necrosis?","yes","answer: yes"
"5181","does this image show lung, emphysema and pneumonia, alpha-1 antitrypsin deficiency?","yes","answer: yes"
"5182","does heel ulcer show lung, emphysema and pneumonia, alpha-1 antitrypsin deficiency?","no","answer: yes"
"5183","what is present?","respiratory","answer: necrosis"
"5184","is respiratory present?","yes","answer: no"
"5185","is wonder present?","no","answer: yes"
"5186","where is this?","lung","answer: liver"
"5187","what does this image show?","lung","answer: pulmonary hemorrhage"
"5188","does this image show lung, sarcoidosis?","yes","answer: yes"
"5189","does malignant adenoma show lung, sarcoidosis?","no","answer: no"
"5190","what is present?","respiratory","answer: pulmonary hemorrhage"
"5191","does strands show merging capsules and large areas of caseation necrosis?","no","answer: yes"
"5192","is respiratory present?","yes","answer: yes"
"5193","is the excellent uterus present?","no","answer: no"
"5194","where is this?","lung","answer: lungs"
"5195","what does this image show?","lungs","answer: pulmonary infarction"
"5196","does this image show lungs, hyaline membrane disease?","yes","answer: yes"
"5197","does infarction secondary to shock show lungs, hyaline membrane disease?","no","answer: yes"
"5198","what is present?","respiratory","answer: pulmonary edema"
"5199","is respiratory present?","yes","answer: yes"
"5200","is lateral view present?","no","answer: yes"
"5201","where is this?","lung","answer: lungs"
"5202","what does cut section of matted mass of lymph nodes show?","merging capsules and large areas of caseation necrosis","answer: fibrosis"
"5203","what does this image show?","lung","answer: granulomatous inflammation"
"5204","does this image show lung, cyomegalovirus pneumonia?","yes","answer: yes"
"5205","what is present?","respiratory","answer: granulomas"
"5206","is respiratory present?","yes","answer: yes"
"5207","is a bulge present?","no","answer: yes"
"5208","where is this?","lung","answer: liver"
"5209","what does this image show?","lung","answer: alveolar hemorrhage"
"5210","does this image show lung, pneumocystis pneumonia?","yes","answer: yes"
"5211","does spleen show lung, pneumocystis pneumonia?","no","answer: no"
"5212","what is present?","respiratory","answer: alveolar hemorrhage"
"5213","does a cut section of matted mass of lymph nodes show merging capsules and large areas of caseation necrosis?","yes","answer: yes"
"5214","is respiratory present?","yes","answer: no"
"5215","is mesothelioma present?","no","answer: yes"
"5216","where is this?","lung","answer: liver"
"5217","what does this image show?","lung","answer: lung infarction"
"5218","does this image show lung?","yes","answer: yes"
"5219","does leukoplakia vocal cord show lung?","no","answer: no"
"5220","what burn smoke inhalation?","thermal","answer: pulmonary edema"
"5221","do thermal burn smoke inhalation?","yes","answer: yes"
"5222","do meningitis purulent burn smoke inhalation?","no","answer: yes"
"5223","what is present?","respiratory","answer: pulmonary embolism"
"5224","what is infected with parvovirus b19?","bone marrow from an infant","answer: erythroblast"
"5225","does sectioned slice of the liver cut section of matted mass of lymph nodes show merging capsules and large areas of caseation necrosis?","no","answer: yes"
"5226","is respiratory present?","yes","answer: yes"
"5227","is clostridial postmortem growth present?","no","answer: yes"
"5228","where is this?","lung","answer: lung"
"5229","what does this image show?","lung","answer: pulmonary infarction"
"5230","does this image show lung, organizing pneumonia?","yes","answer: yes"
"5231","does neoplasm gland show lung, organizing pneumonia?","no","answer: yes"
"5232","what is present?","respiratory","answer: pulmonary edema"
"5233","is respiratory present?","yes","answer: yes"
"5234","is meningitis acute present?","no","answer: no"
"5235","where is this?","lung","answer: lung"
"5236","what spread to lungs, liver, spleen, kidneys and brain?","miliary","answer: primary complex"
"5237","what does this image show?","lung carcinoma","answer: pulmonary aspergillosis"
"5238","does this image show lung carcinoma?","yes","answer: yes"
"5239","does hypersegmented neutrophil show lung carcinoma?","no","answer: yes"
"5240","what is present?","respiratory","answer: pulmonary tuberculosis"
"5241","is respiratory present?","yes","answer: yes"
"5242","is infarct present?","no","answer: yes"
"5243","where is this?","lung","answer: lung"
"5244","what does this image show?","lung carcinoma","answer: pulmonary hemorrhage"
"5245","does this image show lung carcinoma?","yes","answer: yes"
"5246","does maxillary sinus show lung carcinoma?","no","answer: no"
"5247","what did miliary spread to?","lungs","answer: lungs, liver, kidneys"
"5248","what is present?","respiratory","answer: lung parenchyma"
"5249","is respiratory present?","yes","answer: yes"
"5250","is fetus developing very early present?","no","answer: yes"
"5251","where is this?","lung","answer: lungs"
"5252","what does this image show?","lung fibrosis","answer: pulmonary infarction"
"5253","does this image show lung fibrosis, scleroderma?","yes","answer: yes"
"5254","what is present?","respiratory","answer: granulomatous inflammation"
"5255","is respiratory present?","yes","answer: yes"
"5256","where is this?","lung","answer: lung"
"5257","what stain?","this image shows lung","answer: gram stain"
"5258","did miliary spread to lungs, liver, spleen, kidneys and brain?","yes","answer: yes"
"5259","do this image shows lung, bronchopneumonia, bacterial, tissue gram stain?","yes","answer: yes"
"5260","what is present?","respiratory","answer: bacteria"
"5261","is respiratory present?","yes","answer: yes"
"5262","where is this?","lung","answer: brain"
"5263","what does this image show?","lung","answer: granulomatous inflammation"
"5264","does this image show lung, bronchopneumonia, bacterial?","yes","answer: yes"
"5265","what is present?","respiratory","answer: granulomas"
"5266","is respiratory present?","yes","answer: yes"
"5267","where is this?","lung","answer: lung"
"5268","what does this image show?","lung","answer: pulmonary granulomatosis"
"5269","did these cells spread to lungs, liver, spleen, kidneys and brain?","no","answer: yes"
"5270","does this image show lung, emphysema in a chronic smoker?","yes","answer: yes"
"5271","does histoplasmosis show lung, emphysema in a chronic smoker?","no","answer: no"
"5272","what is present?","respiratory","answer: pulmonary hemorrhage"
"5273","is respiratory present?","yes","answer: yes"
"5274","is retroperitoneal leiomyosarcoma present?","no","answer: yes"
"5275","where is this?","lung","answer: lung"
"5276","what does this image show?","lung","answer: granulomas"
"5277","does this image show lung, diffuse alveolar damage?","yes","answer: yes"
"5278","does male reproductive show lung, diffuse alveolar damage?","no","answer: no"
"5279","what is present?","respiratory","answer: granulomas"
"5280","what have numerous acid-fast bacilli not shown here in afb staining?","these cases","answer: mycobacteria"
"5281","is respiratory present?","yes","answer: yes"
"5282","is side present?","no","answer: yes"
"5283","where is this?","lung","answer: lung"
"5284","what does this image show?","lung","answer: granuloma"
"5285","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","answer: yes"
"5286","does anencephaly show lung, hemorrhagic bronchopneumonia, wilson 's disease?","no","answer: no"
"5287","what is present?","respiratory","answer: granulomas"
"5288","is respiratory present?","yes","answer: no"
"5289","is malignant lymphoma large cell type present?","no","answer: yes"
"5290","where is this?","lung","answer: lung"
"5291","do these cases have numerous acid-fast bacilli not shown here in afb staining?","yes","answer: yes"
"5292","what does this image show?","lung","answer: granulomatous inflammation"
"5293","does this image show lung, mycobacterium tuberculosis, granulomas and giant cells?","yes","answer: yes"
"5294","does amyloid angiopathy r. endocrine show lung, mycobacterium tuberculosis, granulomas and giant cells?","no","answer: yes"
"5295","what is present?","respiratory","answer: granulomas"
"5296","is respiratory present?","yes","answer: yes"
"5297","is so-called median bar present?","no","answer: yes"
"5298","where is this?","lung","answer: lung"
"5299","what does this image show?","lung","answer: granulomatous inflammation"
"5300","does this image show lung, mycobacterium tuberculosis, granulomas and giant cells?","yes","answer: yes"
"5301","does quite good liver show lung, mycobacterium tuberculosis, granulomas and giant cells?","no","answer: no"
"5302","do apoptosis have numerous acid-fast bacilli not shown here in afb staining?","no","answer: yes"
"5303","what is present?","respiratory","answer: granulomas"
"5304","is respiratory present?","yes","answer: yes"
"5305","is fracture present?","no","answer: no"
"5306","where is this?","lung","answer: brain"
"5307","what does this image show?","lung","answer: granulomas"
"5308","does this image show lung, mycobacterium tuberculosis, acid fast?","yes","answer: yes"
"5309","does ulcer with candida infection show lung, mycobacterium tuberculosis, acid fast?","no","answer: no"
"5310","what is present?","respiratory","answer: granulomas"
"5311","is respiratory present?","yes","answer: no"
"5312","is cut surface typical ivory vertebra do not have history at this time diagnosis present?","no","answer: yes"
"5313","what is collection of proliferating foam macrophages in the dermis with?","a clear subepidermal zone","answer: sebum"
"5314","where is this?","lung","answer: liver"
"5315","what does this image show?","lung","answer: granulomas"
"5316","does this image show lung, mycobacterium tuberculosis, acid fast?","yes","answer: yes"
"5317","does good example of muscle atrophy show lung, mycobacterium tuberculosis, acid fast?","no","answer: no"
"5318","what is present?","respiratory","answer: granulomas"
"5319","is respiratory present?","yes","answer: yes"
"5320","is hyperplasia median bar present?","no","answer: yes"
"5321","where is this?","lung","answer: spleen"
"5322","what does this image show?","lung","answer: granulomatous inflammation"
"5323","how does this image show lung, pneumonia and hemosiderin laden macrophages in patient?","with sickle cell disease iatrogenic hemosiderosis","answer: alveolar hemorrhage"
"5324","what is there of proliferating foam macrophages in the dermis with a clear subepidermal zone?","collection of proliferating foam macrophages","answer: eczema"
"5325","what is present?","respiratory","answer: granulomas"
"5326","where is this?","lung","answer: lung"
"5327","what does this image show?","lung","answer: granulomatous inflammation"
"5328","does this image show lung, sarcoidosis, multinucleated giant cells?","yes","answer: yes"
"5329","what is present?","respiratory","answer: granulomas"
"5330","is respiratory present?","yes","answer: yes"
"5331","where is this?","lung","answer: brain"
"5332","what does this image show?","lung","answer: granuloma"
"5333","how does this image show lung, sarcoidosis, multinucleated giant cells?","with asteroid bodies","answer: presence"
"5334","does this image show lung, sarcoidosis, multinucleated giant cells with asteroid bodies?","yes","answer: yes"
"5335","what is bone marrow from an infant infected with?","parvovirus b19","answer: mycobacterium tuberculosis"
"5336","is there collection of proliferating foam macrophages in the dermis with a clear subepidermal zone?","yes","answer: yes"
"5337","what is present?","respiratory","answer: granulomas"
"5338","is respiratory present?","yes","answer: yes"
"5339","where is this?","lung","answer: lymph node"
"5340","what does this image show?","lung","answer: pulmonary granuloma"
"5341","does this image show lung, bronchopneumonia?","yes","answer: yes"
"5342","what is present?","respiratory","answer: granulomas"
"5343","is respiratory present?","yes","answer: yes"
"5344","where is this?","lung","answer: lung"
"5345","why does this image show lung, hyaline membrane disease, yellow discoloration?","due to hyperbilirubinemia","answer: alveolar proteinosis"
"5346","what does this image show?","lung","answer: granulomatous inflammation"
"5347","what is composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","granuloma","answer: granuloma"
"5348","does this image show lung, hyaline membrane disease, yellow discoloration due to hyperbilirubinemia?","yes","answer: no"
"5349","does erythrophagocytosis new born show lung, hyaline membrane disease, yellow discoloration due to hyperbilirubinemia?","no","answer: yes"
"5350","what is present?","respiratory","answer: granuloma"
"5351","is respiratory present?","yes","answer: yes"
"5352","is lymphangiomatosis generalized present?","no","answer: yes"
"5353","where is this?","lung","answer: lung"
"5354","what does this image show?","lung","answer: granuloma"
"5355","does this image show lung, histoplasma pneumonia?","yes","answer: yes"
"5356","does meningioma show lung, histoplasma pneumonia?","no","answer: no"
"5357","what is present?","respiratory","answer: granulomas"
"5358","what is the granuloma composed of?","epithelioid cells with sparse langhans ' giant cells and lymphocytes","answer: epithelioid cells lymphocytes and giant cells"
"5359","is respiratory present?","yes","answer: no"
"5360","is intraductal papillomatosis present?","no","answer: yes"
"5361","where is this?","lung","answer: lung"
"5362","what does this image show?","lung","answer: *coccidioides imbris*"
"5363","does this image show lung, histoplasma pneumonia?","yes","answer: yes"
"5364","does cranial artery show lung, histoplasma pneumonia?","no","answer: yes"
"5365","what stain?","silver","answer: alcian blue"
"5366","do silver stain?","yes","answer: yes"
"5367","do hemorrhage associated with placental abruption stain?","no","answer: yes"
"5368","what is present?","respiratory","answer: cryptococci"
"5369","is the granuloma composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","yes","answer: yes"
"5370","is respiratory present?","yes","answer: yes"
"5371","is wonder present?","no","answer: yes"
"5372","where is this?","lung","answer: brain"
"5373","what does this image show?","lung","answer: brownian movement"
"5374","does this image show lung, cryptococcal pneumonia, touch impression under phase contract?","yes","answer: yes"
"5375","does source show lung, cryptococcal pneumonia, touch impression under phase contract?","no","answer: yes"
"5376","what is present?","respiratory","answer: acid-fast bacilli"
"5377","is respiratory present?","yes","answer: yes"
"5378","is gram present?","no","answer: yes"
"5379","where is this?","lung","answer: urine"
"5380","is necrosis composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","no","answer: yes"
"5381","what does this image show?","lung","answer: granulomatous inflammation"
"5382","does this image show lung, pneumocystis pneumonia?","yes","answer: yes"
"5383","does meningitis acute show lung, pneumocystis pneumonia?","no","answer: no"
"5384","what is present?","respiratory","answer: granulomas"
"5385","is respiratory present?","yes","answer: yes"
"5386","is chronic lymphocytic leukemia present?","no","answer: yes"
"5387","where is this?","lung","answer: brain"
"5388","what does this image show?","lung","answer: granuloma"
"5389","does this image show lung, cystic fibrosis?","yes","answer: yes"
"5390","does opened larynx show lung, cystic fibrosis?","no","answer: yes"
"5391","what is composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","granuloma","answer: granuloma"
"5392","what is present?","respiratory","answer: granulomas"
"5393","is respiratory present?","yes","answer: yes"
"5394","is this photo of infant from head to toe present?","no","answer: yes"
"5395","where is this?","lung","answer: lymph node"
"5396","what does this image show?","tuberculosis","answer: renal cell carcinoma"
"5397","does this image show tuberculosis, empyema?","yes","answer: yes"
"5398","does basilar skull fracture show tuberculosis, empyema?","no","answer: yes"
"5399","what is present?","respiratory","answer: pancreatic adenocarcinoma"
"5400","is respiratory present?","yes","answer: no"
"5401","is traumatic rupture present?","no","answer: yes"
"5402","what is the granuloma composed of with sparse langhans ' giant cells and lymphocytes?","epithelioid cells with sparse langhans ' giant cells and lymphocytes","answer: tuberculosis"
"5403","where is this?","lung","answer: liver"
"5404","what does this image show?","lung","answer: bronchiectasis"
"5405","does this image show lung, hematoma?","yes","answer: yes"
"5406","does senile plaque show lung, hematoma?","no","answer: no"
"5407","what is present?","respiratory","answer: bronchiectasis"
"5408","is respiratory present?","yes","answer: yes"
"5409","is acute inflammation present?","no","answer: yes"
"5410","where is this?","lung","answer: bronchus"
"5411","what does this image show?","chest x ray 34 year old alcoholic with lobar pneumonia and fulminant sepsis blood culture pneumococcus and klebsiella","answer: consolidation"
"5412","what is present?","lung","answer: consolidation"
"5413","is the granuloma composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","yes","answer: yes"
"5414","is lung present?","yes","answer: yes"
"5415","is spinal column present?","no","answer: yes"
