ID,question,correct_answer,model_output
4919,where is this?,oral,oral
4920,what does this image show?,facial abscess,hemangioma
4921,does this image show facial abscess?,yes,yes
4922,does choanal patency show facial abscess?,no,no
4923,what is present?,oral,face
4924,is oral present?,yes,yes
4925,what shows apple-green birefringence?,c,the tumour
4926,is anomalous origin present?,no,no
4927,where is this?,oral,oral
4928,what does this image show?,chronic hyperplastic pulpitis,gingival leukemic infiltrate
4929,does this image show chronic hyperplastic pulpitis?,yes,yes
4930,does myelomonocytic leukemia show chronic hyperplastic pulpitis?,no,no
4931,what is present?,oral,oral
4932,is oral present?,yes,yes
4933,is cut surface typical ivory vertebra do not have history at this time diagnosis present?,no,no
4934,where is this?,oral,oral
4935,what does this image show?,dentinogenesis imperfecta,gingival leukoplakia
4936,does the corresponding area show apple-green birefringence?,yes,yes
4937,does this image show dentinogenesis imperfecta?,yes,yes
4938,does median lobe hyperplasia with marked cystitis and bladder hypertrophy ureter show dentinogenesis imperfecta?,no,no
4939,what is present?,oral,oral
4940,is oral present?,yes,yes
4941,is hemorrhagic corpus luteum present?,no,no
4942,where is this?,oral,oral
4943,what does this image show?,fluorosis,amelogenesis imperfecta
4944,does this image show fluorosis?,yes,yes
4945,does the superior vena cava show fluorosis?,no,no
4946,what is present?,oral,oral
4947,does each fibril show apple-green birefringence?,no,no
4948,is oral present?,yes,yes
4949,is adenocarcinoma present?,no,no
4950,where is this?,oral,oral
4951,what does this image show?,incisive canal cyst nasopalatien duct cyst,x-ray of left side of face with right side not visible
4952,does this image show incisive canal cyst nasopalatien duct cyst?,yes,yes
4953,does alpha smooth muscle actin immunohistochemical show incisive canal cyst nasopalatien duct cyst?,no,no
4954,what is present?,oral,oral
4955,is oral present?,yes,yes
4956,is endocervical polyp present?,no,no
4957,where is this?,oral,oral
4958,do the deposits show apple-green birefringence?,no,yes
4959,what does this image show?,osteoblastoma,large osteolytic lesion
4960,does this image show osteoblastoma?,yes,yes
4961,does excellent example show osteoblastoma?,no,no
4962,what is present?,oral,oral
4963,is oral present?,yes,yes
4964,is excellent example case present?,no,no
4965,where is this?,oral,oral
4966,what does this image show?,chronic osteomyelitis,odontogenic cyst
4967,does this image show chronic osteomyelitis?,yes,yes
4968,does appendix show chronic osteomyelitis?,no,no
4969,what is congested?,the margin,the periphery
4970,what is present?,oral,oral
4971,is oral present?,yes,yes
4972,is heart present?,no,no
4973,where is this?,oral,oral
4974,what does this image show?,mesiodens,odontogenic cyst
4975,does this image show mesiodens?,yes,yes
4976,does infiltrative process show mesiodens?,no,no
4977,what is present?,oral,oral
4978,is oral present?,yes,yes
4979,is sarcoidosis present?,no,no
4980,is the margin congested?,yes,no
4981,where is this?,oral,oral
4982,what does this image show?,gemination,periodontal disease
4983,does this image show gemination?,yes,yes
4984,does chronic lymphocytic leukemia show gemination?,no,no
4985,what is present?,oral,oral
4986,is oral present?,yes,yes
4987,is meningitis acute present?,no,no
4988,where is this?,oral,oral
4989,what does this image show?,primodial cyst,periodontal disease
4990,does this image show primodial cyst?,yes,yes
4991,is congo red congested?,no,no
4992,does yo show primodial cyst?,no,no
4993,what is present?,oral,oral
4994,is oral present?,yes,yes
4995,is ulcer with candida infection present?,no,no
4996,what does this image show?,normal pancreas,stomach
4997,does this image show normal pancreas?,yes,yes
4998,does polycystic disease show normal pancreas?,no,no
4999,what does this image show?,pancreas,stomach
5000,"does this image show pancreas, hemochromatosis?",yes,yes
5001,"does embryo-fetus show pancreas, hemochromatosis?",no,no
5002,are the ducts dilated and plugged with eosinophilic mucin?,yes,yes
5003,"what is seen with base resting under the capsule, while the margin is congested?",wedge-shaped shrunken area of pale colour,the tumour
5004,what does this image show?,pancreatic fat necrosis,adrenal
5005,does this image show pancreatic fat necrosis?,yes,yes
5006,does granuloma show pancreatic fat necrosis?,no,no
5007,what does this image show?,pancreatic fat necrosis,stomach
5008,does this image show pancreatic fat necrosis?,yes,yes
5009,does fixed tissue show pancreatic fat necrosis?,no,no
5010,what does this image show?,pancreas,colon
5011,"does this image show pancreas, hemochromatosis?",yes,yes
5012,"does coronary artery show pancreas, hemochromatosis?",no,no
5013,what does this image show?,islet cell carcinoma,brain
5014,what is a wedge-shaped shrunken area of pale colour seen with?,base resting under the capsule,a wedge-shaped area of pale colour
5015,does this image show islet cell carcinoma?,yes,yes
5016,does size show islet cell carcinoma?,no,no
5017,what is present?,pancreas,gastrointestinal
5018,is pancreas present?,yes,yes
5019,is x-ray of femoral heads present?,no,no
5020,what does this image show?,adenocarcinoma,pancreatic fat necrosis
5021,"does this image show adenocarcinoma, body of pancreas?",yes,yes
5022,"does median lobe hyperplasia with marked cystitis and bladder hypertrophy ureter show adenocarcinoma, body of pancreas?",no,no
5023,what does this image show?,chronic pancreatitis with cyst formation,stomach
5024,how does this image show chronic pancreatitis?,with cyst formation,with ductal stenosis
5025,where is base resting?,under the capsule,on the right side of the chest
5026,does this image show chronic pancreatitis with cyst formation?,yes,yes
5027,does meningioma show chronic pancreatitis with cyst formation?,no,no
5028,"why does this image show pancreas, uremic pancreatitis?",due to polycystic kidney,due to dialysis
5029,what does this image show?,pancreas,pancreas
5030,"does this image show pancreas, uremic pancreatitis due to polycystic kidney?",yes,yes
5031,"does yo show pancreas, uremic pancreatitis due to polycystic kidney?",no,no
5032,where is this?,pancreas,urinary
5033,"why does this image show pancreas, uremic pancreatitis?",due to polycystic kidney,due to chronic renal failure
5034,what does this image show?,pancreas,thyroid
5035,"does this image show pancreas, uremic pancreatitis due to polycystic kidney?",yes,yes
5036,"is a wedge-shaped shrunken area of pale colour seen with base resting under the capsule, while the margin is congested?",yes,no
5037,"does chromophobe adenoma show pancreas, uremic pancreatitis due to polycystic kidney?",no,no
5038,where is this?,pancreas,pancreas
5039,what does this image show?,pancreatic fat necrosis,pancreas
5040,does this image show pancreatic fat necrosis?,yes,yes
5041,does breast show pancreatic fat necrosis?,no,no
5042,where is this?,pancreas,pancreas
5043,what does this image show?,cystic fibrosis,thyroid
5044,does this image show cystic fibrosis?,yes,yes
5045,does metastatic colon cancer show cystic fibrosis?,no,no
5046,what is present?,pancreas,endocrine
5047,what shows haemorrhage?,the margin of infracted area,the stroma
5048,is pancreas present?,yes,yes
5049,is cut surface both testicles on normal and one quite small typical probably due to mumps present?,no,no
5050,where is this?,pancreas,pancreas
5051,what does this image show?,cystic fibrosis,pancreatic fat necrosis
5052,does this image show cystic fibrosis?,yes,yes
5053,does testicle show cystic fibrosis?,no,no
5054,what is present?,pancreas,gastrointestinal
5055,is pancreas present?,yes,no
5056,is surface of nodes seen externally in slide present?,no,no
5057,where is this?,pancreas,pancreas
5058,what does the margin of infracted area show?,haemorrhage,necrosis and haemorrhage
5059,what does this image show?,normal pancreas,pancreas
5060,does this image show normal pancreas?,yes,yes
5061,does traumatic rupture show normal pancreas?,no,no
5062,where is this?,pancreas,pancreas
5063,what does this image show?,pancreatic fat necrosis,thyroid
5064,does this image show pancreatic fat necrosis?,yes,yes
5065,does lesion show pancreatic fat necrosis?,no,no
5066,where is this?,pancreas,endocrine
5067,what does this image show?,pancreatic fat necrosis,thyroid
5068,does this image show pancreatic fat necrosis?,yes,yes
5069,does the margin of infracted area show haemorrhage?,yes,yes
5070,does omphalocele show pancreatic fat necrosis?,no,no
5071,where is this?,pancreas,endocrine
5072,what does this image show?,pancreatic fat necrosis,pancreatic fat necrosis
5073,does this image show pancreatic fat necrosis?,yes,yes
5074,does jejunum show pancreatic fat necrosis?,no,no
5075,where is this?,pancreas,pancreas
5076,what does this image show?,pancreatic fat necrosis,pancreas
5077,does this image show pancreatic fat necrosis?,yes,yes
5078,does nuclear change show pancreatic fat necrosis?,no,no
5079,where is this?,pancreas,endocrine
5080,does the sectioned surface show haemorrhage?,no,yes
5081,what does this image show?,pancreatic fat necrosis,pancreas
5082,does this image show pancreatic fat necrosis?,yes,yes
5083,does subdiaphragmatic abscess show pancreatic fat necrosis?,no,no
5084,where is this?,pancreas,pancreas
5085,what does this image show?,pancreatic fat necrosis,pancreatic fat necrosis
5086,"does this image show pancreatic fat necrosis, pancreatitis/necrosis?",yes,yes
5087,"does glioma show pancreatic fat necrosis, pancreatitis/necrosis?",no,no
5088,where is this?,pancreas,liver
5089,what does this image show?,pancreatic fat necrosis,pancreatic fat necrosis
5090,does this image show pancreatic fat necrosis?,yes,yes
5091,what shows outlines of cells only due to coagulative necrosis while the margin of infracted area shows haemorrhage?,the affected area,necrosis
5092,does myocardial infarct show pancreatic fat necrosis?,no,no
5093,where is this?,pancreas,gastrointestinal
5094,what does this image show?,islet cell tumor,pancreatic fat necrosis
5095,"does this image show islet cell tumor, zollinger ellison syndrome?",yes,yes
5096,"does temporal muscle hemorrhage show islet cell tumor, zollinger ellison syndrome?",no,no
5097,what is present?,pancreas,gastrointestinal
5098,is pancreas present?,yes,no
5099,is periaortic nodes with metastatic carcinoma aorta present?,no,no
5100,where is this?,pancreas,oral
5101,what does this image show?,islet cell carcinoma,colon
5102,does the affected area show outlines of cells only due to coagulative necrosis while the margin of infracted area shows haemorrhage?,yes,yes
5103,does this image show islet cell carcinoma?,yes,yes
5104,does large cell lymphoma show islet cell carcinoma?,no,no
5105,what is present?,pancreas,gastrointestinal
5106,is pancreas present?,yes,no
5107,is hyalin mass in pituitary which is amyloid there are several slides from this case in this file 23 yowf amyloid limited to brain present?,no,no
5108,where is this?,pancreas,gastrointestinal
5109,what does this image show?,alveolus capillary and interstitial space,vasculitis
5110,does this image show alveolus capillary and interstitial space?,yes,yes
5111,what is present?,respiratory,cardiovascular
5112,is respiratory present?,yes,yes
5113,are iron deposits shown by a special staining process dilated and plugged with eosinophilic mucin?,no,yes
5114,what correspond to five numbers in the text?,the serial numbers in the figure,the numbers
5115,what does this image show?,normal lung,lung
5116,does this image show normal lung?,yes,yes
5117,what is present?,respiratory,respiratory
5118,is respiratory present?,yes,yes
5119,where is this?,lung,lung
5120,what does this image show?,normal lung,lung
5121,does this image show normal lung?,yes,yes
5122,what is present?,respiratory,respiratory
5123,is respiratory present?,yes,yes
5124,where is this?,lung,lung
5125,how many numbers do the serial numbers in the figure correspond to?,five,three
5126,what does this image show?,normal lung,brain
5127,does this image show normal lung?,yes,yes
5128,what is present?,respiratory,nervous
5129,is respiratory present?,yes,yes
5130,where is this?,lung,nervous
5131,what does this image show?,normal lung,lung
5132,does this image show normal lung?,yes,yes
5133,what is present?,respiratory,respiratory
5134,is respiratory present?,yes,yes
5135,where is this?,lung,lung
5136,what do the serial numbers in the figure correspond to in the text?,five numbers,the various stages of atherosclerosis
5137,what does this image show?,lung,lung
5138,"does this image show lung, squamous cell carcinoma?",yes,yes
5139,what is present?,respiratory,respiratory
5140,is respiratory present?,yes,yes
5141,where is this?,lung,lung
5142,what does this image show?,lung,lung
5143,"does this image show lung, diffuse alveolar damage?",yes,yes
5144,what is present?,respiratory,respiratory
5145,is respiratory present?,yes,yes
5146,where is this?,lung,lung
5147,do the serial numbers in the figure correspond to five numbers in the text?,yes,no
5148,what does this image show?,hilar lymph nodes,lung
5149,"does this image show hilar lymph nodes, nodular sclerosing hodgkins disease?",yes,yes
5150,what is present?,respiratory,respiratory
5151,is respiratory present?,yes,yes
5152,where is this?,lung,lung
5153,what does this image show?,thromboembolus from leg veins in pulmonary artery,lung
5154,does this image show thromboembolus from leg veins in pulmonary artery?,yes,yes
5155,what is present?,respiratory,respiratory
5156,is respiratory present?,yes,yes
5157,where is this?,lung,lung
5158,do premitotic phases correspond to five numbers in the text?,no,no
5159,what does this image show?,lung,lung
5160,"does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?",yes,yes
5161,what is present?,respiratory,respiratory
5162,is respiratory present?,yes,yes
5163,where is this?,lung,lung
5164,what does this image show?,lung,lung
5165,"does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?",yes,yes
5166,what is present?,respiratory,respiratory
5167,is respiratory present?,yes,yes
5168,is pituitary present?,no,no
5169,what shows merging capsules and large areas of caseation necrosis?,section of matted mass,the upper lobe
5170,where is this?,lung,lung
5171,what does this image show?,lung,lung
5172,"does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?",yes,yes
5173,"does amyloid angiopathy r. endocrine show lung, hemorrhagic bronchopneumonia, wilson 's disease?",no,no
5174,what is present?,respiratory,respiratory
5175,is respiratory present?,yes,yes
5176,is granuloma present?,no,no
5177,where is this?,lung,lung
5178,"how many antitrypsin does this image show lung, emphysema and pneumonia, alpha-deficiency?",1,one
5179,what does this image show?,lung,lung
5180,does section of matted mass of lymph nodes show merging capsules and large areas of caseation necrosis?,yes,yes
5181,"does this image show lung, emphysema and pneumonia, alpha-1 antitrypsin deficiency?",yes,yes
5182,"does heel ulcer show lung, emphysema and pneumonia, alpha-1 antitrypsin deficiency?",no,no
5183,what is present?,respiratory,respiratory
5184,is respiratory present?,yes,yes
5185,is wonder present?,no,no
5186,where is this?,lung,lung
5187,what does this image show?,lung,lung
5188,"does this image show lung, sarcoidosis?",yes,yes
5189,"does malignant adenoma show lung, sarcoidosis?",no,no
5190,what is present?,respiratory,respiratory
5191,does strands show merging capsules and large areas of caseation necrosis?,no,no
5192,is respiratory present?,yes,yes
5193,is the excellent uterus present?,no,no
5194,where is this?,lung,lung
5195,what does this image show?,lungs,lung
5196,"does this image show lungs, hyaline membrane disease?",yes,yes
5197,"does infarction secondary to shock show lungs, hyaline membrane disease?",no,no
5198,what is present?,respiratory,respiratory
5199,is respiratory present?,yes,yes
5200,is lateral view present?,no,no
5201,where is this?,lung,lung
5202,what does cut section of matted mass of lymph nodes show?,merging capsules and large areas of caseation necrosis,multiple foci of caseation necrosis
5203,what does this image show?,lung,lung
5204,"does this image show lung, cyomegalovirus pneumonia?",yes,yes
5205,what is present?,respiratory,respiratory
5206,is respiratory present?,yes,yes
5207,is a bulge present?,no,no
5208,where is this?,lung,lung
5209,what does this image show?,lung,lung
5210,"does this image show lung, pneumocystis pneumonia?",yes,yes
5211,"does spleen show lung, pneumocystis pneumonia?",no,no
5212,what is present?,respiratory,lung
5213,does a cut section of matted mass of lymph nodes show merging capsules and large areas of caseation necrosis?,yes,yes
5214,is respiratory present?,yes,yes
5215,is mesothelioma present?,no,no
5216,where is this?,lung,lung
5217,what does this image show?,lung,lung
5218,does this image show lung?,yes,yes
5219,does leukoplakia vocal cord show lung?,no,no
5220,what burn smoke inhalation?,thermal,lung
5221,do thermal burn smoke inhalation?,yes,yes
5222,do meningitis purulent burn smoke inhalation?,no,no
5223,what is present?,respiratory,respiratory
5224,what is infected with parvovirus b19?,bone marrow from an infant,the fetal liver
5225,does sectioned slice of the liver cut section of matted mass of lymph nodes show merging capsules and large areas of caseation necrosis?,no,no
5226,is respiratory present?,yes,yes
5227,is clostridial postmortem growth present?,no,no
5228,where is this?,lung,lung
5229,what does this image show?,lung,lung
5230,"does this image show lung, organizing pneumonia?",yes,yes
5231,"does neoplasm gland show lung, organizing pneumonia?",no,no
5232,what is present?,respiratory,respiratory
5233,is respiratory present?,yes,yes
5234,is meningitis acute present?,no,no
5235,where is this?,lung,lung
5236,"what spread to lungs, liver, spleen, kidneys and brain?",miliary,secondary bacterial infections
5237,what does this image show?,lung carcinoma,lung
5238,does this image show lung carcinoma?,yes,yes
5239,does hypersegmented neutrophil show lung carcinoma?,no,no
5240,what is present?,respiratory,respiratory
5241,is respiratory present?,yes,yes
5242,is infarct present?,no,yes
5243,where is this?,lung,lung
5244,what does this image show?,lung carcinoma,lung
5245,does this image show lung carcinoma?,yes,yes
5246,does maxillary sinus show lung carcinoma?,no,no
5247,what did miliary spread to?,lungs,lung
5248,what is present?,respiratory,respiratory
5249,is respiratory present?,yes,yes
5250,is fetus developing very early present?,no,no
5251,where is this?,lung,lung
5252,what does this image show?,lung fibrosis,lung
5253,"does this image show lung fibrosis, scleroderma?",yes,yes
5254,what is present?,respiratory,respiratory
5255,is respiratory present?,yes,yes
5256,where is this?,lung,lung
5257,what stain?,this image shows lung,gram stain
5258,"did miliary spread to lungs, liver, spleen, kidneys and brain?",yes,yes
5259,"do this image shows lung, bronchopneumonia, bacterial, tissue gram stain?",yes,no
5260,what is present?,respiratory,nervous
5261,is respiratory present?,yes,yes
5262,where is this?,lung,brain
5263,what does this image show?,lung,lung
5264,"does this image show lung, bronchopneumonia, bacterial?",yes,yes
5265,what is present?,respiratory,respiratory
5266,is respiratory present?,yes,yes
5267,where is this?,lung,lung
5268,what does this image show?,lung,lung
5269,"did these cells spread to lungs, liver, spleen, kidneys and brain?",no,yes
5270,"does this image show lung, emphysema in a chronic smoker?",yes,yes
5271,"does histoplasmosis show lung, emphysema in a chronic smoker?",no,no
5272,what is present?,respiratory,respiratory
5273,is respiratory present?,yes,yes
5274,is retroperitoneal leiomyosarcoma present?,no,no
5275,where is this?,lung,lung
5276,what does this image show?,lung,lung
5277,"does this image show lung, diffuse alveolar damage?",yes,yes
5278,"does male reproductive show lung, diffuse alveolar damage?",no,no
5279,what is present?,respiratory,liver
5280,what have numerous acid-fast bacilli not shown here in afb staining?,these cases,the surrounding inflammatory cells
5281,is respiratory present?,yes,yes
5282,is side present?,no,no
5283,where is this?,lung,lung
5284,what does this image show?,lung,lung
5285,"does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?",yes,yes
5286,"does anencephaly show lung, hemorrhagic bronchopneumonia, wilson 's disease?",no,no
5287,what is present?,respiratory,respiratory
5288,is respiratory present?,yes,yes
5289,is malignant lymphoma large cell type present?,no,yes
5290,where is this?,lung,lung
5291,do these cases have numerous acid-fast bacilli not shown here in afb staining?,yes,yes
5292,what does this image show?,lung,lung
5293,"does this image show lung, mycobacterium tuberculosis, granulomas and giant cells?",yes,yes
5294,"does amyloid angiopathy r. endocrine show lung, mycobacterium tuberculosis, granulomas and giant cells?",no,no
5295,what is present?,respiratory,respiratory
5296,is respiratory present?,yes,yes
5297,is so-called median bar present?,no,no
5298,where is this?,lung,lung
5299,what does this image show?,lung,lung
5300,"does this image show lung, mycobacterium tuberculosis, granulomas and giant cells?",yes,yes
5301,"does quite good liver show lung, mycobacterium tuberculosis, granulomas and giant cells?",no,no
5302,do apoptosis have numerous acid-fast bacilli not shown here in afb staining?,no,no
5303,what is present?,respiratory,joints
5304,is respiratory present?,yes,yes
5305,is fracture present?,no,no
5306,where is this?,lung,lung
5307,what does this image show?,lung,lymph node
5308,"does this image show lung, mycobacterium tuberculosis, acid fast?",yes,yes
5309,"does ulcer with candida infection show lung, mycobacterium tuberculosis, acid fast?",no,no
5310,what is present?,respiratory,endocrine
5311,is respiratory present?,yes,yes
5312,is cut surface typical ivory vertebra do not have history at this time diagnosis present?,no,no
5313,what is collection of proliferating foam macrophages in the dermis with?,a clear subepidermal zone,necrotic debris
5314,where is this?,lung,lung
5315,what does this image show?,lung,brain
5316,"does this image show lung, mycobacterium tuberculosis, acid fast?",yes,yes
5317,"does good example of muscle atrophy show lung, mycobacterium tuberculosis, acid fast?",no,no
5318,what is present?,respiratory,nervous
5319,is respiratory present?,yes,yes
5320,is hyperplasia median bar present?,no,no
5321,where is this?,lung,nervous
5322,what does this image show?,lung,lung
5323,"how does this image show lung, pneumonia and hemosiderin laden macrophages in patient?",with sickle cell disease iatrogenic hemosiderosis,with sickle cell disease
5324,what is there of proliferating foam macrophages in the dermis with a clear subepidermal zone?,collection of proliferating foam macrophages,a large number
5325,what is present?,respiratory,kidney
5326,where is this?,lung,lung
5327,what does this image show?,lung,skin
5328,"does this image show lung, sarcoidosis, multinucleated giant cells?",yes,yes
5329,what is present?,respiratory,joints
5330,is respiratory present?,yes,yes
5331,where is this?,lung,lung
5332,what does this image show?,lung,pancreatic fat necrosis
5333,"how does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies,with asteroid bodies
5334,"does this image show lung, sarcoidosis, multinucleated giant cells with asteroid bodies?",yes,yes
5335,what is bone marrow from an infant infected with?,parvovirus b19,herpes simplex virus
5336,is there collection of proliferating foam macrophages in the dermis with a clear subepidermal zone?,yes,yes
5337,what is present?,respiratory,liver
5338,is respiratory present?,yes,yes
5339,where is this?,lung,lung
5340,what does this image show?,lung,thyroid
5341,"does this image show lung, bronchopneumonia?",yes,yes
5342,what is present?,respiratory,endocrine
5343,is respiratory present?,yes,yes
5344,where is this?,lung,endocrine
5345,"why does this image show lung, hyaline membrane disease, yellow discoloration?",due to hyperbilirubinemia,due to hyperbilirubinemia
5346,what does this image show?,lung,lung
5347,what is composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?,granuloma,the inflammatory infiltrate
5348,"does this image show lung, hyaline membrane disease, yellow discoloration due to hyperbilirubinemia?",yes,yes
5349,"does erythrophagocytosis new born show lung, hyaline membrane disease, yellow discoloration due to hyperbilirubinemia?",no,no
5350,what is present?,respiratory,respiratory
5351,is respiratory present?,yes,yes
5352,is lymphangiomatosis generalized present?,no,no
5353,where is this?,lung,lung
5354,what does this image show?,lung,lung
5355,"does this image show lung, histoplasma pneumonia?",yes,yes
5356,"does meningioma show lung, histoplasma pneumonia?",no,no
5357,what is present?,respiratory,joints
5358,what is the granuloma composed of?,epithelioid cells with sparse langhans ' giant cells and lymphocytes,a central core of foreign material
5359,is respiratory present?,yes,yes
5360,is intraductal papillomatosis present?,no,no
5361,where is this?,lung,lung
5362,what does this image show?,lung,lung
5363,"does this image show lung, histoplasma pneumonia?",yes,yes
5364,"does cranial artery show lung, histoplasma pneumonia?",no,no
5365,what stain?,silver,gms
5366,do silver stain?,yes,yes
5367,do hemorrhage associated with placental abruption stain?,no,no
5368,what is present?,respiratory,nervous
5369,is the granuloma composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?,yes,yes
5370,is respiratory present?,yes,yes
5371,is wonder present?,no,no
5372,where is this?,lung,lung
5373,what does this image show?,lung,brain
5374,"does this image show lung, cryptococcal pneumonia, touch impression under phase contract?",yes,yes
5375,"does source show lung, cryptococcal pneumonia, touch impression under phase contract?",no,no
5376,what is present?,respiratory,nervous
5377,is respiratory present?,yes,yes
5378,is gram present?,no,yes
5379,where is this?,lung,nervous
5380,is necrosis composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?,no,no
5381,what does this image show?,lung,thyroid
5382,"does this image show lung, pneumocystis pneumonia?",yes,yes
5383,"does meningitis acute show lung, pneumocystis pneumonia?",no,no
5384,what is present?,respiratory,endocrine
5385,is respiratory present?,yes,yes
5386,is chronic lymphocytic leukemia present?,no,no
5387,where is this?,lung,endocrine
5388,what does this image show?,lung,lung
5389,"does this image show lung, cystic fibrosis?",yes,yes
5390,"does opened larynx show lung, cystic fibrosis?",no,no
5391,what is composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?,granuloma,dermal component
5392,what is present?,respiratory,liver
5393,is respiratory present?,yes,yes
5394,is this photo of infant from head to toe present?,no,no
5395,where is this?,lung,lung
5396,what does this image show?,tuberculosis,x-ray of chest with enlarged spleen
5397,"does this image show tuberculosis, empyema?",yes,yes
5398,"does basilar skull fracture show tuberculosis, empyema?",no,no
5399,what is present?,respiratory,endocrine
5400,is respiratory present?,yes,yes
5401,is traumatic rupture present?,no,no
5402,what is the granuloma composed of with sparse langhans ' giant cells and lymphocytes?,epithelioid cells with sparse langhans ' giant cells and lymphocytes,a dense infiltrate
5403,where is this?,lung,lung
5404,what does this image show?,lung,x-ray chest showing collapsed lung
5405,"does this image show lung, hematoma?",yes,yes
5406,"does senile plaque show lung, hematoma?",no,no
5407,what is present?,respiratory,lung
5408,is respiratory present?,yes,yes
5409,is acute inflammation present?,no,no
5410,where is this?,lung,lung
5411,what does this image show?,chest x ray 34 year old alcoholic with lobar pneumonia and fulminant sepsis blood culture pneumococcus and klebsiella,x-ray chest and abdomen
5412,what is present?,lung,chest x-ray
5413,is the granuloma composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?,yes,yes
5414,is lung present?,yes,yes
5415,is spinal column present?,no,yes
5416,where is this?,lung,lung
5417,what does this image show?,skin,skin
5418,"does this image show skin, neurofibromatosis?",yes,yes
5419,"does % show skin, neurofibromatosis?",no,no
5420,where is this?,skin,skin
5421,what does this image show?,skin,skin
5422,"does this image show skin, neurofibromatosis?",yes,yes
5423,"does splenomegaly with cirrhosis show skin, neurofibromatosis?",no,no
5424,is congo red composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?,no,no
5425,where is this?,skin,skin
5426,what does this image show?,skin,skin
5427,"does this image show skin, neurofibromatosis?",yes,yes
5428,"does small intestine show skin, neurofibromatosis?",no,no
5429,where is this?,skin,skin
5430,"why does this image show skin ulceration and necrosis, disseminated intravascular coagulation?",due to acetaminophen toxicity,due to disseminated intravascular coagulation caused by acetaminophen toxicity
5431,what does this image show?,skin ulceration and necrosis,gangrene
5432,"does this image show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",yes,yes
5433,"does child show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",no,no
5434,where is this?,skin,foot
5435,what is 'chancre ' on glans penis?,primary lesion,small
5436,does this image show close-up well shown?,yes,yes
5437,does the superior vena cava show close-up well shown?,no,no
5438,what is present?,petechial hemorrhages,skin
5439,is petechial hemorrhages present?,yes,yes
5440,is siamese twins present?,no,no
5441,where is this?,skin,skin
5442,what does this image show?,body with extensive ecchymoses and desquamation,skin lesions
5443,how does this image show body?,with extensive ecchymoses and desquamation,with lesions
5444,does this image show body with extensive ecchymoses and desquamation?,yes,yes
5445,does underdevelopment show body with extensive ecchymoses and desquamation?,no,no
5446,how is bone marrow from an infant infected?,with parvovirus b19,with sars-cov-2
5447,is primary syphilis: primary lesion 'chancre ' on glans penis?,yes,yes
5448,what is present?,palpable purpura with desquamation,skin
5449,is palpable purpura with desquamation present?,yes,yes
5450,is this photo present?,no,no
5451,where is this?,skin,skin
5452,what does this image show?,but not good color petechiae and purpura case of stcell leukemia,skin
5453,does this image show but not good color petechiae and purpura case of stcell leukemia?,yes,yes
5454,where is this?,skin,skin
5455,what said to be aml infiltrates?,not best color rendition showing elevated macular lesions on arm,skin
5456,what is not best color rendition showing elevated macular lesions on arm said?,to be aml infiltrates,slide
5457,is not best color rendition showing elevated macular lesions on arm said to be aml infiltrates?,yes,no
5458,is the periphery 'chancre ' on glans penis?,no,yes
5459,is teeth said to be aml infiltrates?,no,no
5460,does this image show?,yes,yes
5461,does opened muscle show?,no,no
5462,what is present?,acute myelogenous leukemia,skin
5463,is acute myelogenous leukemia present?,yes,no
5464,is cachexia present?,no,no
5465,where is this?,skin,skin
5466,what does this image show?,photo of face with multiple typical lesions,face with large lesions
5467,how does this image show photo of face?,with multiple typical lesions,with large lesions
5468,does this image show photo of face with multiple typical lesions?,yes,yes
5469,what is surrounded by palisades of macrophages and plasma cells marginated peripherally by fibroblasts?,central coagulative necrosis,necrotic debris
5470,does lymphoid atrophy in newborn show photo of face with multiple typical lesions?,no,no
5471,what is present?,seborrheic keratosis,face
5472,is seborrheic keratosis present?,yes,yes
5473,is 7182 and 7183 present?,no,no
5474,where is this?,skin,skin
5475,what does this image show?,white skin with multiple lesions,skin
5476,how does this image show white skin?,with multiple lesions,with many petechial hemorrhages
5477,does this image show white skin with multiple lesions?,yes,yes
5478,does pancreas show white skin with multiple lesions?,no,no
5479,what is present?,petechial and purpuric hemorrhages,skin
5480,what is central coagulative necrosis surrounded by?,palisades of macrophages and plasma cells marginated peripherally by fibroblasts,mild to moderate fibrosis
5481,is petechial and purpuric hemorrhages present?,yes,yes
5482,is trophic changes present?,no,yes
5483,where is this?,skin,skin
5484,what does this image show?,close-up of dorsum of hand with marked pitting edema good example,close-up of skin over dorsum of foot with several lesions
5485,how does this image show close-up of dorsum of hand?,with marked pitting edema good example,with several lesions
5486,does this image show close-up of dorsum of hand with marked pitting edema good example?,yes,yes
