"ID","model","question","correct_answer","model_output"
"14652","checkpoint-8000","what does this image show?","normal liver","heart"
"14653","checkpoint-8000","what is present?","cardiovascular","cardiovascular"
"14654","checkpoint-8000","what is present?","coronary artery","heart"
"14655","checkpoint-8000","what are demonstrated by immunohistochemical staining?","free tachyzoites","lymphocytes"
"14656","checkpoint-8000","does myelomonocytic leukemia show close-up of dorsum of hand with marked pitting edema good example?","no","yes"
"14657","checkpoint-8000","what is present?","cardiovascular","breast"
"14658","checkpoint-8000","two have lost whose nuclei?","their","both"
"14659","checkpoint-8000","is a scar smaller than the original wound thickened and infiltrated by acute and chronic inflammatory cells?","no","yes"
"14660","checkpoint-8000","does this image show typical not advanced macerated stillborn?","yes","yes"
"14661","checkpoint-8000","is histiocyte present?","no","yes"
"14662","checkpoint-8000","are replication of viral dna the haemoglobin disorders common in india?","no","yes"
"14663","checkpoint-8000","what is present?","liver","lymphoid"
"14664","checkpoint-8000","is endometrial polyp present?","no","yes"
"14665","checkpoint-8000","what is present?","hepatobiliary","lung"
"14666","checkpoint-8000","what stain?","silver","hematoxylin and eosin"
"14667","checkpoint-8000","does this image show x-ray hand?","yes","yes"
"14668","checkpoint-8000","what does this image show?","kidney","lung"
"14669","checkpoint-8000","is bone, calvarium present?","yes","yes"
"14670","checkpoint-8000","does this image show lung, cyomegalovirus pneumonia?","yes","yes"
"14671","checkpoint-8000","does the sectioned surface show haemorrhage?","no","no"
"14672","checkpoint-8000","what is present?","cardiovascular","breast"
"14673","checkpoint-8000","is mixed mesodermal tumor present?","no","yes"
"14674","checkpoint-8000","is sarcoidosis present?","yes","yes"
"14675","checkpoint-8000","is deposition of antibody on endothelium and activation of complement markedly expanded by an infiltrate of lymphocytes and plasma cells?","no","yes"
"14676","checkpoint-8000","is oral present?","yes","yes"
"14677","checkpoint-8000","what is present?","megaloblasts pernicious anemia","hematologic"
"14678","checkpoint-8000","is acute peritonitis present?","no","yes"
"14679","checkpoint-8000","do pagets disease stain?","no","yes"
"14680","checkpoint-8000","why does this image show pancreas, uremic pancreatitis?","due to polycystic kidney","exact location of the lesion"
"14681","checkpoint-8000","what is present?","cardiovascular","cardiovascular"
"14682","checkpoint-8000","what is present?","endocrine","cardiovascular"
"14683","checkpoint-8000","is cardiovascular present?","yes","yes"
"14684","checkpoint-8000","what is present?","liver","lung"
"14685","checkpoint-8000","what does this image show?","opened cranial vault with many frontal and right temporal fossa fractures","heart"
"14686","checkpoint-8000","what does this image show?","kidney","endocrine tumor"
"14687","checkpoint-8000","what is present?","varices","breast"
"14688","checkpoint-8000","what is present?","spleen","heart"
"14689","checkpoint-8000","what does the epidermis show in the number of layers of the squamous epithelium?","an increase","several"
"14690","checkpoint-8000","what does this image show?","heart","heart"
"14691","checkpoint-8000","are a few well-developed cell nests with keratinisation correlated with histological appearance of gastric mucosa in different regions?","no","yes"
"14692","checkpoint-8000","does this image show spleen, lymphoma?","yes","yes"
"14693","checkpoint-8000","does this image show thermal burned skin?","yes","yes"
"14694","checkpoint-8000","what is present?","aorta","heart"
"14695","checkpoint-8000","what does this image show?","spleen","heart"
"14696","checkpoint-8000","what is present?","prostate","cardiovascular"
"14697","checkpoint-8000","is peritoneum present?","yes","yes"
"14698","checkpoint-8000","what is present?","endocrine","breast"
"14699","checkpoint-8000","is foot present?","no","yes"
"14700","checkpoint-8000","is acute lymphocytic leukemia present?","no","no"
"14701","checkpoint-8000","where is this?","urinary","skin"
"14702","checkpoint-8000","how is excellent close-up view sliced testicle with intact epididymis?","open","excellent close-up view sliced testicle with intact epididymis"
"14703","checkpoint-8000","does immunostain for growth hormone show buttock and thigh with severe cellulitis and desquamation caused by a clostridium?","no","no"
"14704","checkpoint-8000","where is this area in the body?","abdomen","abdomen"
"14705","checkpoint-8000","is viral dna sloughed off at places with exudate of muco-pus in the lumen?","no","yes"
"14706","checkpoint-8000","what is present?","cardiovascular","lymphoid"
"14707","checkpoint-8000","is primary syphilis: primary lesion 'chancre ' on glans penis?","yes","yes"
"14708","checkpoint-8000","is candida in peripheral blood present?","yes","yes"
"14709","checkpoint-8000","does metastatic carcinoma show gms granuloma due to pneumocystis aids case?","no","no"
"14710","checkpoint-8000","is joints present?","yes","yes"
"14711","checkpoint-8000","does fat necrosis show normal cardiovascular?","no","no"
"14712","checkpoint-8000","what is present?","basilar skull fracture","brain"
"14713","checkpoint-8000","what is the embolus composed of?","hematopoietic marrow and marrow fat cells","thrombus"
"14714","checkpoint-8000","does this image show skin, neurofibromatosis?","yes","yes"
"14715","checkpoint-8000","is the tumor hemorrhagic?","yes","no"
"14716","checkpoint-8000","does acute lymphocytic leukemia show carotid sclerosing panarteritis?","no","no"
"14717","checkpoint-8000","what is present?","cardiovascular","cardiovascular"
"14718","checkpoint-8000","is lymph node present?","yes","yes"
"14719","checkpoint-8000","does this image show thromboembolus from leg veins in pulmonary artery?","yes","yes"
"14720","checkpoint-8000","what is present?","female reproductive","breast"
"14721","checkpoint-8000","is papillary intraductal adenocarcinoma present?","no","yes"
"14722","checkpoint-8000","what does this image show?","median rhomboid glossitis","skin"
"14723","checkpoint-8000","is kidney present?","yes","yes"
"14724","checkpoint-8000","what are lined by cuboidal to tall columnar and mucin-secreting tumour cells with papillary growth pattern?","alveolar walls","pancreas"
"14725","checkpoint-8000","what is present?","nervous","brain"
"14726","checkpoint-8000","is testicle present?","yes","yes"
"14727","checkpoint-8000","does liver show mild acute rejection?","no","no"
"14728","checkpoint-8000","is typical ivory vertebra present?","no","no"
"14729","checkpoint-8000","are the osteoblastic rimming of the bony trabeculae characteristically absent?","yes","no"
"14730","checkpoint-8000","what does this image show?","mucoepidermoid carcinoma","nasal polyp"
"14731","checkpoint-8000","does pulmonary osteoarthropathy show close-up of ruptured area very good?","no","yes"
"14732","checkpoint-8000","does close-up of lesion show kidney, polyarteritis nodosa?","no","no"
"14733","checkpoint-8000","is sacrococcygeal teratoma present?","yes","yes"
"14734","checkpoint-8000","is male reproductive present?","yes","yes"
"14735","checkpoint-8000","what does this image show?","massive replacement can not see any adrenal tissue","lung"
"14736","checkpoint-8000","is angiogram present?","yes","yes"
"14737","checkpoint-8000","what is present?","spleen","lymphoid"
"14738","checkpoint-8000","what does b, congo red staining show as seen by red-pink colour?","congophilia","calcification"
"14739","checkpoint-8000","are the normal gland acini seen on the left?","yes","yes"
"14740","checkpoint-8000","does meningioma show chronic pancreatitis with cyst formation?","no","no"
"14741","checkpoint-8000","does adenocarcinoma show recurrent hepatitis c virus?","no","no"
"14742","checkpoint-8000","what is present?","bone, calvarium","cardiovascular"
"14743","checkpoint-8000","does this image show recurrent hepatitis c virus?","yes","yes"
"14744","checkpoint-8000","is candida in peripheral blood present?","no","no"
"14745","checkpoint-8000","does this image show infant bicornate uterus?","yes","yes"
"14746","checkpoint-8000","does this image show radicular cyst?","yes","yes"
"14747","checkpoint-8000","does this image show x-ray sella?","yes","yes"
"14748","checkpoint-8000","do interstitial fibrosis and tubular atrophy consist of uncalcified osteoid?","no","no"
"14749","checkpoint-8000","what is present?","abdomen","cardiovascular"
"14750","checkpoint-8000","what is incidental finding died?","with promyelocytic leukemia stomach lesion #","lymph node"
"14751","checkpoint-8000","what does this image show?","post-orthotopic liver transplant","lung"
"14752","checkpoint-8000","what said to be aml infiltrates?","not best color rendition showing elevated macular lesions on arm","skin"
"14753","checkpoint-8000","what does this image show?","kidney","endocrine tumor"
"14754","checkpoint-8000","does granuloma show pancreatic fat necrosis?","no","yes"
"14755","checkpoint-8000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","lung"
"14756","checkpoint-8000","does this image show kidney, hypoplasia and compensatory hypertrophy 300 grams left?","yes","yes"
"14757","checkpoint-8000","what is present?","abdomen","lymphoid"
"14758","checkpoint-8000","what does this image show?","excellent gangrenous necrosis of fingers said to be due to embolism","skin"
"14759","checkpoint-8000","is congo red congested?","no","no"
"14760","checkpoint-8000","what is present?","lymphangiomatosis","female"
"14761","checkpoint-8000","what is present?","lymph node","cardiovascular"
"14762","checkpoint-8000","does this image show inguinal hernia?","yes","yes"
"14763","checkpoint-8000","does the lesion contain recognizable colloid?","no","no"
"14764","checkpoint-8000","what does this image show?","pancreatic fat necrosis","endometrial hyperplasia"
"14765","checkpoint-8000","how is excellent close-up view sliced open testicle?","intact epididymis","excellent close-up view sliced open testicle"
"14766","checkpoint-8000","what is present?","endocrine","breast"
"14767","checkpoint-8000","how is bone marrow from an infant infected?","with parvovirus b19","with toxoplasmosis"
"14768","checkpoint-8000","what is present?","tuberculosis","lymphoid"
"14769","checkpoint-8000","are the vascular spaces large, dilated, many containing blood, and are lined by flattened endothelial cells?","yes","yes"
"14770","checkpoint-8000","what undergoes metaplastic change to columnar epithelium of intestinal type?","part of the oesophagus which is normally lined by squamous epithelium","glandular hyperplasia"
"14771","checkpoint-8000","does this image show close-up of head typical?","yes","yes"
"14772","checkpoint-8000","what is present?","nervous","lymphoid"
"14773","checkpoint-8000","what does this image show?","nicely shown large neoplasm with fish flesh cerebriform appearance","ovary"
"14774","checkpoint-8000","what is present?","spleen","liver"
"14775","checkpoint-8000","is hepatobiliary present?","yes","yes"
"14776","checkpoint-8000","is metastatic carcinoma present?","yes","yes"
"14777","checkpoint-8000","where did etastatic carcinomatous deposit?","in the mat mass of lymph nodes","left lung"
"14778","checkpoint-8000","what is present?","aorta","lung"
"14779","checkpoint-8000","does this image show pancreatic fat necrosis, pancreatitis/necrosis?","yes","yes"
"14780","checkpoint-8000","is autoimmune thyroiditis present?","yes","yes"
"14781","checkpoint-8000","does stillborn macerated show polyarteritis nodosa?","no","no"
"14782","checkpoint-8000","does this image show atrophic lobules and normal connective tissue?","yes","yes"
"14783","checkpoint-8000","is the placenta characterized by nuclear and cellular pleomorphism and loss of normal maturation?","no","yes"
"14784","checkpoint-8000","is joints present?","yes","yes"
"14785","checkpoint-8000","does carcinomatosis endometrium primary show excised tumor mass?","no","yes"
"14786","checkpoint-8000","what is present?","cardiovascular","coronary"
"14787","checkpoint-8000","does 70yof show cut surface showing very thickened capsule with focal calcification very good close-up photo?","no","yes"
"14788","checkpoint-8000","is cm present?","no","yes"
"14789","checkpoint-8000","what is diagrammatic representation of pathogenesis of atherosclerosis explained by?","'reaction-to-injury 'hypothesis","atherosclerotic plaque"
"14790","checkpoint-8000","are extremities present?","yes","yes"
"14791","checkpoint-8000","what is present?","adrenal","breast"
"14792","checkpoint-8000","where is this?","urinary","gastrointestinal"
"14793","checkpoint-8000","does this image show both adrenals external views focal hemorrhages do not know history looks like placental abruption?","yes","yes"
"14794","checkpoint-8000","what is present?","liver","lymphoid"
"14795","checkpoint-8000","does enal glomerulus showing markedly have relatively uniform polygonal myofibers with peripherally placed nuclei that are tightly packed together into fascicles separated by scant connective tissue?","no","yes"
"14796","checkpoint-8000","is hematologic present?","yes","yes"
"14797","checkpoint-8000","is gastrointestinal present?","yes","yes"
"14798","checkpoint-8000","what does this image show?","esophagus","lung"
"14799","checkpoint-8000","what does this image show?","brain","hematologic"
"14800","checkpoint-8000","does pancreatic islet, amyloidosis diabetes mellitus, congo red show kidney, pyelonephritis, acute and supperative?","no","no"
"14801","checkpoint-8000","does schwannoma show nevus?","no","no"
"14802","checkpoint-8000","what is present?","cardiovascular","cardiovascular"
"14803","checkpoint-8000","is opened base of skull with brain present?","no","no"
"14804","checkpoint-8000","is the superior vena cava present?","no","yes"
"14805","checkpoint-8000","was atrophy taken from another case to illustrate the difference?","no","no"
"14806","checkpoint-8000","are tuberculous peritonitis easily seen?","no","yes"
"14807","checkpoint-8000","is salt bridges lying separated from the septal walls by a clear space?","no","yes"
"14808","checkpoint-8000","what joined chest and abdomen slide shows opened chest with two hearts?","this","abdomen"
"14809","checkpoint-8000","is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?","no","yes"
"14810","checkpoint-8000","does the figure show region of myocardium affected by stenosis of three respective coronary trunks in descending order shown as: 1 left anterior descending coronary, 2 right coronary and 3 left circumflex coronary artery in myocardial infarction?","yes","yes"
"14811","checkpoint-8000","what is present?","hepatobiliary","gastrointestinal"
"14812","checkpoint-8000","is cachexia present?","no","yes"
"14813","checkpoint-8000","what is present?","female reproductive","breast"
"14814","checkpoint-8000","is feet present?","no","no"
"14815","checkpoint-8000","how does this image show thrombus in leg vein?","with early organization","this shows thrombus in leg vein"
"14816","checkpoint-8000","what is present?","hepatobiliary","liver"
"14817","checkpoint-8000","what is present?","respiratory","cardiovascular"
"14818","checkpoint-8000","what does this image show?","fixed tissue good example small kidney","small intestine"
"14819","checkpoint-8000","what is present?","adenoma","lymphoid"
"14820","checkpoint-8000","what is hepatocellular necrosis caused by?","acetaminophen overdose","hepatitis"
"14821","checkpoint-8000","where is this?","heart","breast"
"14822","checkpoint-8000","is peptide present in the core of the plaques as well as in the surrounding region?","yes","yes"
"14823","checkpoint-8000","what is present?","angiogram","breast"
"14824","checkpoint-8000","is downs syndrome present?","yes","yes"
"14825","checkpoint-8000","is opened uterus and cervix with large cervical myoma protruding into vagina slide present?","no","no"
"14826","checkpoint-8000","does pinworm show primary biliary cirrhosis?","no","no"
"14827","checkpoint-8000","what is present?","hepatobiliary","lymphoid"
"14828","checkpoint-8000","what does this image show?","photo of face with multiple typical lesions","skin"
"14829","checkpoint-8000","is case of peritonitis slide present?","no","yes"
"14830","checkpoint-8000","does acute peritonitis show thyroid, hurthle cell adenoma?","no","no"
"14831","checkpoint-8000","what is there of adipocytes, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","cloudy appearance","lymphoid tissue"
"14832","checkpoint-8000","is female reproductive present?","no","yes"
"14833","checkpoint-8000","are scanty connective tissue stroma the first to fourth parts of the duodenum?","no","yes"
"14834","checkpoint-8000","is endocrine present?","no","yes"
"14835","checkpoint-8000","is uterus present?","yes","yes"
"14836","checkpoint-8000","is artery present?","no","yes"
"14837","checkpoint-8000","does this image show focal melanosis?","yes","yes"
"14838","checkpoint-8000","what is seen in normal pap smear?","various types of epithelial cells","normal cervical cells"
"14839","checkpoint-8000","is infarcts present?","no","yes"
"14840","checkpoint-8000","what is present?","thymoma","hematologic"
"14841","checkpoint-8000","does lesion in dome of uterus show hepatitis b virus, hepatocellular carcinoma?","no","no"
"14842","checkpoint-8000","does peritoneum show thyroid, nodular colloid goiter?","no","no"
"14843","checkpoint-8000","where is peptide present in?","the core of the plaques as well as the surrounding region","on surface"
"14844","checkpoint-8000","does this image show neural tube defect, vertebral bodies?","yes","yes"
"14845","checkpoint-8000","are x-ray intramyocardial arteries present?","no","yes"
"14846","checkpoint-8000","does this image show case of dic not bad photo requires dark room to see subtle distal phalangeal cyanosis?","yes","yes"
"14847","checkpoint-8000","is cut surface typical ivory vertebra do not have history at this time diagnosis present?","no","yes"
"14848","checkpoint-8000","what is present?","large cell lymphoma","cardiovascular"
"14849","checkpoint-8000","what is present?","endocrine","breast"
"14850","checkpoint-8000","is this typical lesion present?","no","yes"
"14851","checkpoint-8000","what is present?","pneumocystis","lung"
"14852","checkpoint-8000","do large, flat cells with small nuclei represent osteoprogenitor cells?","no","yes"
"14853","checkpoint-8000","does jejunum show kidney transplant rejection?","no","no"
"14854","checkpoint-8000","does this image show pituitary, chromaphobe adenoma?","yes","yes"
"14855","checkpoint-8000","does this image show coronary artery atherosclerosis?","yes","yes"
"14856","checkpoint-8000","what labeled?","structures","liver"
"14857","checkpoint-8000","what does this image show?","right coronary artery","coronary artery"
"14858","checkpoint-8000","does lesion of myocytolysis show heart, coronary artery, atherosclerosis?","no","no"
"14859","checkpoint-8000","is gross islands of tumor?","yes","yes"
"14860","checkpoint-8000","what does this image show?","chest x ray 34 year old alcoholic with lobar pneumonia and fulminant sepsis blood culture pneumococcus and klebsiella","pneumonia"
"14861","checkpoint-8000","is brain present?","yes","yes"
"14862","checkpoint-8000","is metastatic neuroblastoma present?","no","yes"
"14863","checkpoint-8000","is palmar crease normal present?","no","yes"
"14864","checkpoint-8000","what are painless despite the presence of ulceration?","syphilitic chancre","skin"
"14865","checkpoint-8000","what are immunoglobulin deposits confined to?","superficial layers of the epidermis","basement membrane"
"14866","checkpoint-8000","does this image show thrombus in leg vein with early organization?","yes","yes"
"14867","checkpoint-8000","is gastrointestinal present?","yes","yes"
"14868","checkpoint-8000","what is present?","respiratory","lung"
"14869","checkpoint-8000","does sle v. urinary show kidney, adult polycystic kidney?","no","yes"
"14870","checkpoint-8000","where is this?","oral","oral"
"14871","checkpoint-8000","does glioma show pancreatic fat necrosis, pancreatitis/necrosis?","no","no"
"14872","checkpoint-8000","what induced discoloration?","tetracycline","hematologic"
"14873","checkpoint-8000","where are thalassaemia and hbd disorders common?","india","india"
"14874","checkpoint-8000","what does this biopsy from a patient with lobular hepatitis due to chronic hepatitis c show?","scattered apoptotic hepatocytes and a patchy inflammatory infiltrate","hepatocytes"
"14875","checkpoint-8000","is there cloudy appearance of adipocytes, coarse basophilic granular debris while the periphery shows a few mixed inflammatory cells?","yes","yes"
"14876","checkpoint-8000","is chronic ischemia present?","no","yes"
"14877","checkpoint-8000","is feet present?","yes","yes"
"14878","checkpoint-8000","does lower chest and abdomen anterior show close-up very good photo?","no","no"
"14879","checkpoint-8000","does face show mucocele?","no","no"
"14880","checkpoint-8000","what is present?","liver","lymph node"
"14881","checkpoint-8000","what does this image show?","x-ray postmortinjection horizontal slice of left ventricle showing very well penetrating arteries","aorta"
"14882","checkpoint-8000","what is composed of haphazardly interconnecting trabeculae of woven bone that are rimmed by prominent osteoblasts?","osteoid osteoma","ossifying fibroma"
"14883","checkpoint-8000","what is present?","thecoma","heart"
"14884","checkpoint-8000","what is present?","respiratory","heart"
"14885","checkpoint-8000","is embryo-fetus present?","no","no"
"14886","checkpoint-8000","where is this from?","gastrointestinal system","breast"
"14887","checkpoint-8000","did koilocytes and virus-infected keratinocytes contain prominent keratohyaline granules?","yes","yes"
"14888","checkpoint-8000","what is present?","gastrointestinal","gastrointestinal"
"14889","checkpoint-8000","are the parenchymal glands atrophic and replaced by fibrous tissue?","yes","yes"
"14890","checkpoint-8000","does spleen show islands of tumor with nice new bone formation?","no","no"
"14891","checkpoint-8000","what is present?","cardiovascular","lymphoid"
"14892","checkpoint-8000","what is present?","muscle","cardiovascular"
"14893","checkpoint-8000","is meningioma present?","yes","yes"
"14894","checkpoint-8000","does intrauterine contraceptive device show stomach primary?","no","no"
"14895","checkpoint-8000","is previous slide from this case a simian crease suspect?","yes","yes"
"14896","checkpoint-8000","what does this image show?","hyaline membrane disease","a normal newborn"
"14897","checkpoint-8000","is liver present?","yes","yes"
"14898","checkpoint-8000","what is moderate-power view of the plaque shown the figure stained for?","elastin (black)","collagen"
"14899","checkpoint-8000","does this image show chronic osteomyelitis?","yes","yes"
"14900","checkpoint-8000","does this image show wide fetal zone 2 days old?","yes","yes"
"14901","checkpoint-8000","is this typical thecoma with yellow foci quite obvious?","yes","yes"
"14902","checkpoint-8000","what does this image show?","rabies","endocrine gland"
"14903","checkpoint-8000","where is this?","lung","liver"
"14904","checkpoint-8000","is pituitary present?","yes","yes"
"14905","checkpoint-8000","does cysticercosis show sle iv, ana staining, kappa, 10x?","no","no"
"14906","checkpoint-8000","what is present?","hematologic","lymphoid"
"14907","checkpoint-8000","where is this?","lung","heart"
"14908","checkpoint-8000","does this image show adenomatoid odontogenic tumor?","yes","yes"
"14909","checkpoint-8000","what is present?","spleen","liver"
"14910","checkpoint-8000","what is present?","female reproductive","breast"
"14911","checkpoint-8000","what is present in another hepatocyte?","a mallory-denk body","a large amount of fat"
"14912","checkpoint-8000","where is this from?","vasculature","lung"
"14913","checkpoint-8000","what is present?","uterus","hematologic"
"14914","checkpoint-8000","what are there?","blood-filled vascular channels","lymph nodes"
"14915","checkpoint-8000","is intraductal papillomatosis present?","no","yes"
"14916","checkpoint-8000","does abdomen show brain, breast cancer metastasis to meninges?","no","no"
"14917","checkpoint-8000","does this image show normal appendix?","yes","no"
"14918","checkpoint-8000","what is present?","mixed mesodermal tumor","hematologic"
"14919","checkpoint-8000","what does this image show?","external view case of situs ambiguous partial left isomerism","kidney"
"14920","checkpoint-8000","where is this area in the body?","abdomen","abdomen"
"14921","checkpoint-8000","what is the infiltrate in the lumina composed of?","ineutrophils and macrophages","lymphocytes"
"14922","checkpoint-8000","what is iron stored as?","ferritin and haemosiderin","haemoglobin"
"14923","checkpoint-8000","is slide present?","no","yes"
"14924","checkpoint-8000","is gastrointestinal present?","yes","yes"
"14925","checkpoint-8000","do histologic features include mucin-filled signet-ring cells and richly cellular proliferation of the ovarian stroma?","yes","yes"
"14926","checkpoint-8000","how is good example of poorly differentiated infiltrating carcinoma?","ductal","exact location"
"14927","checkpoint-8000","is pancreas present?","yes","yes"
"14928","checkpoint-8000","is hepatobiliary present?","yes","yes"
"14929","checkpoint-8000","does artery show saphenous vein graft anastamosis in aorta?","no","no"
"14930","checkpoint-8000","where is this?","oral","oral"
"14931","checkpoint-8000","what is present?","capillary","bone"
"14932","checkpoint-8000","what aspirate shows micronormoblastic erythropoiesis?","examination of bone marrow","hematologic"
"14933","checkpoint-8000","what is present?","endocrine","breast"
"14934","checkpoint-8000","where is this?","oral","mouth"
"14935","checkpoint-8000","are the areas of white chalky deposits somewhat variable in size?","no","yes"
"14936","checkpoint-8000","is basilar skull fracture present?","yes","yes"
"14937","checkpoint-8000","does another fiber other frame show colon biopsy, mycobacterium avium-intracellularae?","no","no"
"14938","checkpoint-8000","what does this image show?","moderate acute rejection","lymph node"
"14939","checkpoint-8000","is granulomata diagnosed as reticulum cell sarcoma?","yes","no"
"14940","checkpoint-8000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","a) kidney"
"14941","checkpoint-8000","what does this image show?","near if not natural color saggital sections very good example of many myeloma lesions","bone"
"14942","checkpoint-8000","what is present?","adrenal","breast"
"14943","checkpoint-8000","is uterus present?","no","yes"
"14944","checkpoint-8000","what is present?","liver","lymphoid"
"14945","checkpoint-8000","what show ballooning degeneration and necrosis with some containing mallory 's hyalin inbox?","liver cells","the cytoplasm of the cells"
"14946","checkpoint-8000","where is this?","skin","skin"
"14947","checkpoint-8000","how is acute viral hepatitis characterized?","by predominantly lymphocytic infiltrate","by inflammatory infiltrate of lymphocytes and plasma cells with focal necrosis and regeneration of hepatocytes"
"14948","checkpoint-8000","where does this belong to?","endocrine system","gastrointestinal"
"14949","checkpoint-8000","is atherosclerosis present?","yes","yes"
"14950","checkpoint-8000","where is this?","urinary","endocrine"
"14951","checkpoint-8000","what is?","lateral view","hand"
"14952","checkpoint-8000","does retroperitoneum show lymph nodes, nodular sclerosing hodgkins disease?","no","no"
"14953","checkpoint-8000","what is present?","hematologic","lymphoid"
"14954","checkpoint-8000","does this image show papilloma?","yes","yes"
"14955","checkpoint-8000","what is present?","hematologic","hematologic"
"14956","checkpoint-8000","what does this image show?","view from dorsum of foot which has at least 9 toes","a) skin"
"14957","checkpoint-8000","what shows good atherosclerotic plaques?","periaortic nodes with metastatic carcinoma aorta","right"
"14958","checkpoint-8000","does this image show parathyroid hyperplasia?","yes","yes"
"14959","checkpoint-8000","does very good example show chagas disease, acute, trypanasoma cruzi?","no","yes"
"14960","checkpoint-8000","where does this belong to?","female reproductive system","female reproductive system"
"14961","checkpoint-8000","does exact cause show autoimmune hepatitis?","no","no"
"14962","checkpoint-8000","does histoplasmosis show lung, emphysema in a chronic smoker?","no","no"
"14963","checkpoint-8000","what photographed close-up showing nodular parenchyma and dense intervening tumor tissue very good?","bread-loaf slices into prostate gland","vascular"
"14964","checkpoint-8000","does the congested portion of the ileum confirm the presence of surface antigen brown?","no","no"
"14965","checkpoint-8000","what is effaced?","normal base to surface maturation of epidermal layers","epithelium"
"14966","checkpoint-8000","what is present?","liver","kidney"
"14967","checkpoint-8000","do histopathologic features of condyloma acuminatum include acanthosis, hyperkeratosis, and cytoplasmic vacuolization?","yes","yes"
"14968","checkpoint-8000","does this image show normal pancreas?","yes","no"
"14969","checkpoint-8000","is hemochromatosis present?","no","no"
"14970","checkpoint-8000","is granulosa cell tumor present?","no","yes"
"14971","checkpoint-8000","is female reproductive present?","yes","yes"
"14972","checkpoint-8000","what is present?","papillary astrocytoma","heart"
"14973","checkpoint-8000","does close-up look like ivory vertebra of breast carcinoma?","yes","no"
"14974","checkpoint-8000","is natural color present?","no","no"
"14975","checkpoint-8000","where is this part in?","spleen","abdomen"
"14976","checkpoint-8000","does lymphangiomatosis show thyroid, goiter?","no","no"
"14977","checkpoint-8000","is female reproductive present?","yes","yes"
"14978","checkpoint-8000","what does this image show?","stomach","breast"
"14979","checkpoint-8000","what does this image show?","prosthetic mitral valve","oral"
"14980","checkpoint-8000","what is present?","lymph node","cardiovascular"
"14981","checkpoint-8000","is there an intimal tear in the aortic wall extending proximally upto aortic valve dissecting the media which contains clotted blood?","yes","yes"
"14982","checkpoint-8000","is petechial and purpuric hemorrhages present?","yes","yes"
"14983","checkpoint-8000","what is present?","gangrene","foot"
"14984","checkpoint-8000","is abdomen present?","yes","yes"
"14985","checkpoint-8000","is soft tissue present?","yes","yes"
"14986","checkpoint-8000","does this image show lung fibrosis, scleroderma?","yes","yes"
"14987","checkpoint-8000","does this image show epithelial component like intestine?","yes","yes"
"14988","checkpoint-8000","what is present?","eosinophilic adenoma","liver"
"14989","checkpoint-8000","what is present?","lymph node","lymphoid"
"14990","checkpoint-8000","is cytomegalovirus present?","yes","yes"
"14991","checkpoint-8000","is case of peritonitis slide present?","no","yes"
"14992","checkpoint-8000","what is present?","female reproductive","uterus"
"14993","checkpoint-8000","is there calcification exclusively in the tunica media unassociated with any significant inflammation?","yes","yes"
"14994","checkpoint-8000","what is various types of epithelial cells seen in?","normal pap smear","the image"
"14995","checkpoint-8000","how does sectioned surface of the lung show replacement of slaty-grey spongy parenchyma?","with multiple","with nodular masses of squamous epithelium"
"14996","checkpoint-8000","does the technetium-99 radionuclide scan demonstrate an area of increased uptake corresponding to the left inferior parathyroid gland arrow?","yes","yes"
"14997","checkpoint-8000","where is this?","heart","heart"
"14998","checkpoint-8000","is hepatobiliary present?","yes","yes"
"14999","checkpoint-8000","what is present?","hepatobiliary","lymphoid"
"15000","checkpoint-8000","are hours present?","no","yes"
"15001","checkpoint-8000","is carcinomatosis present?","no","yes"
"15002","checkpoint-8000","is chloramphenicol toxicity present?","no","yes"
"15003","checkpoint-8000","is horseshoe kidney present?","no","yes"
"15004","checkpoint-8000","what is present?","endocrine","breast"
"15005","checkpoint-8000","is respiratory present?","yes","yes"
"15006","checkpoint-8000","is pituitary present?","no","no"
"15007","checkpoint-8000","what is also identified?","cells have wavy nuclei and a residual nerve fibre","lymphoid"
"15008","checkpoint-8000","what is present?","cardiovascular","lymphoid"
"15009","checkpoint-8000","what does this image show?","good example of veins filled with blood","lung"
"15010","checkpoint-8000","is metastatic carcinoma present?","yes","yes"
"15011","checkpoint-8000","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","yes"
"15012","checkpoint-8000","what is present?","bone","heart"
"15013","checkpoint-8000","what is present?","hematologic","liver"
"15014","checkpoint-8000","is hematologic present?","yes","yes"
"15015","checkpoint-8000","does this image show multiple metastatic appearing lesions diagnosed reticulum cell sarcoma?","yes","yes"
"15016","checkpoint-8000","does yo show primodial cyst?","no","no"
"15017","checkpoint-8000","is oral present?","yes","yes"
"15018","checkpoint-8000","what does this image show?","liver","heart"
"15019","checkpoint-8000","does this image show good abdominal stria?","yes","yes"
"15020","checkpoint-8000","are the pattern of staining of anti-centromere antibodies prominent?","no","yes"
"15021","checkpoint-8000","does this image show breast, fibroadenoma?","yes","yes"
"15022","checkpoint-8000","is adenocarcinoma present?","no","no"
"15023","checkpoint-8000","does amyloid angiopathy r. endocrine show lung, mycobacterium tuberculosis, granulomas and giant cells?","no","no"
