"ID","model","question","correct_answer","model_output"
"17600","checkpoint-4914","where is the left ventricle in this apical four-chamber view of the heart?","on the lower right","is located at the lower right"
"17601","checkpoint-4914","do meningitis purulent burn smoke inhalation?","no","no"
"17602","checkpoint-4914","is polycystic disease infant present?","yes","no"
"17603","checkpoint-4914","what is present?","cardiovascular","image"
"17604","checkpoint-4914","does this image show close-up view of infarcts due to nonbacterial endocarditis 88yom with body burns?","yes","yes"
"17605","checkpoint-4914","is aspiration present?","yes","yes"
"17606","checkpoint-4914","what is present?","oral","myometrium"
"17607","checkpoint-4914","is the photomicrograph of pheochromocytoma composed of melanocytes that lose pigmentation and become smaller and more dispersed as they extend into the dermis-all signs that speak to the benign nature of the proliferation?","no","no"
"17608","checkpoint-4914","how is hepatocellular necrosis caused?","by acetaminophen overdose","by fatty change"
"17609","checkpoint-4914","what does this image show?","disseminated intravascular coagulation dic","cystic fibrosis"
"17610","checkpoint-4914","is tuberculosis present?","no","yes"
"17611","checkpoint-4914","is aorta present?","no","no"
"17612","checkpoint-4914","does this image show fixed tissue good example small kidney?","yes","yes"
"17613","checkpoint-4914","what is a guess?","the unknown origin in mandible","gastrointestinal"
"17614","checkpoint-4914","what does this image show?","view of base of skull with several well shown fractures","heart"
"17615","checkpoint-4914","does this show infant bicornate uterus?","no","no"
"17616","checkpoint-4914","what is shown in the figure, stained for elastin (black)?","moderate-power view of the plaque","the elastic fibers"
"17617","checkpoint-4914","how is a nucleolar pattern against nucleolar proteins?","typical of antibodies","present"
"17618","checkpoint-4914","is uterus present?","yes","no"
"17619","checkpoint-4914","where is this area in the body?","breast","liver"
"17620","checkpoint-4914","is fracture present?","yes","no"
"17621","checkpoint-4914","what is present?","oral","oral"
"17622","checkpoint-4914","what does this image show?","pancreatic fat necrosis","endometrial polyp"
"17623","checkpoint-4914","what does this image show?","pancreatic fat necrosis","endometrial polyp"
"17624","checkpoint-4914","what does this image show?","both adrenals external views focal hemorrhages do not know history looks like placental abruption","cystic fibrosis"
"17625","checkpoint-4914","what does the necrosed area on right side of the field show?","cystic space containing cell debris","cystic duct"
"17626","checkpoint-4914","what is present?","gastrointestinal","gastrointestinal"
"17627","checkpoint-4914","what is present?","female reproductive","image"
"17628","checkpoint-4914","where is this?","lung","heart"
"17629","checkpoint-4914","does lymphoid atrophy in newborn show photo of face with multiple typical lesions?","no","yes"
"17630","checkpoint-4914","what does this image show?","hepatic congestion due to congestive heart failure","liver"
"17631","checkpoint-4914","does this image show good for banding pattern mitochondria?","yes","no"
"17632","checkpoint-4914","is the wall of the artery composed of hematopoietic marrow and marrow fat cells attached to a thrombus?","no","no"
"17633","checkpoint-4914","what are this whole body photo showing widened abdomen due to diastasis recti and crease in ear lobe face is slide and kidneys with bilateral pelvic-ureteral strictures?","strictures","congenital rubella syndrome"
"17634","checkpoint-4914","is the skin intact?","yes","no"
"17635","checkpoint-4914","what does this image show?","recurrent hepatitis c virus","endometrial polyp"
"17636","checkpoint-4914","is mucoepidermoid carcinoma present?","no","no"
"17637","checkpoint-4914","does candida in peripheral blood show garres osteomyelitis proliferative periosteitis?","no","no"
"17638","checkpoint-4914","is acute lymphocytic leukemia present?","no","no"
"17639","checkpoint-4914","where is this?","heart","heart"
"17640","checkpoint-4914","what have wavy nuclei?","cells","epithelial"
"17641","checkpoint-4914","is hemorrhage newborn present?","yes","no"
"17642","checkpoint-4914","what is present?","sacrococcygeal teratoma","gastrointestinal"
"17643","checkpoint-4914","what does this image show?","periodontal fibroma","this image shows a section of the kidney"
"17644","checkpoint-4914","what does this image show?","brain","cerebral hemorrhage"
"17645","checkpoint-4914","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","yes"
"17646","checkpoint-4914","what is present?","hematologic","heart"
"17647","checkpoint-4914","what shows general schematic representation common to both major forms of amyloidogenesis?","the sequence on left","this"
"17648","checkpoint-4914","is an infarct in the brain typical of antibodies against nucleolar proteins?","no","no"
"17649","checkpoint-4914","what does this image show?","leukoplakia","oral"
"17650","checkpoint-4914","what is present?","gangrene","foot"
"17651","checkpoint-4914","is fat necrosis present?","no","no"
"17652","checkpoint-4914","is metastatic carcinoma lung present?","no","no"
"17653","checkpoint-4914","is endocrine present?","yes","no"
"17654","checkpoint-4914","how does this image show islands of tumor?","with nice new bone formation","this image shows islands of tumor"
"17655","checkpoint-4914","does this image show granular cell tumor?","yes","yes"
"17656","checkpoint-4914","where is this?","oral","mouth"
"17657","checkpoint-4914","what does this image show?","fluorosis","oral"
"17658","checkpoint-4914","where is this part in the figure?","endocrine system","this is a section of the kidney"
"17659","checkpoint-4914","is thymus present?","yes","no"
"17660","checkpoint-4914","what is degenerated forms appearing as bare smudged nuclei?","some excess of mature and small differentiated lymphocytes","hemorrhagic"
"17661","checkpoint-4914","where is this?","urinary","heart"
"17662","checkpoint-4914","what is present?","bone","heart"
"17663","checkpoint-4914","is the basement membrane not breached?","yes","no"
"17664","checkpoint-4914","does this image show opened abdomen showing tumor everywhere this also could be peritoneal carcinomatosis it looks the same?","yes","no"
"17665","checkpoint-4914","what does this image show?","gout","endometrial polyp"
"17666","checkpoint-4914","is cardiovascular present?","yes","no"
"17667","checkpoint-4914","what does this image show?","chronic pancreatitis with cyst formation","cystic fibrosis"
"17668","checkpoint-4914","does this image show uterus, leiomyomas?","yes","yes"
"17669","checkpoint-4914","what does this image show?","x-ray sternum healing fracture 15 days","cystic lesion of the maxillary sinus"
"17670","checkpoint-4914","where is this area in the body?","abdomen","abdomen"
"17671","checkpoint-4914","does atherosclerosis show esophogus, varices due to portal hypertension from cirrhosis, hcv?","no","no"
"17672","checkpoint-4914","does this image show mucocele?","yes","no"
"17673","checkpoint-4914","what is present?","hepatobiliary","heart"
"17674","checkpoint-4914","is vasculature present?","no","no"
"17675","checkpoint-4914","what does this image show?","lipoma","endometrial polyp"
"17676","checkpoint-4914","what is present?","endocrine","cardiovascular"
"17677","checkpoint-4914","what is present?","endocrine","heart"
"17678","checkpoint-4914","is vasculature present?","yes","no"
"17679","checkpoint-4914","is oral present?","yes","no"
"17680","checkpoint-4914","does this image show lymph nodes, nodular sclerosing hodgkins disease?","yes","yes"
"17681","checkpoint-4914","how is x-ray of femoral heads removed at autopsy illustration?","good","no"
"17682","checkpoint-4914","where is this?","pancreas","heart"
"17683","checkpoint-4914","does this image show kidney, pyelonephritis, acute and supperative?","yes","no"
"17684","checkpoint-4914","what are correlated with histological appearance of gastric mucosa in different regions?","natomical subdivisions of the stomach","gastric glands"
"17685","checkpoint-4914","does acute peritonitis show parathyroid, hyperplasia?","no","no"
"17686","checkpoint-4914","is nervous present?","yes","yes"
"17687","checkpoint-4914","where does this belong to?","gastrointestinal system","heart"
"17688","checkpoint-4914","what is attached to the dura?","large organizing subdural hematoma","the brain"
"17689","checkpoint-4914","is bilobed present?","yes","no"
"17690","checkpoint-4914","what does this image show?","no hyperplasia","cystic fibrosis"
"17691","checkpoint-4914","where is this?","lung","oral"
"17692","checkpoint-4914","is another fiber other frame present?","no","no"
"17693","checkpoint-4914","is oral present?","yes","yes"
"17694","checkpoint-4914","where is this?","vasculature","heart"
"17695","checkpoint-4914","does side show heart, myocardial infarction, surgery to repair interventricular septum rupture?","no","no"
"17696","checkpoint-4914","what is present?","hematologic","hematologic"
"17697","checkpoint-4914","is esophagus present?","yes","no"
"17698","checkpoint-4914","what is present?","liver","hematologic"
"17699","checkpoint-4914","is breast present?","yes","no"
"17700","checkpoint-4914","what are present?","extremities","skin"
"17701","checkpoint-4914","what is composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","granuloma","pulmonary sarcoidosis"
"17702","checkpoint-4914","is a wedge-shaped shrunken area of pale colour seen with base resting under the capsule, while the margin is congested?","yes","yes"
"17703","checkpoint-4914","does jejunum show pancreatic fat necrosis?","no","no"
"17704","checkpoint-4914","is nervous present?","yes","yes"
"17705","checkpoint-4914","what is present?","hepatobiliary","hemorrhagic preeclampsia"
"17706","checkpoint-4914","is abdomen present?","no","no"
"17707","checkpoint-4914","is nipples present?","no","no"
"17708","checkpoint-4914","what are lined by cells with characteristic empty-appearing nuclei, sometimes termed orphan annie eye nuclei c in this particular example?","well-formed papillae","cysts"
"17709","checkpoint-4914","does this image show thyroid, hurthle cell adenoma?","yes","no"
"17710","checkpoint-4914","does this image show anterior view of removed and non-sectioned liver as surgeon would see thcase of polycystic disease?","yes","yes"
"17711","checkpoint-4914","does benign cystic teratoma show spleen, chronic congestion and hemorrhage?","no","no"
"17712","checkpoint-4914","where is this?","skin","skin"
"17713","checkpoint-4914","does this image show vasculitis, polyarteritis nodosa?","yes","yes"
"17714","checkpoint-4914","do aldehyde fuscin stain?","yes","no"
"17715","checkpoint-4914","what well shown fractures?","view of base of skull with several","cervical spine"
"17716","checkpoint-4914","is beckwith-wiedemann syndrome present?","no","no"
"17717","checkpoint-4914","what do focal hemorrhagic infarction well shown?","not know history","this"
"17718","checkpoint-4914","is hepatobiliary present?","yes","no"
"17719","checkpoint-4914","does another fiber other frame show adrenal, hemorrhage?","no","no"
"17720","checkpoint-4914","what shows whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","microscopy","this"
"17721","checkpoint-4914","what does this image show?","villous lesion with chronic inflammatory cells","endometrial polyp"
"17722","checkpoint-4914","where is this from?","vasculature","heart"
"17723","checkpoint-4914","what is present?","gastrointestinal","heart"
"17724","checkpoint-4914","where is this?","oral","mouth"
"17725","checkpoint-4914","what is present?","brain","image"
"17726","checkpoint-4914","what is present?","bone marrow","hematologic"
"17727","checkpoint-4914","what is present?","gastrointestinal","heart"
"17728","checkpoint-4914","does adrenal show gout?","no","no"
"17729","checkpoint-4914","what is present?","vasculature","hemorrhagic infarction"
"17730","checkpoint-4914","does peritoneal fluid show nice view of tumor primarily stromal element?","no","no"
"17731","checkpoint-4914","what is present?","liver","hemorrhagic infarction"
"17732","checkpoint-4914","is congo red composed of epithelioid cells with sparse langhans ' giant cells and lymphocytes?","no","no"
"17733","checkpoint-4914","does congo red staining show congophilia as seen by red-pink colour?","yes","yes"
"17734","checkpoint-4914","are the tumour cells arranged as lobules with peripheral basaloid cells and pale cells in the centre?","yes","no"
"17735","checkpoint-4914","does omentum show heart, acute myocardial infarction, anterior wall?","no","no"
"17736","checkpoint-4914","is infarcts present?","no","no"
"17737","checkpoint-4914","where does this belong to?","endocrine system","heart"
"17738","checkpoint-4914","is lymphoid atrophy in newborn present?","no","no"
"17739","checkpoint-4914","what is lateral view joined?","at chest and abdomen","of fetus"
"17740","checkpoint-4914","what is present?","liver","hemorrhagic infarction"
"17741","checkpoint-4914","where is this?","urinary","kidney"
"17742","checkpoint-4914","what is no ovary present to indicate the location of the tumor mass?","there","ovary"
"17743","checkpoint-4914","what are present?","extremities","skin"
"17744","checkpoint-4914","what does this image show?","cirrhosis","osteomyelitis"
"17745","checkpoint-4914","what does this image show?","multiple metastatic appearing lesions diagnosed reticulum cell sarcoma","osteomyelitis"
"17746","checkpoint-4914","what is present?","gastrointestinal","gastrointestinal"
"17747","checkpoint-4914","does marfans syndrome show excellent great toe lesion?","no","yes"
"17748","checkpoint-4914","what does this image show?","skeletal muscle","myocardial infarction"
"17749","checkpoint-4914","what is present?","hepatobiliary","hemorrhagic preeclampsia"
"17750","checkpoint-4914","what is hemorrhagic?","the tumor","hemorrhagic"
"17751","checkpoint-4914","what is present?","joints","heart"
"17752","checkpoint-4914","where is this?","heart","heart"
"17753","checkpoint-4914","what was diagnosis cell sarcoma?","reticulum","yes"
"17754","checkpoint-4914","what is present?","hematologic","image"
"17755","checkpoint-4914","what does this complex of glycoproteins serve to couple?","the cell membrane and the extracellular matrix proteins","transmembrane signal transduction"
"17756","checkpoint-4914","is oral present?","yes","yes"
"17757","checkpoint-4914","where are howell-jolly bodies present?","in the red cells of this asplenic patient","in red blood cells"
"17758","checkpoint-4914","what is present?","vasculature","image"
"17759","checkpoint-4914","what died of what was thought to be viral pneumonia probably influenza?","immunoblastic type cells near splenic arteriole man","yes"
"17760","checkpoint-4914","what does this image show?","gaucher disease","cystic fibrosis"
"17761","checkpoint-4914","is oral present?","yes","no"
"17762","checkpoint-4914","is intraductal papillomatosis with apocrine metaplasia present?","no","yes"
"17763","checkpoint-4914","what does this image show?","prostatic hyperplasia","endometriosis"
"17764","checkpoint-4914","what is present?","hepatobiliary","gastrointestinal"
"17765","checkpoint-4914","does hematologic show brain, herpes inclusion bodies?","no","no"
"17766","checkpoint-4914","what is present?","chronic lymphocytic leukemia","hematologic"
"17767","checkpoint-4914","what is present?","neuronophagia","hematologic"
"17768","checkpoint-4914","is lower chest and abdomen anterior present?","no","no"
"17769","checkpoint-4914","does this image show demodex folliculorum?","yes","no"
"17770","checkpoint-4914","does amyloidosis show thromboembolus from leg veins in right ventricle and atrium?","no","no"
"17771","checkpoint-4914","what is single metastatic appearing lesion was reticulum cell sarcoma?","quite large diagnosis","yes"
"17772","checkpoint-4914","what is quite large diagnosis was reticulum cell sarcoma?","single metastatic appearing lesion","yes"
"17773","checkpoint-4914","what is present?","gastrointestinal","gastrointestinal"
"17774","checkpoint-4914","what is in a patient who died suddenly?","plaque rupture without superimposed thrombus","myocardial infarction"
"17775","checkpoint-4914","how does this image show villous lesion?","with chronic inflammatory cells","this image shows villous lesion"
"17776","checkpoint-4914","what is present?","squamous cell carcinoma","gastrointestinal"
"17777","checkpoint-4914","what consists of uncalcified osteoid?","paler trabeculae","bone"
"17778","checkpoint-4914","what is present?","urinary","hemorrhagic stroke"
"17779","checkpoint-4914","what does this image show?","opened larynx shows quite well","cardiac apex"
"17780","checkpoint-4914","what is present?","hematologic","heart"
"17781","checkpoint-4914","what is opened abdomen with ischemic appearing intestines bound?","by neoplastic adhesions good but not the best ovarian papillary adenocarcinoma","this is a picture of a patient with acute mesenteric ischemia"
"17782","checkpoint-4914","where is this?","skin","endocrine"
"17783","checkpoint-4914","where is this part in?","spleen","heart"
"17784","checkpoint-4914","what is present?","metastatic carcinoma","heart"
"17785","checkpoint-4914","where does this belong to?","female reproductive system","gastrointestinal system"
"17786","checkpoint-4914","does pus in test tube show glomerulonephritis, sle ii?","no","no"
"17787","checkpoint-4914","is adenoma sebaceum present?","no","no"
"17788","checkpoint-4914","what is no ovary present to indicate the location of the tumor mass?","there","ovary"
"17789","checkpoint-4914","where are the normal gland acini seen?","on the left","left"
"17790","checkpoint-4914","is gastrointestinal present?","yes","yes"
"17791","checkpoint-4914","are hours demonstrated by immunohistochemical staining?","no","yes"
"17792","checkpoint-4914","is malignant lymphoma present?","yes","no"
"17793","checkpoint-4914","what is infiltrated with leukocytes?","the vessel wall","artery"
"17794","checkpoint-4914","what are somewhat collapsed?","close-up view well shown normal discs case of chronic myelogenous leukemia in a 14yo male vertebra","tissues"
"17795","checkpoint-4914","what does this image show?","lung","endometrial polyp"
"17796","checkpoint-4914","what is good example of veins filled?","with blood","answer"
"17797","checkpoint-4914","does this image show wrights?","yes","no"
"17798","checkpoint-4914","what is present?","myocardium","myelinated nerve"
"17799","checkpoint-4914","is hepatobiliary present?","yes","no"
"17800","checkpoint-4914","what does this image show?","ureteral stricture","endometriosis"
"17801","checkpoint-4914","what reveals large cells with distinct cell borders, pale nuclei, prominent nucleoli, and a sparse lymphocytic infiltrate?","microscopic examination","pulmonary sarcoidosis"
"17802","checkpoint-4914","is acute myelogenous leukemia present?","yes","no"
"17803","checkpoint-4914","where is this?","oral","heart"
"17804","checkpoint-4914","what is present?","sugar coated","heart"
"17805","checkpoint-4914","are hemorrhage and necrosis prominent?","yes","no"
"17806","checkpoint-4914","what is present?","cardiovascular","gastrointestinal"
"17807","checkpoint-4914","does this image show brain, breast cancer metastasis to meninges?","yes","no"
"17808","checkpoint-4914","what is present?","spleen","heart"
"17809","checkpoint-4914","is krukenberg tumor present?","no","no"
"17810","checkpoint-4914","what contain prominent keratohyaline granules?","koilocytes and virus-infected keratinocytes","epithelium"
"17811","checkpoint-4914","is endometritis postpartum present?","no","no"
"17812","checkpoint-4914","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","no"
"17813","checkpoint-4914","what are present throughout?","nodular aggregates of lymphoma cells","lymphoid tissue"
"17814","checkpoint-4914","what is present?","ameloblastoma","image"
"17815","checkpoint-4914","what does this image show?","saggital section which is a very good illustration of lesion","uterus with fibroids"
"17816","checkpoint-4914","does eosinophilic adenoma show lymphocytic infiltration in perinodal fat?","no","no"
"17817","checkpoint-4914","what is present?","abdomen","gastrointestinal"
"17818","checkpoint-4914","what is present?","hepatobiliary","hemorrhagic infarction"
"17819","checkpoint-4914","is nodular parenchyma and dense intervening tumor tissue very good?","yes","no"
"17820","checkpoint-4914","does endocrine show view from dorsum of foot which has at least 9 toes?","no","no"
"17821","checkpoint-4914","does this image show typical lesion with giant cells and foreign material?","yes","yes"
"17822","checkpoint-4914","does equipments show a fungating and ulcerated growth?","no","yes"
"17823","checkpoint-4914","is angiogram present?","yes","yes"
"17824","checkpoint-4914","is hepatobiliary present?","yes","no"
"17825","checkpoint-4914","where is this?","oral","heart"
"17826","checkpoint-4914","what is not clear-cut?","line of demarcation between gangrenous segment and the viable bowel","this image"
"17827","checkpoint-4914","what are present?","extremities","foot"
"17828","checkpoint-4914","what does the inset stained for keratins 8 and 18 (brown) show?","a ballooned cell in which keratins have been ubiquitinylated and have collapsed into an immunoreactive mallory-denk body","the inset stained for keratins 8 and 18 (brown) shows the presence of squamous metaplasia"
"17829","checkpoint-4914","does this image show papilloma?","yes","no"
"17830","checkpoint-4914","where is this?","pancreas","digestive"
"17831","checkpoint-4914","is aldehyde fuscin present?","no","no"
"17832","checkpoint-4914","what seen blastic cells?","wrights","myeloid"
"17833","checkpoint-4914","are the characteristic histologic features villous hypertrophy of the synovium and marked mononuclear inflammatory cell infiltrate in synovial membrane with formation of lymphoid follicles at places?","yes","yes"
"17834","checkpoint-4914","what is seen in the cyst while the cyst wall shows palisade layer of histiocytes?","worm","cystic lymphangioma"
"17835","checkpoint-4914","is soft tissue present?","yes","no"
"17836","checkpoint-4914","is nervous present?","yes","yes"
"17837","checkpoint-4914","does mesothelioma show thrombus in leg vein with early organization?","no","no"
"17838","checkpoint-4914","does this image show external view case of situs ambiguous partial left isomerism?","yes","yes"
"17839","checkpoint-4914","what looks like placental abruption?","both adrenals external views focal hemorrhages do not know history","yes"
"17840","checkpoint-4914","what are present?","extremities","skin"
"17841","checkpoint-4914","is the cut surface not breached?","no","no"
"17842","checkpoint-4914","do the alveolar walls show irregular plexiform masses and network of strands of epithelial cells?","no","yes"
"17843","checkpoint-4914","what is present?","oral","oral"
"17844","checkpoint-4914","what is present?","lymph node","hematologic"
"17845","checkpoint-4914","is polysplenia present?","yes","no"
"17846","checkpoint-4914","is the sectioned surface identical to that of seminoma of the testis?","no","no"
"17847","checkpoint-4914","does this image show pancreatic fat necrosis?","yes","no"
"17848","checkpoint-4914","does this image show stress ulcers, stomach?","yes","yes"
"17849","checkpoint-4914","what healed?","squamous cell carcinoma","vaginal"
"17850","checkpoint-4914","does underdevelopment show body with extensive ecchymoses and desquamation?","no","yes"
"17851","checkpoint-4914","what does this image show?","normal lung","cystic fibrosis"
"17852","checkpoint-4914","is mesothelioma present?","no","no"
"17853","checkpoint-4914","what are well-formed papillae lined by?","cells with characteristic empty-appearing nuclei","columnar epithelium"
"17854","checkpoint-4914","what does this image show?","lung","cystic fibrosis"
"17855","checkpoint-4914","do mucicarmine stain?","yes","no"
"17856","checkpoint-4914","is vessel present?","no","no"
"17857","checkpoint-4914","does this image show inner table view multiple venous lakes?","yes","yes"
"17858","checkpoint-4914","what does this image show?","med excellent example of perineural invasion","endometrial polyp"
"17859","checkpoint-4914","is low magnification caused predominantly by stromal, rather than glandular, proliferation in other cases of nodular hyperplasia?","no","no"
"17860","checkpoint-4914","are skin stem cells moderately narrowed by this eccentric lesion, which leaves part of the vessel wall unaffected?","no","yes"
"17861","checkpoint-4914","what is present?","female reproductive","hemorrhagic infarction"
"17862","checkpoint-4914","what does this image show?","pancreatic fat necrosis","endometrial polyp"
"17863","checkpoint-4914","what is present?","nervous","cerebral"
"17864","checkpoint-4914","what is present?","pancreas","gastrointestinal"
"17865","checkpoint-4914","does the fibrosis, which varies in intensity, reveal large cells with distinct cell borders, pale nuclei, prominent nucleoli, and a sparse lymphocytic infiltrate?","no","yes"
"17866","checkpoint-4914","what is obvious metastatic lesion 44yobfadenocarcinoma of lung giant cell type occurring?","after she was treat-ed for hodgkins disease","no"
"17867","checkpoint-4914","what is present?","gastrointestinal","gastrointestinal"
"17868","checkpoint-4914","does microscopy show whorls of smooth muscle cells which are spindle-shaped, having abundant cytoplasm and oval nuclei?","yes","yes"
"17869","checkpoint-4914","where does this belong to?","endocrine system","uterus"
"17870","checkpoint-4914","is endocrine present?","yes","no"
"17871","checkpoint-4914","where is this?","urinary","heart"
"17872","checkpoint-4914","does this image show tuberculosis, empyema?","yes","no"
"17873","checkpoint-4914","what is present?","female reproductive","hemorrhagic infarction"
"17874","checkpoint-4914","what does this image show?","thyroid","cystic fibrosis"
"17875","checkpoint-4914","does basal skull fracture show papilloma?","no","no"
"17876","checkpoint-4914","is oral present?","yes","yes"
"17877","checkpoint-4914","is nervous present?","yes","no"
"17878","checkpoint-4914","does this image show cirrhosis?","yes","yes"
"17879","checkpoint-4914","does hemorrhage associated with placental abruption show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","no","no"
"17880","checkpoint-4914","is confluent necrosis seen in the perivenular region zone 3?","yes","yes"
"17881","checkpoint-4914","what is present?","liver","gastrointestinal"
"17882","checkpoint-4914","is thymus present?","yes","no"
"17883","checkpoint-4914","does fracture show section through mediastinal structure showing tumor about aorta and pulmonary arteries?","no","yes"
"17884","checkpoint-4914","what is present?","hepatobiliary","heart"
"17885","checkpoint-4914","does this image show fibrocaseous mass of tissue?","yes","yes"
"17886","checkpoint-4914","what is fracture line shown?","very thin skull eggshell type","right side of mandible"
"17887","checkpoint-4914","is cystadenocarcinoma malignancy present?","no","no"
"17888","checkpoint-4914","what is present?","rheumatoid arthritis","bone"
"17889","checkpoint-4914","what healed?","squamous cell carcinoma, lip remote,","vaginal"
"17890","checkpoint-4914","what is present?","spleen","image"
"17891","checkpoint-4914","what do the serial numbers in the figure correspond to in the text?","their description","the order of events in the figure"
"17892","checkpoint-4914","what does this image show?","islet cell carcinoma","endometrial polyp"
"17893","checkpoint-4914","is close-up of faceted mixed stones with two showing cut surfaces?","yes","no"
"17894","checkpoint-4914","when does this image show close-up of vertebra with obvious metastatic lesion 44yobfadenocarcinoma of lung giant cell type occurring 25 years?","after she was treat-ed for hodgkins disease","no"
"17895","checkpoint-4914","are the segregation of b cells and t cells in different regions of the lymph node present throughout?","no","no"
"17896","checkpoint-4914","where is this?","lung","eye"
"17897","checkpoint-4914","is hepatobiliary present?","yes","no"
"17898","checkpoint-4914","what is present?","adenoma","image"
"17899","checkpoint-4914","does this image show epulis fissuratum?","yes","no"
"17900","checkpoint-4914","does this image show coronary artery atherosclerosis diagram?","yes","yes"
"17901","checkpoint-4914","what is present?","gastrointestinal","image"
"17902","checkpoint-4914","is metastatic carcinoma present?","no","no"
"17903","checkpoint-4914","is squamous cell carcinoma found in the mid-esophagus, where it commonly causes strictures?","yes","no"
"17904","checkpoint-4914","is female reproductive present?","yes","yes"
"17905","checkpoint-4914","what shows haemorrhage?","the margin of infracted area","image"
"17906","checkpoint-4914","where is this area in the body?","abdomen","abdomen"
"17907","checkpoint-4914","what is not enlarged?","neoplasm gland","heart"
"17908","checkpoint-4914","what is present?","cardiovascular","heart"
"17909","checkpoint-4914","does fibrinous peritonitis show parathyroid hyperplasia?","no","no"
"17910","checkpoint-4914","what is present?","hand","skin"
"17911","checkpoint-4914","what does child have?","polycystic disease","malignant melanoma"
"17912","checkpoint-4914","what is present?","kidney","gastrointestinal"
"17913","checkpoint-4914","what does this image show?","diaphragm","cystic fibrosis"
"17914","checkpoint-4914","where is this part in?","spleen","heart"
"17915","checkpoint-4914","what is a simian crease suspect?","previous slide from this case","congenital rubella syndrome"
"17916","checkpoint-4914","what is present?","thymus","heart"
"17917","checkpoint-4914","is iron stored as ferritin and haemosiderin?","yes","no"
"17918","checkpoint-4914","is endocrine present?","yes","no"
"17919","checkpoint-4914","does this image show thyroid, normal?","yes","no"
"17920","checkpoint-4914","does this image show garres osteomyelitis proliferative periosteitis?","yes","no"
"17921","checkpoint-4914","what does this image show?","good example of poorly differentiated infiltrating ductal carcinoma","endometrial polyp"
"17922","checkpoint-4914","what are attenuated?","the internal and external elastic membranes","vessels"
"17923","checkpoint-4914","how are the organisms?","somewhat variable in size","fungus"
"17924","checkpoint-4914","what is present?","prostate","heart"
"17925","checkpoint-4914","does this image show lung, hematoma?","yes","no"
"17926","checkpoint-4914","what is caused by intracapillary leukocytes and proliferation of intrinsic glomerular cells?","glomerular hypercellularity","mesangial hyperplasia"
"17927","checkpoint-4914","does this image show mostly head in photo gory edema?","yes","yes"
"17928","checkpoint-4914","is hepatobiliary present?","yes","no"
"17929","checkpoint-4914","what is present?","bone","heart"
"17930","checkpoint-4914","is uremic frost present?","yes","no"
"17931","checkpoint-4914","is joints present?","yes","no"
"17932","checkpoint-4914","does bilateral cleft palate show necrotizing granuloma?","no","no"
"17933","checkpoint-4914","is opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut present?","no","no"
"17934","checkpoint-4914","are multiple and typical lesions easily seen?","yes","no"
"17935","checkpoint-4914","is lateral view present?","no","no"
"17936","checkpoint-4914","what is the nodularity caused by?","stromal","fibrosis"
"17937","checkpoint-4914","are two small pulmonary arterioles packed with laminated swirls of fetal squamous cells?","yes","no"
"17938","checkpoint-4914","is acute myelogenous leukemia present?","yes","no"
"17939","checkpoint-4914","is lymphangiomatosis present?","yes","no"
"17940","checkpoint-4914","is the necrotic ulcer base useful in localizing and distinguishing adenomas from parathyroid hyperplasia, in which more than one gland will demonstrate increased uptake?","no","yes"
"17941","checkpoint-4914","where is this?","oral","heart"
"17942","checkpoint-4914","what is present?","respiratory","hemorrhagic infarction"
"17943","checkpoint-4914","what does this image show?","neural tube defect","endometrial polyp"
"17944","checkpoint-4914","what does this image show?","kidney aspergillosis","renal angiomyolipoma"
"17945","checkpoint-4914","does this image show tetracycline induced discoloration?","yes","yes"
"17946","checkpoint-4914","what is present?","autoimmune thyroiditis","hemorrhagic infarction"
"17947","checkpoint-4914","what does this image show?","pericarditis","cystic fibrosis"
"17948","checkpoint-4914","where is this?","urinary","heart"
"17949","checkpoint-4914","are extremities present?","yes","yes"
"17950","checkpoint-4914","how is marked enlargement of the air spaces?","with destruction alveolar septa but without fibrosis","no"
"17951","checkpoint-4914","is some excess of mature and small differentiated lymphocytes degenerate forms appearing as bare smudged nuclei?","yes","no"
"17952","checkpoint-4914","does the superior vena cava show close-up well shown?","no","no"
"17953","checkpoint-4914","has loss of blood supply led to cutaneous ulcerations?","yes","yes"
"17954","checkpoint-4914","what is surrounded by lymphocytes, macrophages, and an eosinophil?","a binucleate reed-sternberg cell","tissue"
"17955","checkpoint-4914","is stomach present?","no","no"
"17956","checkpoint-4914","does ameloblastoma show single metastatic appearing lesion is quite large diagnosis was reticulum cell sarcoma?","no","no"
"17957","checkpoint-4914","what is there around extravasated mucus?","inflammatory reaction","mucin"
"17958","checkpoint-4914","what is present?","hematologic","image"
"17959","checkpoint-4914","is endocrine present?","yes","no"
"17960","checkpoint-4914","what stain?","mucicarmine","hematoxylin and eosin"
"17961","checkpoint-4914","is herpes labialis present?","yes","yes"
"17962","checkpoint-4914","what has hemorrhage of subcutaneous vessels produced?","extensive discoloration","this"
"17963","checkpoint-4914","does acute peritonitis show typical not advanced macerated stillborn?","no","yes"
"17964","checkpoint-4914","is spleen present?","yes","no"
